folder_path,top_level_root,depth,parent_path,direct_file_count,recursive_file_count,direct_subfolder_count,top_ext_direct,last_modified_direct,governed_by_setting,manifest_category,manifest_currency,type,status,usage_description,added_at,last_reviewed_at
_analytics/clusters/M46-Abundance/M46/inputs,_analytics,5,_analytics/clusters/M46-Abundance/M46,10,10,0,.md:10,2026-07-12T05:02:55Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M46-Abundance/M46/publishing,_analytics,5,_analytics/clusters/M46-Abundance/M46,2,2,0,".docx:1, .md:1",2026-07-12T04:59:57Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M47-Constitution,_analytics,3,_analytics/clusters,0,2,1,,,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/M47-Constitution/Data,_analytics,4,_analytics/clusters/M47-Constitution,2,2,0,.json:2,2026-06-22T08:20:22Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/T2-Supplementary,_analytics,3,_analytics/clusters,1,5,1,(none):1,2026-06-05T03:48:55Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/T2-Supplementary/T2,_analytics,4,_analytics/clusters/T2-Supplementary,4,4,0,.md:4,2026-07-12T05:02:55Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/clusters/archive,_analytics,3,_analytics/clusters,10,10,0,.md:10,2026-08-17T03:37:02Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/concordance_analysis,_analytics,2,_analytics,0,0,0,,,,,,,,,2026-08-28T05:41:51Z,
_analytics/concordance_prose,_analytics,2,_analytics,0,0,0,,,,,,,,,2026-08-28T05:41:51Z,
_analytics/dimensions,_analytics,2,_analytics,62,62,0,".json:57, .md:5",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/essay,_analytics,2,_analytics,4,4,0,".pdf:3, .md:1",2026-07-30T16:26:47Z,narrative.scope_check_report_path; narrative.usage_log_path,,,operations,authoritative,,2026-08-28T05:41:51Z,2026-08-28T05:41:57Z
_analytics/essay_prose,_analytics,2,_analytics,0,0,0,,,,,,,,,2026-08-28T05:41:51Z,
_analytics/findings_prose,_analytics,2,_analytics,0,0,0,,,,,,,,,2026-08-28T05:41:51Z,
_analytics/lexicon,_analytics,2,_analytics,1,1,0,.json:1,2026-07-25T11:51:01Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/registry,_analytics,2,_analytics,1,11,1,.md:1,2026-07-23T08:35:35Z,report.output_dir; report.registry_path; report.strong_verse_output_dir; report.word_registry_span_output_dir,,,operations,authoritative,,2026-08-28T05:41:51Z,2026-08-28T05:41:57Z
_analytics/registry/archive,_analytics,3,_analytics/registry,10,10,0,.md:10,2026-08-11T16:37:37Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry,_analytics,2,_analytics,14,635,111,".md:9, .json:4, .docx:1",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/001_hypocrisy,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:44:18Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/004_abomination,_analytics,3,_analytics/word_registry,2,2,0,".docx:1, .md:1",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/005_agony,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:42:09Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/006_ambition,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:42:11Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/007_anger,_analytics,3,_analytics/word_registry,4,4,0,".docx:2, .json:1, .md:1",2026-07-12T04:59:30Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/008_anguish,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:42:15Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/009_anointing,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:42:18Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/010_anxiety,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:42:19Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/011_appetite,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:42:23Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/012_awe,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:42:25Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/013_bitterness,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:42:26Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/015_boldness,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:42:28Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/016_bondage,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:42:29Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/017_brokenness,_analytics,3,_analytics/word_registry,2,2,0,".docx:1, .md:1",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/018_calling,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:42:34Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/019_character,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:42:35Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/020_compassion,_analytics,3,_analytics/word_registry,14,31,5,".json:8, .md:5, .docx:1",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/020_compassion/capture,_analytics,4,_analytics/word_registry/020_compassion,2,2,0,".json:1, .md:1",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/020_compassion/chapters,_analytics,4,_analytics/word_registry/020_compassion,8,8,0,".md:7, .docx:1",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/020_compassion/inputs,_analytics,4,_analytics/word_registry/020_compassion,2,2,0,.md:2,2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/020_compassion/obslog,_analytics,4,_analytics/word_registry/020_compassion,1,1,0,.md:1,2026-07-12T04:59:23Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/020_compassion/prior,_analytics,4,_analytics/word_registry/020_compassion,4,4,0,".md:3, .docx:1",2026-07-12T04:59:24Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/021_condemnation,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:42:39Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/022_conscience,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:42:41Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/023_consecration,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:42:43Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/024_contentment,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:42:44Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/025_contrition,_analytics,3,_analytics/word_registry,6,25,5,".md:3, .json:3",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/025_contrition/capture,_analytics,4,_analytics/word_registry/025_contrition,2,2,0,".json:1, .md:1",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/025_contrition/chapters,_analytics,4,_analytics/word_registry/025_contrition,8,8,0,".md:7, .docx:1",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/025_contrition/inputs,_analytics,4,_analytics/word_registry/025_contrition,2,2,0,.md:2,2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/025_contrition/obslog,_analytics,4,_analytics/word_registry/025_contrition,5,5,0,".md:4, .json:1",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/025_contrition/prior,_analytics,4,_analytics/word_registry/025_contrition,2,2,0,.md:2,2026-07-12T04:59:24Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/026_corruption,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:42:46Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/027_counsel,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:42:48Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/028_courage,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:42:51Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/029_covenant,_analytics,3,_analytics/word_registry,8,22,3,".md:4, .json:3, .docx:1",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/029_covenant/chapters,_analytics,4,_analytics/word_registry/029_covenant,8,8,0,".md:7, .docx:1",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/029_covenant/inputs,_analytics,4,_analytics/word_registry/029_covenant,4,4,0,".json:2, .md:2",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/029_covenant/obslog,_analytics,4,_analytics/word_registry/029_covenant,2,2,0,.md:2,2026-07-12T04:59:24Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/030_covetousness,_analytics,3,_analytics/word_registry,3,3,0,".md:2, .docx:1",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/031_debauchery,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:42:56Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/032_deceit,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:42:58Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/033_defilement,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:42:59Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/034_delight,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:43:02Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/035_desire,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:43:08Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/036_despair,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:43:12Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/037_devotion,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:43:13Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/038_dignity,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:43:14Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/039_discernment,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:43:17Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/040_disobedience,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:43:18Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/041_distress,_analytics,3,_analytics/word_registry,2,2,0,".docx:1, .md:1",2026-07-12T04:59:58Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/042_division,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:43:27Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/043_dread,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:43:28Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/044_endurance,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:43:29Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/045_envy,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:43:31Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/046_evil,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:43:35Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/047_experience,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:43:37Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/048_faith,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:43:40Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/049_faithfulness,_analytics,3,_analytics/word_registry,6,23,3,".md:3, .json:2, .docx:1",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/049_faithfulness/chapters,_analytics,4,_analytics/word_registry/049_faithfulness,7,7,0,.md:7,2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/049_faithfulness/inputs,_analytics,4,_analytics/word_registry/049_faithfulness,8,8,0,".json:5, .md:3",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/049_faithfulness/obslog,_analytics,4,_analytics/word_registry/049_faithfulness,2,2,0,.md:2,2026-07-12T04:59:25Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/050_fear,_analytics,3,_analytics/word_registry,5,5,0,".md:4, .docx:1",2026-08-10T08:34:47Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/051_fellowship,_analytics,3,_analytics/word_registry,14,33,5,".json:7, .md:6, .docx:1",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/051_fellowship/capture,_analytics,4,_analytics/word_registry/051_fellowship,2,2,0,".json:1, .md:1",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/051_fellowship/chapters,_analytics,4,_analytics/word_registry/051_fellowship,8,8,0,".md:7, .docx:1",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/051_fellowship/inputs,_analytics,4,_analytics/word_registry/051_fellowship,1,1,0,.md:1,2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/051_fellowship/obslog,_analytics,4,_analytics/word_registry/051_fellowship,5,5,0,".md:4, .json:1",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/051_fellowship/prior,_analytics,4,_analytics/word_registry/051_fellowship,3,3,0,".md:2, .docx:1",2026-07-12T04:59:25Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/052_foolishness,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:43:49Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/053_forgiveness,_analytics,3,_analytics/word_registry,10,31,5,".md:5, .json:4, .docx:1",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/053_forgiveness/capture,_analytics,4,_analytics/word_registry/053_forgiveness,2,2,0,".json:1, .md:1",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/053_forgiveness/chapters,_analytics,4,_analytics/word_registry/053_forgiveness,8,8,0,".md:7, .docx:1",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/053_forgiveness/inputs,_analytics,4,_analytics/word_registry/053_forgiveness,2,2,0,.md:2,2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/053_forgiveness/obslog,_analytics,4,_analytics/word_registry/053_forgiveness,5,5,0,".md:4, .json:1",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/053_forgiveness/prior,_analytics,4,_analytics/word_registry/053_forgiveness,4,4,0,".md:3, .docx:1",2026-07-12T04:59:25Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/054_generosity,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:43:52Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/055_gentleness,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:43:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/056_goodness,_analytics,3,_analytics/word_registry,4,31,4,".md:2, .docx:1, .json:1",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/056_goodness/chapters,_analytics,4,_analytics/word_registry/056_goodness,10,10,0,".md:8, .pdf:1, .docx:1",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/056_goodness/inputs,_analytics,4,_analytics/word_registry/056_goodness,12,12,0,".md:9, .json:3",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/056_goodness/obslog,_analytics,4,_analytics/word_registry/056_goodness,4,4,0,".md:3, .json:1",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/056_goodness/prior,_analytics,4,_analytics/word_registry/056_goodness,1,1,0,.docx:1,2026-04-01T11:25:21Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/057_grace,_analytics,3,_analytics/word_registry,14,38,5,".md:8, .json:5, .docx:1",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/057_grace/capture,_analytics,4,_analytics/word_registry/057_grace,2,2,0,".json:1, .md:1",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/057_grace/chapters,_analytics,4,_analytics/word_registry/057_grace,8,8,0,".md:7, .docx:1",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/057_grace/inputs,_analytics,4,_analytics/word_registry/057_grace,2,2,0,.md:2,2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/057_grace/obslog,_analytics,4,_analytics/word_registry/057_grace,1,1,0,.md:1,2026-07-12T04:59:27Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/057_grace/prior,_analytics,4,_analytics/word_registry/057_grace,11,11,0,".md:8, .docx:2, .json:1",2026-07-12T04:59:27Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/058_gratitude,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:43:58Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/059_greed,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:43:59Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/060_grief,_analytics,3,_analytics/word_registry,2,2,0,".docx:1, .md:1",2026-07-12T04:59:58Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/061_groaning,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:44:03Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/062_guilt,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:44:07Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/063_hardness,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:44:08Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/064_hatred,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:44:09Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/065_holiness,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:44:11Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/066_honesty,_analytics,3,_analytics/word_registry,6,14,3,".md:3, .json:2, .docx:1",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/066_honesty/chapters,_analytics,4,_analytics/word_registry/066_honesty,0,0,0,,,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/066_honesty/inputs,_analytics,4,_analytics/word_registry/066_honesty,8,8,0,".json:5, .md:3",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/066_honesty/obslog,_analytics,4,_analytics/word_registry/066_honesty,0,0,0,,,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/067_hope,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:44:15Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/068_humility,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:44:17Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/069_idolatry,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:44:20Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/070_imagination,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:44:21Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/071_impurity,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:44:23Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/072_indignation,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:44:24Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/073_iniquity,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:44:26Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/074_innocence,_analytics,3,_analytics/word_registry,6,14,3,".md:3, .json:2, .docx:1",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/074_innocence/chapters,_analytics,4,_analytics/word_registry/074_innocence,0,0,0,,,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/074_innocence/inputs,_analytics,4,_analytics/word_registry/074_innocence,8,8,0,".json:5, .md:3",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/074_innocence/obslog,_analytics,4,_analytics/word_registry/074_innocence,0,0,0,,,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/075_insight,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:44:30Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/076_integrity,_analytics,3,_analytics/word_registry,6,14,3,".md:3, .json:2, .docx:1",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/076_integrity/chapters,_analytics,4,_analytics/word_registry/076_integrity,0,0,0,,,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/076_integrity/inputs,_analytics,4,_analytics/word_registry/076_integrity,8,8,0,".json:5, .md:3",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/076_integrity/obslog,_analytics,4,_analytics/word_registry/076_integrity,0,0,0,,,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/077_intention,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:44:33Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/078_intercession,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:44:34Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/079_jealousy,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:44:35Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/080_joy,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:44:38Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/081_justice,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:44:42Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/082_kindness,_analytics,3,_analytics/word_registry,8,25,3,".md:4, .json:3, .docx:1",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/082_kindness/chapters,_analytics,4,_analytics/word_registry/082_kindness,8,8,0,".md:7, .docx:1",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/082_kindness/inputs,_analytics,4,_analytics/word_registry/082_kindness,5,5,0,".md:3, .json:2",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/082_kindness/obslog,_analytics,4,_analytics/word_registry/082_kindness,4,4,0,.md:4,2026-07-12T04:59:27Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/083_knowledge,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:44:50Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/084_longing,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:44:52Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/085_love,_analytics,3,_analytics/word_registry,15,31,4,".md:7, .json:6, .docx:2",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/085_love/chapters,_analytics,4,_analytics/word_registry/085_love,8,8,0,".md:7, .docx:1",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/085_love/inputs,_analytics,4,_analytics/word_registry/085_love,3,3,0,.md:3,2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/085_love/obslog,_analytics,4,_analytics/word_registry/085_love,4,4,0,.md:4,2026-07-12T04:59:28Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/085_love/prior,_analytics,4,_analytics/word_registry/085_love,1,1,0,.log:1,2026-03-19T11:41:58Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/086_lust,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:44:58Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/087_meaning,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:44:59Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/088_meditation,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:45:01Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/089_memory,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:45:02Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/090_mercy,_analytics,3,_analytics/word_registry,10,24,3,".md:5, .json:4, .docx:1",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/090_mercy/chapters,_analytics,4,_analytics/word_registry/090_mercy,8,8,0,".md:7, .docx:1",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/090_mercy/inputs,_analytics,4,_analytics/word_registry/090_mercy,3,3,0,.md:3,2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/090_mercy/obslog,_analytics,4,_analytics/word_registry/090_mercy,3,3,0,.md:3,2026-07-12T04:59:28Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/091_mind,_analytics,3,_analytics/word_registry,4,4,0,".json:2, .md:1, .docx:1",2026-07-12T05:02:53Z,,,,,,,2026-08-28T05:41:51Z,
_analytics/word_registry/092_mourning,_analytics,3,_analytics/word_registry,1,1,0,.docx:1,2026-04-02T15:45:11Z,,,,,,,2026-08-28T05:41:51Z,
