reading_id,span_id,book,chapter,verse_ref,corpus,genre,passage_id,anchor,lemma,strongs,morph,pos,stem,surface_en,hebrew_form,translit,translit_conf,char_key,ib_char,base_gloss,read_sense_variants,esv_words,family,cluster,cluster_all,same_as,role_provenance,char_candidate_tag,lemma_freq_book,ib_instance_count,sense,type,source,seat,bearer,operation,target,object_kind,manner,intensity,specifier,effect,coupling,prohibition,reading,discovery_flag,role,locus,direction,verse_text
H3581:strength#265016,265016,20,20,Pro 20:29,OT,poetic/wisdom,4151,1,H3581B,H3581,HNcmsc,noun,,strength,,koach,head,H3581:strength,strength,reptile; strength,strength — the ox's power that yields abundant crops | vigour — the glory of the young | exposed weakness — the meagre fortitude revealed by fainting in trouble,strength,strength-courage-steadfastness,,,263518|265715,read-2026,emergent-read-2026,2,3,vigour — the glory of the young,state,ABSENT,NONE,young men,the strength/vigour that is the glory of young men,"the splendour of the old, by contrast (265017)",other,NONE,ABSENT,ABSENT,ABSENT,set against the gray-haired dignity of age,ABSENT,"koach (strength/power) — 'the glory of young men is their STRENGTH'; each age has its glory — the young their vigour. Emergent: strength as the ornament of youth, set against the dignity of age.",present,characteristic,internal:ib-state,ABSENT,"Pro 20:29 The glory of young men is their strength , but the splendor of old men is their gray hair ."
H1926:splendor#265017,265017,20,20,Pro 20:29,OT,poetic/wisdom,4151,1,H1926 H9002 H9028,H1926,HNcmsc HC HSp3mp,noun,,splendor,,hadar,head,H1926:splendor,splendor,glory,"dignity — the splendour of the old, their gray hair",splendor,praise-extol-sing,,,,read-2026,IB:glory,1,1,"dignity — the splendour of the old, their gray hair",state,ABSENT,NONE,old men,"the splendour/dignity of old men, which is their gray hair","the strength of the young, by contrast (265016)",other,NONE,ABSENT,ABSENT,ABSENT,set against the vigour of youth,ABSENT,"hadar (splendour/dignity) — 'the SPLENDOUR of old men is their gray hair'; age has its own glory — the honour of gray hair (cf 16:31). The read affirms both — youth's strength and age's dignity, each in its season.",present,characteristic,internal:ib-state,ABSENT,"Pro 20:29 The glory of young men is their strength , but the splendor of old men is their gray hair ."
H7451:evil#308561,308561,20,20,Pro 20:30,OT,poetic/wisdom,4152,1,H7451H H9003,H7451,HAamsa HR,adjective,,evil,,ra,head,H7451:evil,evil,bad: harmful; distress: harm; distress: evil; bad: evil,evil — the moral wrong the wicked eagerly pursue | evil — the way from which one is delivered | evil — the doing in which they rejoice | evil — its perverseness their delight | evil — to be turned away from | evil — the evildoers whose way is not to be walked | evil — that from which the foot is to be turned | evil — what the perverse heart continually devises | evil — the destination the feet run to | evil — the evil woman from whom the teaching preserves,evil,wickedness-ungodliness,,,264683|266952|266966|266969|267745|267803|267893|268118|268144|268183|262770|262832|262941|263373|263733|263956|263987|264092|264094|265704|302396|302580|266909,read-2026,Reg 57 evil,1,24,purged evil — driven out by painful discipline,disposition,ABSENT,NONE,the corrected,"the evil that painful blows/wounds cleanse away, purging the innermost parts",(the wounding strokes that purge it),other,NONE,ABSENT,ABSENT,ABSENT,the evil driven from the heart by the pain of correction,ABSENT,ra (evil) — 'blows that wound cleanse away EVIL; strokes make clean the innermost parts'; painful discipline purges evil from the heart. The read holds the hard truth — correction that wounds can cleanse the inner being. Pain as purgation (cf 3:11-12).,present,characteristic,internal:ib-state,ABSENT,Pro 20:30 Blows that wound cleanse away evil; strokes make clean the innermost parts.
H3820:heart#265077,265077,20,21,Pro 21:1,OT,poetic/wisdom,4153,1,H3820A,H3820,HNcmsc,noun,,heart,,leb,head,H3820:heart,heart,heart,"the heart — the seat wisdom enters | the heart — the inner faculty inclined toward understanding | the heart — commanded to keep the commandments | the heart — the tablet on which they are written | the heart — the whole of it given to trust | the heart — the wellspring of life, to be guarded above all | the heart — commanded to hold fast the words | the heart — the seat that despised reproof | the heart — the seat that devises evil and sows discord | the heart — devising wicked plans","heart, hearts, heart, heart",inner-seat-heart-soul-spirit,,,267001|266942|267510|267669|267725|267903|267857|267972|268116|268137|268154|268425|268322|268395|262678|262554|262780|262849|263006|263031|263043|263144|263310|263333|263339|263474|263792|263586|263590|263593|263606|263713|263738|263809|264022|264052|263910|263924|264159|264175|264298|264310|264587|265037|265069|265262|265321|265371|265683|265512|265533|265536|265545|265564|302562|265651|265800|265783|266117|302581|266277|266513|302586|266563,read-2026,Reg 183 heart,64,65,the king's heart — turned wherever God wills,seat,ABSENT,NONE,the king,"the king's heart, which is like a stream of water in the LORD's hand, turned wherever God wills",(the LORD who directs it),god,NONE,ABSENT,ABSENT,ABSENT,the royal heart wholly under divine direction,ABSENT,"leb (heart) — 'the king's HEART is a stream of water in the hand of the LORD; he turns it wherever he will'; even the most powerful heart is God's to direct, channelled like water wherever he pleases. The supreme statement of divine sovereignty over the human heart — if the king's heart, how much more every heart (cf 16:9; 19:21).",present,characteristic,internal:ib-state,ABSENT,Pro 21:1 The king’s heart is a stream of water in the hand of the Lord ; he turns it wherever he will .
H3477:right#265165,265165,20,21,Pro 21:2,OT,poetic/wisdom,4154,1,H3477G,H3477,HAamsa,adjective,,right,,yashar,head,H3477:right,right,upright:right; upright:straight,self-deception — a way that seems right but ends in death | rightness — the words right to those who find knowledge | self-conceit — the fool's way seems right to himself | uprightness — the honest speech the king loves | self-justification — every way seems right to the man himself,right,walk-way-conduct,,,268668|262963|263326|263846|263940,read-2026,Reg 168 uprightness,17,6,self-justification — every way seems right to the man himself,cognition,ABSENT,NONE,every person,the self-approval by which every man reckons his own way right,"the heart God weighs, by contrast (265169)",god,NONE,ABSENT,ABSENT,ABSENT,set against the LORD who weighs the heart,ABSENT,yashar (right/straight) — 'every way of a man is RIGHT in his own eyes'; the near-universal self-justification (cf 16:2). Everyone thinks his own way right — the blindness of self-approval.,present,characteristic,internal:ib-state,ABSENT,"Pro 21:2 Every way of a man is right in his own eyes , but the Lord weighs the heart ."
H3826:heart#265169,265169,20,21,Pro 21:2,OT,poetic/wisdom,4154,1,H3826,H3826,HNcfpa,noun,,heart,,leb,head,H3826:heart,hearts,heart,the heart — fully open before the LORD | the heart — tested/assayed by the LORD | the heart — weighed by the LORD | the heart laid open — weighed by God,"hearts, heart",inner-seat-heart-soul-spirit,,,263574|264232|265731,read-2026,Reg 183 heart,4,4,the heart — weighed by the LORD,seat,ABSENT,NONE,every person,"the heart/motives that the LORD weighs, behind a man's self-approval","the self-approving eyes, by contrast (265165)",self,NONE,ABSENT,ABSENT,ABSENT,set against the man's self-justifying view,ABSENT,"leb (heart) — 'the LORD weighs the HEART'; God assays the inner motives that a man's self-approval overlooks. The true test is God's weighing of the heart, not one's own eyes (cf 16:2; 24:12).",present,characteristic,internal:ib-state,ABSENT,"Pro 21:2 Every way of a man is right in his own eyes , but the Lord weighs the heart ."
H6666:righteousnes#265245,265245,20,21,Pro 21:3,OT,poetic/wisdom,4155,1,H6666,H6666,HNcfsa,noun,,righteousness,,tsedaqah,head,H6666:righteousnes,righteousness,righteousness,"righteousness — Wisdom's truest endowment | righteousness — the way Wisdom walks | righteousness — delivers from death | righteousness — sown for a sure reward | righteousness — steadfast, leading to life | righteousness — which delivers from death | righteousness — of the blameless, keeping his way straight | righteousness — of the upright, which delivers them | righteousness — whose path is life | righteousness — which guards the blameless","righteousness, Righteousness",righteousness-integrity,,,268520|268538|262547|262875|262878|262885|262763|262767|263064|263275|263500|263807|264047|263839|265180|265184,read-2026,Reg 139 righteousness,13,17,righteousness — the doing of which God prefers to sacrifice,disposition,ABSENT,NONE,the righteous,the doing of righteousness that is more acceptable to the LORD than sacrifice,the justice beside it (265246),abstraction,NONE,ABSENT,ABSENT,ABSENT,welded to justice as the twin conduct God prefers,ABSENT,tsedaqah (righteousness) — 'to do RIGHTEOUSNESS and justice is more acceptable to the LORD than sacrifice'; God prefers righteous conduct to ritual offering. The ethical over the ceremonial (cf 15:8; 1 Sam 15:22; Micah 6:6-8).,present,characteristic,internal:ib-state,ABSENT,Pro 21:3 To do righteousness and justice is more acceptable to the Lord than sacrifice .
H4941:justic#265246,265246,20,21,Pro 21:3,OT,poetic/wisdom,4155,1,H4941H H9002,H4941,HNcmsa HC,noun,,justice,,mishpat,head,H4941:justic,justice,justice: judgement; justice; justice: custom; justice: rule; [Hall of] Judgment,"justice — right judgement and ordered dealing | justice — the paths God guards | justice — right judgement, understood | justice — the paths Wisdom treads | justice — perverted by the bribe-taker | justice — denied the righteous by partiality | justice — mocked by the worthless witness | justice — whose doing brings joy or terror by character | justice — the doing of which God prefers to sacrifice | moral blindness — the justice evil men cannot grasp",justice,righteousness-integrity,,,264803|267061|267067|268541|264189|264391|264571|265126|266709|266894|266875,read-2026,Reg 98 justice,3,12,justice — the doing of which God prefers to sacrifice,disposition,ABSENT,NONE,the just,"the doing of justice that, with righteousness, God prefers to sacrifice",the righteousness beside it (265245),abstraction,NONE,ABSENT,ABSENT,ABSENT,welded to righteousness as the twin conduct God prefers,ABSENT,"mishpat (justice) — 'righteousness and JUSTICE'; just dealing, paired with righteousness, is what God desires above ritual. Right living outweighs right ritual.",absent,characteristic,internal:ib-state,ABSENT,Pro 21:3 To do righteousness and justice is more acceptable to the Lord than sacrifice .
H0977:moreacceptabl#265247,265247,20,21,Pro 21:3,OT,poetic/wisdom,4155,1,H0977,H0977,HVNrmsa,verb,Niphal,more acceptable,,bachar,head,H0977:moreacceptabl,more acceptable,to choose,preference — righteousness chosen by God over sacrifice,more acceptable,walk-way-conduct,,,,read-2026,IB:to choose,8,1,preference — righteousness chosen by God over sacrifice,state,ABSENT,NONE,the LORD,the being-chosen/preferred — God's choosing of righteous conduct over sacrifice,(the righteousness and justice preferred),abstraction,NONE,ABSENT,ABSENT,ABSENT,the divine preference for right conduct above ritual,ABSENT,bachar (choose/prefer) — 'is MORE ACCEPTABLE to the LORD than sacrifice'; God chooses righteous action over offering. The read holds God's own preference — mercy and justice above ceremony.,absent,characteristic,internal:ib-state,ABSENT,Pro 21:3 To do righteousness and justice is more acceptable to the Lord than sacrifice .
H7312:haughty#265259,265259,20,21,Pro 21:4,OT,poetic/wisdom,4156,1,H7312,H7312,HNcmsc,noun,,Haughty,,rum,head,H7312:haughty,Haughty,height,"haughtiness — the proud, lofty eyes",Haughty,pride-arrogance-scoffing,,,,read-2026,emergent-read-2026,1,1,"haughtiness — the proud, lofty eyes",disposition,ABSENT,NONE,the proud,"the haughtiness of lofty, proud eyes that look down on others",the proud heart beside it (265262),other,NONE,ABSENT,ABSENT,ABSENT,welded to the proud heart as the twin pride,ABSENT,"rum (high/lofty) — 'HAUGHTY eyes and a proud heart'; the lofty look of the proud, sin in itself. Emergent: haughtiness of eyes as an outward mark of the proud heart (cf 6:17).",present,characteristic,internal:ib-state,ABSENT,"Pro 21:4 Haughty eyes and a proud heart , the lamp of the wicked , are sin ."
H3820:heart#265262,265262,20,21,Pro 21:4,OT,poetic/wisdom,4156,1,H3820A,H3820,HNcmsa,noun,,heart,,leb,head,H3820:heart,heart,heart,"the heart — the seat wisdom enters | the heart — the inner faculty inclined toward understanding | the heart — commanded to keep the commandments | the heart — the tablet on which they are written | the heart — the whole of it given to trust | the heart — the wellspring of life, to be guarded above all | the heart — commanded to hold fast the words | the heart — the seat that despised reproof | the heart — the seat that devises evil and sows discord | the heart — devising wicked plans","heart, hearts, heart, heart",inner-seat-heart-soul-spirit,,,267001|266942|267510|267669|267725|267903|267857|267972|268116|268137|268154|268425|268322|268395|262678|262554|262780|262849|263006|263031|263043|263144|263310|263333|263339|263474|263792|263586|263590|263593|263606|263713|263738|263809|264022|264052|263910|263924|264159|264175|264298|264310|264587|265037|265069|265077|265321|265371|265683|265512|265533|265536|265545|265564|302562|265651|265800|265783|266117|302581|266277|266513|302586|266563,read-2026,Reg 183 heart,64,65,the proud heart — sin in itself,seat,ABSENT,NONE,the proud,"the proud/broad heart that, with haughty eyes, is sin — the very 'lamp' of the wicked",the haughty eyes beside it (265259),other,NONE,ABSENT,ABSENT,ABSENT,welded to the haughty eyes as the twin pride,ABSENT,"leb (heart) with rachab (broad/proud) — 'and a PROUD heart'; the swollen, self-exalting heart. Pride of heart is sin, the inner root of the haughty look.",absent,characteristic,internal:ib-state,ABSENT,"Pro 21:4 Haughty eyes and a proud heart , the lamp of the wicked , are sin ."
H7563:wick#265264,265264,20,21,Pro 21:4,OT,poetic/wisdom,4156,1,H7563,H7563,HNcmpa,noun,,wicked,,,none,H7563:wick,wicked,wicked,"wickedness — the guilty who are cut off from the land | wickedness — the wicked whose ruin need not be feared | wickedness — the wicked, whose house draws the curse | wickedness — the wicked whose path is to be shunned | wickedness — the wicked whose way is deep darkness | wickedness — the wicked, trapped by his own evil | wickedness — the wicked whose reproof brings injury | wickedness — whose mouth conceals violence | wickedness — whose gain leads to sin | wickedness — whose heart is of little worth",wicked,wickedness-ungodliness,,,267017|267619|267697|267799|267823|268024|268758|262627|262668|262675|262481|262519|262555|262579|262587|262606|262612|262631|262647|262882|262901|262704|262714|262758|262807|262868|263088|263091|263098|262924|262934|263016|263052|263272|263301|263179|263251|263319|263377|263487|263785|263795|263802|263718|263724|264017|264109|264182|264387|264573|264995|265283|265087|265106|265108|265149|265223|265236|265774|302400|266121|266098|266519|266700|266547|266570|266682|266827|266775|266792,read-2026,Reg 57 evil,64,71,wickedness — whose very 'lamp' (life) is sin,disposition,ABSENT,NONE,the wicked,"the wicked whose very lamp — their life, prosperity, guiding light — is sin itself",its being sin (265265),abstraction,NONE,ABSENT,ABSENT,ABSENT,welded to the sin their whole life amounts to,ABSENT,rasha — 'the lamp of the WICKED'; the wicked's guiding light — their whole prospering life — is nothing but sin. Not just their deeds but their very being is sinful.,present,characteristic,internal:ib-state,ABSENT,"Pro 21:4 Haughty eyes and a proud heart , the lamp of the wicked , are sin ."
H2403:sin#265265,265265,20,21,Pro 21:4,OT,poetic/wisdom,4156,1,H2403B,H2403,HNcfsa,noun,,sin,,chattah,head,H2403:sin,sin,sin; sin: sin offering; sin: punishment,"sin — the cords in which the wicked is held fast | sin — where the wicked's gain leads | sin — a reproach to any people | sin — from which no one is truly clean | sin — what haughty eyes, proud heart, and the wicked's lamp all are | guilt — the verdict on folly's devising",sin,sin-guilt-iniquity,,,268028|262520|263503|265075|265934,read-2026,Reg 147 sin,6,6,"sin — what haughty eyes, proud heart, and the wicked's lamp all are",disposition,ABSENT,NONE,the proud/wicked,"the sin that haughty eyes, a proud heart, and the very lamp of the wicked all amount to",the wicked whose lamp it is (265264),person,NONE,ABSENT,ABSENT,ABSENT,welded to the wickedness it defines,ABSENT,"chattah (sin) — 'are SIN'; pride of eye and heart, and the wicked's whole way of life, are sin. The verse names pride itself — not just its acts — as sin.",present,characteristic,internal:ib-state,ABSENT,"Pro 21:4 Haughty eyes and a proud heart , the lamp of the wicked , are sin ."
H4284:plan#265266,265266,20,21,Pro 21:5,OT,poetic/wisdom,4157,1,H4284,H4284,HNcfpc,noun,,plans,,machashabah,head,H4284:plan,plans,plot,"plans — which fail without counsel | plans — established when committed to the LORD | plans — man's many, which God overrules | plans — established by counsel | planning — the diligent's careful plans lead to abundance","plans, Plans",will-resolve-vow-intent,,,263670|263979|264514|264924,read-2026,IB:plot,6,5,planning — the diligent's careful plans lead to abundance,cognition,ABSENT,NONE,the diligent,"the plans/purposes of the diligent, carefully made, that lead surely to abundance","(the hasty who come to poverty, by contrast)",other,NONE,ABSENT,ABSENT,ABSENT,the careful planning of the diligent set against reckless haste,ABSENT,"machashabah (plan/purpose) — 'the PLANS of the diligent lead surely to abundance'; careful, diligent planning yields plenty, where haste brings only want. Diligence plans; folly rushes.",absent,characteristic,internal:ib-state,ABSENT,"Pro 21:5 The plans of the diligent lead surely to abundance , but everyone who is hasty comes only to poverty ."
H8267:lying#265276,265276,20,21,Pro 21:6,OT,poetic/wisdom,4158,1,H8267,H8267,HNcmsa,noun,,lying,,sheqer,head,H8267:lying,lying,deception,"falsehood — the lying tongue God hates | falsehood — the lying lips that hide hatred | falsehood — the lying tongue, for but a moment | falsehood — lying lips, abomination to the LORD | falsehood — the lying tongue that amasses fleeting treasure | falsehood — the lie that masks hatred of its victims","lying, Lying",deceit-falsehood,,,268131|262530|262993|263019|266290,read-2026,Reg 40 deceit,17,6,falsehood — the lying tongue that amasses fleeting treasure,disposition,ABSENT,NONE,the deceitful,the lying tongue by which a man gets treasures — a fleeting vapour and a snare of death,the getting it drives (265280),other,NONE,ABSENT,ABSENT,ABSENT,welded to the deadly pursuit of wealth by lies,ABSENT,sheqer (falsehood) — 'the getting of treasures by a LYING tongue is a fleeting vapour and a snare of death'; wealth amassed by lies vanishes like vapour and ensnares to death. Deceitful gain is deadly and empty.,absent,characteristic,internal:ib-state,ABSENT,Pro 21:6 The getting of treasures by a lying tongue is a fleeting vapor and a snare of death .
H1245:of#265280,265280,20,21,Pro 21:6,OT,poetic/wisdom,4158,1,H1245,H1245,HVprmpc,verb,Piel,of,,baqash,head,H1245:of,of,to seek,"pursuit — the seeking of treasure by falsehood, deadly and empty",of,wealth-poverty-riches,,,,read-2026,Reg 140 seeking,11,1,"pursuit — the seeking of treasure by falsehood, deadly and empty",affect,ABSENT,NONE,the deceitful,"the getting/seeking of treasures by a lying tongue, which proves a vapour and a death-snare",the lying tongue that drives it (265276),other,NONE,ABSENT,ABSENT,ABSENT,welded to the falsehood that pursues it,ABSENT,"baqash (seek/get) — 'the GETTING of treasures'; the pursuit of wealth by deceit, which is fleeting vapour and a snare of death. Ill-gotten pursuit ends in ruin.",absent,characteristic,internal:ib-state,ABSENT,Pro 21:6 The getting of treasures by a lying tongue is a fleeting vapor and a snare of death .
H7563:wick#265283,265283,20,21,Pro 21:7,OT,poetic/wisdom,4159,1,H7563,H7563,HNcmpa,noun,,wicked,,,none,H7563:wick,wicked,wicked,"wickedness — the guilty who are cut off from the land | wickedness — the wicked whose ruin need not be feared | wickedness — the wicked, whose house draws the curse | wickedness — the wicked whose path is to be shunned | wickedness — the wicked whose way is deep darkness | wickedness — the wicked, trapped by his own evil | wickedness — the wicked whose reproof brings injury | wickedness — whose mouth conceals violence | wickedness — whose gain leads to sin | wickedness — whose heart is of little worth",wicked,wickedness-ungodliness,,,267017|267619|267697|267799|267823|268024|268758|262627|262668|262675|262481|262519|262555|262579|262587|262606|262612|262631|262647|262882|262901|262704|262714|262758|262807|262868|263088|263091|263098|262924|262934|263016|263052|263272|263301|263179|263251|263319|263377|263487|263785|263795|263802|263718|263724|264017|264109|264182|264387|264573|264995|265264|265087|265106|265108|265149|265223|265236|265774|302400|266121|266098|266519|266700|266547|266570|266682|266827|266775|266792,read-2026,Reg 57 evil,64,71,wickedness — swept away by their own violence,disposition,ABSENT,NONE,the wicked,"the wicked whose own violence sweeps them away, because they refuse justice",(their refusal of justice),abstraction,NONE,ABSENT,ABSENT,ABSENT,the wicked destroyed by the violence they choose,ABSENT,rasha — 'the VIOLENCE of the wicked will sweep them away'; the wicked are dragged off by their own violence. Their evil recoils on them.,absent,characteristic,internal:ib-state,ABSENT,"Pro 21:7 The violence of the wicked will sweep them away , because they refuse to do what is just ."
H3985:refus#265286,265286,20,21,Pro 21:7,OT,poetic/wisdom,4159,1,H3985,H3985,HVpp3cp,verb,Piel,refuse,,maen,head,H3985:refus,refuse,to refuse,to refuse — the will's outright rejection of the call | refusal — the sluggard's hands refuse to labor | refusal — the wicked refuse to do what is just,"refuse, refused",rebellion-stubbornness,,,264755|265212,read-2026,IB:to refuse,3,3,refusal — the wicked refuse to do what is just,affect,ABSENT,NONE,the wicked,"the refusing/declining of the wicked to do what is just, which brings their ruin",the justice they refuse (265288),abstraction,NONE,ABSENT,ABSENT,ABSENT,welded to the justice they will not do,ABSENT,maen (refuse/decline) — 'because they REFUSE to do what is just'; the wicked's deliberate refusal of justice is the ground of their destruction. Ruin follows the refusal of right.,absent,characteristic,internal:ib-state,ABSENT,"Pro 21:7 The violence of the wicked will sweep them away , because they refuse to do what is just ."
H4941:just#265288,265288,20,21,Pro 21:7,OT,poetic/wisdom,4159,1,H4941H,H4941,HNcmsa,noun,,just,,mishpat,head,H4941:just,just,justice: judgement; justice; justice: custom; justice: rule; [Hall of] Judgment,"justice — the quality of the righteous' thoughts | justice — a just balance, the LORD's own standard | justice — which the wicked refuse to do",just,righteousness-integrity,,,263086|263824,read-2026,Reg 98 justice,11,3,justice — which the wicked refuse to do,disposition,ABSENT,NONE,the wicked,"the justice/right that the wicked refuse to do, and so are swept away",their refusal of it (265286),other,NONE,ABSENT,ABSENT,ABSENT,welded to the refusal that dooms them,ABSENT,mishpat (justice) — 'to do what is JUST'; the justice the wicked will not do. To refuse right is to invite ruin.,present,characteristic,internal:ib-state,ABSENT,"Pro 21:7 The violence of the wicked will sweep them away , because they refuse to do what is just ."
H2054:guilty#265290,265290,20,21,Pro 21:8,OT,poetic/wisdom,4160,1,H2054 H0376G,H2054,HAamsa HNcmsa,adjective,,guilty,,vazar,head,H2054:guilty,guilty,guilty,"guilt — the guilty, whose way is crooked",guilty,sin-guilt-iniquity,,,,read-2026,Reg 73 guilt,1,1,"guilt — the guilty, whose way is crooked",disposition,ABSENT,NONE,the guilty,the guilt-laden man whose way is twisted and crooked,its crookedness (265291),other,NONE,ABSENT,ABSENT,ABSENT,welded to the twisted way it takes,ABSENT,vazar (guilty/laden with guilt) — 'the way of the GUILTY is crooked'; the guilt-burdened walk a twisted path. Guilt bends the way.,absent,characteristic,internal:ib-state,ABSENT,"Pro 21:8 The way of the guilty is crooked , but the conduct of the pure is upright ."
H2019:crook#265291,265291,20,21,Pro 21:8,OT,poetic/wisdom,4160,1,H2019,H2019,HAamsa,adjective,,crooked,,hafakpak,head,H2019:crook,crooked,crooked,crookedness — the guilty man's twisted way,crooked,deceit-falsehood,,,,read-2026,emergent-read-2026,1,1,crookedness — the guilty man's twisted way,disposition,ABSENT,NONE,the guilty,"the crooked/twisted way of the guilty, bent away from the straight",the guilt that bends it (265290),other,NONE,ABSENT,ABSENT,ABSENT,welded to the guilt whose way it is,ABSENT,"hafakpak (crooked/perverse) — 'is CROOKED'; the twisted, devious way of the guilty. Emergent: crookedness of way as the mark of the guilt-laden, against the upright conduct of the pure.",present,characteristic,internal:ib-state,ABSENT,"Pro 21:8 The way of the guilty is crooked , but the conduct of the pure is upright ."
H2134:pure#265293,265293,20,21,Pro 21:8,OT,poetic/wisdom,4160,1,H2134 H9002,H2134,HAamsa HC,adjective,,pure,,zak,head,H2134:pure,pure,pure,"self-justification — a man's ways seem pure to himself | purity — a child's conduct known to be clean | purity — the pure, whose conduct is upright",pure,righteousness-integrity,,,308489|264885,read-2026,Reg 125 purity,1,3,"purity — the pure, whose conduct is upright",disposition,ABSENT,NONE,the pure,the pure man whose conduct is straight and upright,its uprightness (265294),other,NONE,ABSENT,ABSENT,ABSENT,welded to the straight conduct it produces,ABSENT,zak (pure/clean) — 'the conduct of the PURE is upright'; purity of heart shows in straight conduct. The clean walk straight.,absent,characteristic,internal:ib-state,ABSENT,"Pro 21:8 The way of the guilty is crooked , but the conduct of the pure is upright ."
H3477:upright#265294,265294,20,21,Pro 21:8,OT,poetic/wisdom,4160,1,H3477G,H3477,HAamsa,adjective,,upright,,yashar,head,H3477:upright,upright,upright:right; upright:straight,"uprightness — the straight who will inhabit the land | uprightness — the straight of heart for whom wisdom is stored | uprightness — the straight, who enjoy God's confidence | uprightness — whose blessing exalts the city | uprightness — guided by their integrity | uprightness — delivered by their righteousness | uprightness — whose mouth delivers | uprightness — whose tent flourishes | uprightness — who enjoy acceptance/favour | uprightness — whose path is a level highway",upright,righteousness-integrity,,,267055|267011|267691|262851|262886|262709|263095|263552|263322|263799|263641|263875|264886|265153|265240|266528|266760,read-2026,Reg 168 uprightness,17,18,uprightness — the pure man's straight conduct,disposition,ABSENT,NONE,the pure,"the upright, straight conduct of the pure man",the purity behind it (265293),other,NONE,ABSENT,ABSENT,ABSENT,welded to the purity it expresses,ABSENT,"yashar (upright) — 'is UPRIGHT'; the straight conduct of the pure, the antithesis of the guilty's crooked way. Character shows in the way.",absent,characteristic,internal:ib-state,ABSENT,"Pro 21:8 The way of the guilty is crooked , but the conduct of the pure is upright ."
H2896:better#265295,265295,20,21,Pro 21:9,OT,poetic/wisdom,4161,1,H2896A,H2896,HAamsa,adjective,,better,,tob,head,H2896:better,better,welfare; pleasant; good,surpassing worth — wisdom's gain exceeds silver and gold | surpassing worth — wisdom exceeds jewels | surpassing worth — Wisdom's fruit exceeds fine gold | evaluation — lowly-with-a-servant is better than proud-and-hungry | evaluation — a little with the fear of the LORD is better than troubled wealth | evaluation — herbs with love beat an ox with hatred | evaluation — wisdom is far better than gold | evaluation — a lowly spirit with the poor beats spoil with the proud | evaluation — self-mastery outranks might and conquest | evaluation — a little with righteousness beats great unjust revenue,"better, Better",desire-longing-appetite,,,267531|268466|268522|263112|263609|263618|264045|263864|263891|263997|264060|264411|264524|265154|265309|266135|266074|266482|266356|266714,read-2026,Reg 42 delight,39,21,evaluation — a rooftop corner beats sharing with a quarrelsome wife,state,ABSENT,NONE,the peace-seeker,the judgement that solitude in a rooftop corner is better than a house shared with a contentious wife,the quarrelsomeness it avoids (265302),other,NONE,ABSENT,ABSENT,ABSENT,welded to the contention it flees,ABSENT,tob (better) — 'it is BETTER to live in a corner of the housetop than in a house shared with a quarrelsome wife' (cf 21:19; 25:24); peaceful solitude beats a comfortable house full of strife. Peace is worth more than space.,present,characteristic,internal:ib-state,ABSENT,Pro 21:9 It is better to live in a corner of the housetop than in a house shared with a quarrelsome wife .
H4079:quarrelsom#265302,265302,20,21,Pro 21:9,OT,poetic/wisdom,4161,1,H4079,H4079,HNcmpa,noun,,quarrelsome,,midyan,head,H4079:quarrelsom,quarrelsome,contention,contention — the wife whose strife drives one to the desert | contention — the quarrelsome wife who makes home unbearable | contention — the wife whose strife drives one to the roof | contentiousness — the man who kindles strife as fuel feeds fire | contention — the wife whose strife is a ceaseless drip,quarrelsome,violence-cruelty,,,265159|266081|266259|266396,read-2026,Reg 152 strife,9,5,contention — the quarrelsome wife who makes home unbearable,disposition,ABSENT,NONE,the quarrelsome wife,the quarreling/contention of a wife that makes a shared house worse than a rooftop corner,the flight it provokes (265295),other,NONE,ABSENT,ABSENT,ABSENT,welded to the peace one flees to escape it,ABSENT,midyan (quarrel/contention) — 'a QUARRELSOME wife'; incessant strife makes a home unbearable (cf 19:13; 27:15). Contention drives a man to the roof.,present,characteristic,internal:ib-state,ABSENT,Pro 21:9 It is better to live in a corner of the housetop than in a house shared with a quarrelsome wife .
H5315:soul#265086,265086,20,21,Pro 21:10,OT,poetic/wisdom,4162,1,H5315G,H5315,HNcfsa,noun,,soul,,nephesh,head,H5315:soul,soul,soul: appetite; soul; soul: life; soul: myself; soul: person; soul: animal; soul: dead; soul: neck,the soul — the self to which knowledge is sweet | the soul — to which wisdom is life | soul-winning — the wise captures/wins souls | appetite — the sluggard's soul craves yet gets nothing | appetite — the diligent's soul richly supplied | the soul — sweetened by gracious words | the soul — snared by the fool's own lips | the soul — benefited by getting sense | appetite — the wicked's soul craves evil | the self kept safe — guarded far from the snares,"soul, souls",inner-seat-heart-soul-spirit,,,266945|267595|262861|263262|263266|263935|264405|264629|265462|265529|265734|265978|266086,read-2026,Reg 182 Soul,9,14,appetite — the wicked's soul craves evil,seat,ABSENT,NONE,the wicked,"the very soul/appetite of the wicked, which craves and desires evil",its craving (265088),other,NONE,ABSENT,ABSENT,ABSENT,welded to the desire for evil that fills it,ABSENT,nephesh (soul/appetite) — 'the SOUL of the wicked desires evil'; the wicked's inmost appetite is set on evil. Evil is not their occasional deed but their soul's craving.,present,characteristic,internal:ib-state,ABSENT,Pro 21:10 The soul of the wicked desires evil ; his neighbor finds no mercy in his eyes .
