"reference","position","surface","strong_variant","morph_code"
"Lev 16:34","25","Moses","H0853","HTo"
"Lev 17:7","5","sacrifices","H0853","HTo"
"Lev 19:23","13","fruit","H0853","HTo"
"Lev 19:36","20","land","H0853","HTo"
"Lev 20:14","5","woman","H0853","HTo"
"Lev 20:14","7","mother","H0853","HTo"
"Lev 20:14","18","depravity","H0853","HTo"
"Lev 20:14","20","depravity","H0853","HTo"
"Lev 22:33","4","land","H0853","HTo"
"Lev 23:15","16","sheaf","H0853","HTo"
"Num 3:12","6","Levites","H0853","HTo"
"Num 3:45","3","Levites","H0853","HTo"
"Num 3:45","11","cattle","H0853","HTo"
"Num 7:12","4","offering","H0853","HTo"
"Num 8:11","4","Levites","H0853","HTo"
"Num 8:11","17","service","H0853","HTo"
"Num 8:14","3","Levites","H0853","HTo"
"Num 9:15","5","tabernacle","H0853","HTo"
"Num 9:15","12","tabernacle","H0853","HTo"
"Num 10:2","9","use","H0853","HTo"
"Num 10:2","22","camp","H0853","HTo"
"Num 15:41","8","land","H0853","HTo"
"Num 26:64","16","people","H0853","HTo"
"Num 35:5","7","side","H0853","HTo"
"Num 35:5","14","side","H0853","HTo"
"Num 35:5","21","side","H0853","HTo"
"Num 35:5","28","side","H0853","HTo"
"Deu 3:4","2","all","H0853","HTo"
"Deu 4:20","2","taken","H0853","HTo"
"Deu 4:20","6","of","H0853","HTo"
"Deu 6:25","10","all","H0853","HTo"
"Deu 10:5","8","tablets","H0853","HTo"
"Deu 13:16","3","all","H0853","HTo"
"Deu 13:16","13","city","H0853","HTo"
"Deu 13:16","15","all","H0853","HTo"
"Deu 17:18","14","copy","H0853","HTo"
"Deu 19:3","7","area","H0853","HTo"
"Deu 21:13","4","clothes","H0853","HTo"
"Deu 21:13","14","father","H0853","HTo"
"Deu 21:13","17","mother","H0853","HTo"
"Deu 23:13","20","excrement","H0853","HTo"
"Deu 24:13","6","pledge","H0853","HTo"
"Deu 27:4","6","Jordan","H0853","HTo"
"Deu 27:4","12","stones","H0853","HTo"
"Deu 27:4","18","today","H0853","HTo"
"Deu 27:4","25","plaster","H0853","HTo"
"Deu 28:15","14","all","H0853","HTo"
"Deu 28:29","15","ways","H0853","HTo"
"Deu 31:19","9","song","H0853","HTo"
"Deu 31:19","13","people","H0853","HTo"
"Jos 5:7","1","children","H0853","HTo"
"Jos 5:7","9","circumcised","H0853","HTo"
"Jos 5:7","19","way","H0853","HTo"
"Jos 8:22","23","until","H0853","HTo"
"Jos 8:24","16","all","H0853","HTo"
"Jos 8:24","37","edge","H0853","HTo"
"Jos 9:12","6","houses","H0853","HTo"
"Jos 16:10","5","Canaanites","H0853","HTo"
"Jos 17:11","18","inhabitants","H0853","HTo"
"Jos 17:18","17","Canaanites","H0853","HTo"
"Jos 22:17","5","sin","H0853","HTo"
"Jos 24:32","1","bones","H0853","HTo"
"Judg 1:19","6","hill country","H0853","HTo"
"Judg 1:19","13","inhabitants","H0853","HTo"
"Judg 1:30","4","inhabitants","H0853","HTo"
"Judg 1:30","7","inhabitants","H0853","HTo"
"Judg 1:33","4","inhabitants","H0853","HTo"
"Judg 1:33","7","inhabitants","H0853","HTo"
"Judg 3:31","12","Philistines","H0853","HTo"
"Judg 3:31","21","Israel","H0853","HTo"
"Judg 6:38","8","fleece","H0853","HTo"
"Judg 8:11","16","army","H0853","HTo"
"Judg 8:27","1","Gideon","H0853","HTo"
"Judg 8:27","9","city","H0853","HTo"
"Judg 11:5","14","Jephthah","H0853","HTo"
"Judg 18:27","5","made","H0853","HTo"
"Judg 18:27","9","priest","H0853","HTo"
"Judg 18:27","25","edge","H0853","HTo"
"Judg 18:27","31","city","H0853","HTo"
"Judg 18:30","7","carved image","H0853","HTo"
"Rut 2:17","8","gleaned","H0853","HTo"
"Rut 3:2","20","threshing floor","H0853","HTo"
"1Sa 2:11","14","Lord","H0853","HTo"
"1Sa 7:14","19","territory","H0853","HTo"
"1Sa 18:9","4","David","H0853","HTo"
"1Sa 18:19","4","Merab","H0853","HTo"
"1Sa 24:5","7","cut off","H0853","HTo"
"1Sa 24:5","12","corner","H0853","HTo"
"1Sa 25:2","27","sheep","H0853","HTo"
"1Sa 25:20","22","them","H0853","HTo"
"1Sa 25:43","3","Ahinoam","H0853","HTo"
"1Sa 30:1","22","Ziklag","H0853","HTo"
"1Sa 30:1","26","fire","H0853","HTo"
"1Sa 31:8","9","slain","H0853","HTo"
"1Sa 31:8","12","Saul","H0853","HTo"
"1Sa 31:8","14","three","H0853","HTo"
"2Sa 1:1","11","Amalekites","H0853","HTo"
"2Sa 7:6","11","people","H0853","HTo"
"2Sa 7:24","4","people","H0853","HTo"
"2Sa 8:1","6","Philistines","H0853","HTo"
"2Sa 8:1","13","Metheg-ammah","H0853","HTo"
"2Sa 12:10","16","wife","H0853","HTo"
"2Sa 14:26","5","head","H0853","HTo"
"2Sa 14:26","23","hair","H0853","HTo"
"2Sa 15:5","10","hand","H0853","HTo"
"2Sa 19:12","18","king","H0853","HTo"
"2Sa 21:18","17","Saph","H0853","HTo"
"2Sa 21:19","16","Goliath","H0853","HTo"
"1Ki 4:7","12","king","H0853","HTo"
"1Ki 4:7","14","household","H0853","HTo"
"1Ki 8:54","9","prayer","H0853","HTo"
"1Ki 9:10","9","two","H0853","HTo"
"1Ki 9:10","13","house","H0853","HTo"
"1Ki 9:10","18","house","H0853","HTo"
"1Ki 11:3","16","heart","H0853","HTo"
"1Ki 11:20","6","Genubath","H0853","HTo"
"1Ki 11:29","13","Ahijah","H0853","HTo"
"1Ki 12:31","2","temples","H0853","HTo"
"1Ki 16:11","12","all","H0853","HTo"
"1Ki 16:31","13","Jezebel","H0853","HTo"
"1Ki 16:31","22","Baal","H0853","HTo"
"1Ki 17:4","8","ravens","H0853","HTo"
"1Ki 18:4","5","prophets","H0853","HTo"
"1Ki 20:15","2","servants","H0853","HTo"
"1Ki 20:15","16","all","H0853","HTo"
"1Ki 20:26","8","Syrians","H0853","HTo"
"1Ki 20:29","18","Syrians","H0853","HTo"
"2Ki 2:1","5","Elijah","H0853","HTo"
"2Ki 17:32","3","Lord","H0853","HTo"
"2Ki 17:33","3","Lord","H0853","HTo"
"2Ki 17:33","8","gods","H0853","HTo"
"2Ki 17:33","16","among","H0853","HTo"
"2Ki 17:41","7","Lord","H0853","HTo"
"2Ki 17:41","12","carved images","H0853","HTo"
"2Ki 25:27","31","Jehoiachin","H0853","HTo"
"1Ch 1:10","4","Nimrod","H0853","HTo"
"1Ch 2:22","4","Jair","H0853","HTo"
"1Ch 4:14","4","Ophrah","H0853","HTo"
"1Ch 4:14","9","Joab","H0853","HTo"
"1Ch 6:32","13","house","H0853","HTo"
"1Ch 10:8","9","slain","H0853","HTo"
"1Ch 10:8","12","Saul","H0853","HTo"
"1Ch 10:8","14","sons","H0853","HTo"
"1Ch 17:5","11","Israel","H0853","HTo"
"1Ch 18:1","6","Philistines","H0853","HTo"
"1Ch 18:1","11","Gath","H0853","HTo"
"1Ch 20:4","15","Sippai","H0853","HTo"
"1Ch 20:5","10","Lahmi","H0853","HTo"
"2Ch 8:1","9","house","H0853","HTo"
"2Ch 8:1","13","house","H0853","HTo"
"2Ch 12:1","11","law","H0853","HTo"
"2Ch 13:15","13","Jeroboam","H0853","HTo"
"2Ch 24:4","10","house","H0853","HTo"
"2Ch 24:14","6","rest","H0853","HTo"
"2Ch 25:14","7","Edomites","H0853","HTo"
"2Ch 25:14","10","gods","H0853","HTo"
"Ezr 1:3","20","house","H0853","HTo"
"Neh 4:6","3","wall","H0853","HTo"
"Neh 5:14","7","governor","H0853","HTo"
"Neh 10:38","17","tithe","H0853","HTo"
"Est 2:20","6","people","H0853","HTo"
"Est 2:20","19","Mordecai","H0853","HTo"
"Est 9:21","10","day","H0853","HTo"
"Est 9:21","17","day","H0853","HTo"
"Est 9:27","24","two","H0853","HTo"
"Job 42:12","4","latter","H0853","HTo"
"Psa 106:36","2","idols","H0853","HTo"
"Psa 126:1","7","fortunes","H0853","HTo"
"Isa 10:2","18","fatherless","H0853","HTo"
"Isa 11:11","13","remnant","H0853","HTo"
"Isa 13:19","8","Sodom","H0853","HTo"
"Isa 13:19","10","Gomorrah","H0853","HTo"
"Isa 18:5","19","branches","H0853","HTo"
"Isa 19:23","21","Assyrians","H0853","HTo"
"Isa 23:17","8","Tyre","H0853","HTo"
"Jer 27:22","12","declares","H0853","HTo"
"Jer 29:7","2","welfare","H0853","HTo"
"Jer 29:7","8","pray","H0853","HTo"
"Jer 30:21","22","himself","H0853","HTo"
"Jer 32:5","2","Zedekiah","H0853","HTo"
"Jer 32:5","12","declares","H0853","HTo"
"Jer 41:3","4","all","H0853","HTo"
"Jer 41:3","18","Chaldean","H0853","HTo"
"Jer 41:3","21","soldiers","H0853","HTo"
"Jer 49:32","21","calamity","H0853","HTo"
"Jer 49:39","7","fortunes","H0853","HTo"
"Jer 50:3","10","land","H0853","HTo"
"Jer 52:31","31","Jehoiachin","H0853","HTo"
"Jer 52:31","37","prison","H0853","HTo"
"Eze 11:20","8","rules","H0853","HTo"
"Eze 11:20","14","people","H0853","HTo"
"Eze 20:1","19","Lord","H0853","HTo"
"Eze 29:14","2","fortunes","H0853","HTo"
"Eze 29:14","6","land","H0853","HTo"
"Eze 33:22","15","mouth","H0853","HTo"
"Eze 35:5","8","people","H0853","HTo"
"Eze 36:12","5","people","H0853","HTo"
"Eze 37:17","2","one","H0853","HTo"
"Eze 37:22","4","nation","H0853","HTo"
"Eze 40:1","39","city","H0853","HTo"
"Eze 44:11","13","temple","H0853","HTo"
"Eze 44:11","18","burnt offering","H0853","HTo"
"Eze 44:11","21","sacrifice","H0853","HTo"
"Eze 44:12","5","before","H0853","HTo"
"Eze 45:17","30","sin offerings","H0853","HTo"
"Eze 45:17","33","grain offerings","H0853","HTo"
"Eze 45:17","37","burnt offerings","H0853","HTo"
"Eze 45:17","41","peace offerings","H0853","HTo"
"Eze 47:17","17","side","H0853","HTo"
"Eze 47:22","4","inheritance","H0853","HTo"
"Joe 3:18","28","Valley","H0853","HTo"
"Jon 1:17","7","Jonah","H0853","HTo"
"Zec 8:8","2","dwell","H0853","HTo"
"Zec 14:16","28","Feast","H0853","HTo"
"Zec 14:18","19","nations","H0853","HTo"
"Zec 14:18","28","Feast","H0853","HTo"
"Zec 14:19","15","Feast","H0853","HTo"
"Mal 3:3","6","sons","H0853","HTo"
"Mal 3:3","11","gold","H0853","HTo"
"Exo 2:3","23","child","H0853","HTo"
"Num 11:14","6","all","H0853","HTo"
"Num 22:11","9","face","H0853","HTo"
"Num 22:11","20","Perhaps","H0853","HTo"
"Psa 101:5","6","destroy","H0853","HTo"
"Psa 101:5","14","not","H0853","HTo"
"Ecc 7:13","2","work","H0853","HTo"
"Ecc 7:13","12","made crooked","H0853","HTo"
"Jer 49:10","4","Esau","H0853","HTo"
"Jer 49:10","7","places","H0853","HTo"
"Gen 11:31","3","Abram","H0853","HTo"
"Gen 11:31","7","Lot","H0853","HTo"
"Gen 11:31","15","Sarai","H0853","HTo"
"Gen 14:7","9","country","H0853","HTo"
"Gen 14:7","16","Amorites","H0853","HTo"
"Gen 14:12","2","Lot","H0853","HTo"
"Gen 14:12","13","possessions","H0853","HTo"
"Gen 31:34","5","household gods","H0853","HTo"
"Gen 31:34","18","all","H0853","HTo"
"Exo 16:35","6","manna","H0853","HTo"
"Exo 16:35","18","manna","H0853","HTo"
"Lev 14:8","4","clothes","H0853","HTo"
"Lev 14:8","9","hair","H0853","HTo"
"Lev 18:3","9","do","H0853","HTo"
"Lev 20:22","3","statutes","H0853","HTo"
"Lev 20:22","7","rules","H0853","HTo"
"Lev 20:22","13","land","H0853","HTo"
"Lev 20:22","22","live","H0853","HTo"
"Lev 20:22","28","vomit","H0853","HTo"
"Lev 25:18","2","statutes","H0853","HTo"
"Lev 25:18","7","rules","H0853","HTo"
"Lev 25:18","11","dwell","H0853","HTo"
"Lev 26:32","4","land","H0853","HTo"
"Lev 26:35","6","rest","H0853","HTo"
"Num 21:25","3","all","H0853","HTo"
"Deu 1:4","4","Sihon","H0853","HTo"
"Deu 1:4","13","Og","H0853","HTo"
"Deu 2:22","14","Horites","H0853","HTo"
"Deu 12:29","6","before","H0853","HTo"
"Deu 12:29","11","nations","H0853","HTo"
"Deu 12:29","22","dwell","H0853","HTo"
"Jos 13:13","7","Geshurites","H0853","HTo"
"Jos 13:13","10","Maacathites","H0853","HTo"
"Jos 13:21","20","leaders","H0853","HTo"
"Jos 13:21","22","leaders","H0853","HTo"
"Jos 13:21","26","Evi","H0853","HTo"
"Jos 13:21","28","Rekem","H0853","HTo"
"Jos 13:21","31","Zur","H0853","HTo"
"Jos 13:21","34","Hur","H0853","HTo"
"Jos 13:21","37","Reba","H0853","HTo"
"Jos 24:18","7","peoples","H0853","HTo"
"Jos 24:18","10","Amorites","H0853","HTo"
"Jos 24:18","20","Lord","H0853","HTo"
"Judg 1:21","6","Jebusites","H0853","HTo"
"Judg 1:29","6","Canaanites","H0853","HTo"
"Judg 1:31","4","inhabitants","H0853","HTo"
"Judg 1:31","7","inhabitants","H0853","HTo"
"Judg 1:31","11","Ahlab","H0853","HTo"
"Judg 1:31","14","Achzib","H0853","HTo"
"Judg 1:31","17","Helbah","H0853","HTo"
"Judg 1:31","20","Aphik","H0853","HTo"
"Judg 1:31","23","Rehob","H0853","HTo"
"Judg 9:41","7","Gaal","H0853","HTo"
"Judg 9:41","9","relatives","H0853","HTo"
"Judg 10:1","6","Israel","H0853","HTo"
"Judg 19:15","20","house","H0853","HTo"
"1Sa 19:18","14","all","H0853","HTo"
"1Sa 24:3","16","himself","H0853","HTo"
"2Sa 6:11","12","Obed-edom","H0853","HTo"
"2Sa 6:11","14","all","H0853","HTo"
"2Sa 15:29","5","ark","H0853","HTo"
"1Ki 12:25","3","Shechem","H0853","HTo"
"1Ki 12:25","15","Penuel","H0853","HTo"
"2Ki 11:19","2","captains","H0853","HTo"
"2Ki 11:19","7","Carites","H0853","HTo"
"2Ki 11:19","11","guards","H0853","HTo"
"2Ki 11:19","14","all","H0853","HTo"
"2Ki 11:19","22","king","H0853","HTo"
"2Ki 16:6","9","Elath","H0853","HTo"
"2Ki 16:6","15","Judah","H0853","HTo"
"2Ki 17:6","10","Samaria","H0853","HTo"
"2Ki 17:6","13","Israelites","H0853","HTo"
"2Ki 17:6","19","Halah","H0853","HTo"
"2Ki 17:24","26","Samaria","H0853","HTo"
"1Ch 4:43","2","remnant","H0853","HTo"
"1Ch 8:13","12","inhabitants","H0853","HTo"
"1Ch 8:32","4","Shimeah","H0853","HTo"
"1Ch 9:38","4","Shimeam","H0853","HTo"
"1Ch 13:14","15","household","H0853","HTo"
"1Ch 13:14","18","all","H0853","HTo"
"2Ch 21:11","8","inhabitants","H0853","HTo"
"2Ch 21:11","12","Judah","H0853","HTo"
"2Ch 23:20","2","captains","H0853","HTo"
"2Ch 23:20","7","nobles","H0853","HTo"
"2Ch 23:20","11","governors","H0853","HTo"
"2Ch 23:20","16","all","H0853","HTo"
"2Ch 23:20","24","king","H0853","HTo"
"2Ch 23:20","40","king","H0853","HTo"
"2Ch 28:18","14","Beth-shemesh","H0853","HTo"
"2Ch 28:18","16","Aijalon","H0853","HTo"
"2Ch 28:18","20","Gederoth","H0853","HTo"
"2Ch 28:18","23","Soco","H0853","HTo"
"2Ch 28:18","29","Timnah","H0853","HTo"
"2Ch 28:18","35","Gimzo","H0853","HTo"
"2Ch 28:18","38","villages","H0853","HTo"
"2Ch 32:22","3","Hezekiah","H0853","HTo"
"2Ch 32:22","5","inhabitants","H0853","HTo"
"2Ch 33:9","2","Judah","H0853","HTo"
"Psa 123:1","7","eyes","H0853","HTo"
"Psa 137:1","11","Zion","H0853","HTo"
"Isa 26:21","19","blood","H0853","HTo"
"Isa 37:16","23","heavens","H0853","HTo"
"Isa 37:16","26","earth","H0853","HTo"
"Jer 6:12","12","hand","H0853","HTo"
"Jer 8:1","7","bones","H0853","HTo"
"Jer 8:1","11","bones","H0853","HTo"
"Jer 8:1","16","bones","H0853","HTo"
"Jer 8:1","21","bones","H0853","HTo"
"Jer 8:1","26","bones","H0853","HTo"
"Jer 23:8","8","offspring","H0853","HTo"
"Jer 29:5","8","produce","H0853","HTo"
"Jer 36:22","15","fire pot","H0853","HTo"
"Jer 38:13","2","Jeremiah","H0853","HTo"
"Jer 38:13","7","out","H0853","HTo"
"Jer 50:40","4","Sodom","H0853","HTo"
"Jer 50:40","6","Gomorrah","H0853","HTo"
"Jer 50:40","9","neighboring","H0853","HTo"
"Eze 8:14","3","entrance","H0853","HTo"
"Eze 8:14","22","Tammuz","H0853","HTo"
"Eze 26:16","12","robes","H0853","HTo"
"Eze 26:16","18","garments","H0853","HTo"
"Eze 39:26","2","shame","H0853","HTo"
"Eze 39:26","5","all","H0853","HTo"
"Eze 44:3","2","Only","H0853","HTo"
"Amo 9:14","2","fortunes","H0853","HTo"
"Amo 9:14","14","wine","H0853","HTo"
"Amo 9:14","21","fruit","H0853","HTo"
"Gen 45:11","1","There","H0853","HTo"
"Gen 47:12","3","father","H0853","HTo"
"Gen 47:12","6","brothers","H0853","HTo"
"Gen 47:12","10","all","H0853","HTo"
"2Sa 19:32","9","king","H0853","HTo"
"1Ki 18:13","7","what","H0853","HTo"
"1Ki 18:13","13","prophets","H0853","HTo"
"Judg 16:29","3","two","H0853","HTo"
"1Ch 17:12","7","throne","H0853","HTo"
"2Ch 12:14","11","Lord","H0853","HTo"
"Ezr 7:10","8","Law","H0853","HTo"
"Isa 9:7","21","uphold","H0853","HTo"
"Lev 19:13","3","neighbor","H0853","HTo"
"Gen 42:26","5","grain","H0853","HTo"
"Gen 45:19","21","father","H0853","HTo"
"Gen 50:13","1","sons","H0853","HTo"
"Gen 50:13","11","cave","H0853","HTo"
"Gen 50:13","24","field","H0853","HTo"
"Exo 25:14","3","poles","H0853","HTo"
"Exo 25:14","14","ark","H0853","HTo"
"Exo 25:28","3","poles","H0853","HTo"
"Exo 25:28","8","gold","H0853","HTo"
"Exo 25:28","14","table","H0853","HTo"
"Exo 37:5","3","poles","H0853","HTo"
"Exo 37:5","14","ark","H0853","HTo"
"Exo 37:15","3","poles","H0853","HTo"
"Exo 37:15","10","table","H0853","HTo"
"Exo 37:15","13","gold","H0853","HTo"
"Exo 37:27","28","it","H0853","HTo"
"Exo 38:7","3","poles","H0853","HTo"
"Exo 38:7","13","it","H0853","HTo"
"Exo 38:7","16","hollow","H0853","HTo"
"Num 4:25","2","curtains","H0853","HTo"
"Num 4:25","6","tent","H0853","HTo"
"Num 4:25","23","screen","H0853","HTo"
"Num 10:21","8","tabernacle","H0853","HTo"
"Jos 4:16","3","priests","H0853","HTo"
"2Sa 5:21","2","idols","H0853","HTo"
"2Sa 6:3","2","ark","H0853","HTo"
"2Sa 6:3","26","cart","H0853","HTo"
"2Sa 17:13","18","until","H0853","HTo"
"2Sa 23:16","28","Lord","H0853","HTo"
"2Ki 14:20","2","on","H0853","HTo"
"1Ch 15:27","14","ark","H0853","HTo"
"1Ch 23:26","9","tabernacle","H0853","HTo"
"1Ch 23:26","11","any","H0853","HTo"
"2Ch 16:6","6","all","H0853","HTo"
"2Ch 16:6","10","stones","H0853","HTo"
"2Ch 16:6","14","timber","H0853","HTo"
"2Ch 16:6","24","Geba","H0853","HTo"
"2Ch 16:6","27","Mizpah","H0853","HTo"
"2Ch 25:28","7","fathers","H0853","HTo"
"Mal 2:3","7","offspring","H0853","HTo"
"Mal 2:3","15","you","H0853","HTo"
"Lev 16:22","7","iniquities","H0853","HTo"
"Lev 16:22","14","goat","H0853","HTo"
"Lev 20:19","15","relative","H0853","HTo"
"Num 5:31","13","iniquity","H0853","HTo"
"Num 18:23","5","service","H0853","HTo"
"Eze 4:4","10","punishment","H0853","HTo"
"Eze 4:4","25","punishment","H0853","HTo"
"Lev 9:22","3","hands","H0853","HTo"
"Num 14:30","11","dwell","H0853","HTo"
"Num 14:30","14","except","H0853","HTo"
"Psa 106:26","9","wilderness","H0853","HTo"
"Eze 20:23","6","wilderness","H0853","HTo"
"Eze 20:23","14","among the nations","H0853","HTo"
"Eze 20:23","21","countries","H0853","HTo"
"Exo 27:21","12","Aaron","H0853","HTo"
"Exo 31:17","17","heavens","H0853","HTo"
"Exo 31:17","20","earth","H0853","HTo"
"Lev 23:14","18","offering","H0853","HTo"
"Lev 23:41","2","feast","H0853","HTo"
"Lev 23:41","15","it","H0853","HTo"
"Lev 24:3","10","Aaron","H0853","HTo"
"Psa 133:3","14","blessing","H0853","HTo"
"Psa 146:6","6","sea","H0853","HTo"
"Psa 146:6","8","all","H0853","HTo"
"Eze 43:9","3","whoring","H0853","HTo"
"Gen 43:15","7","present","H0853","HTo"
"Gen 43:15","16","Benjamin","H0853","HTo"
"Gen 47:7","3","Jacob","H0853","HTo"
"Gen 47:7","14","Pharaoh","H0853","HTo"
"Lev 9:5","3","commanded","H0853","HTo"
"Lev 14:11","7","man","H0853","HTo"
"Lev 16:7","2","two","H0853","HTo"
"Lev 16:7","8","before","H0853","HTo"
"Lev 27:8","15","priest","H0853","HTo"
"Num 3:6","2","tribe","H0853","HTo"
"Num 3:6","7","before","H0853","HTo"
"Num 3:6","13","him","H0853","HTo"
"Num 5:16","2","priest","H0853","HTo"
"Num 8:13","3","Levites","H0853","HTo"
"Num 8:13","14","wave offering","H0853","HTo"
"Num 16:9","10","congregation","H0853","HTo"
"Num 16:9","18","do","H0853","HTo"
"Num 16:9","22","service","H0853","HTo"
"Num 27:19","3","before","H0853","HTo"
"Num 27:19","18","sight","H0853","HTo"
"Num 27:22","7","took","H0853","HTo"
"Num 27:22","10","Joshua","H0853","HTo"
"Deu 24:11","16","pledge","H0853","HTo"
"Deu 27:12","5","Jordan","H0853","HTo"
"Deu 27:12","15","people","H0853","HTo"
"Jos 11:13","15","Hazor","H0853","HTo"
"1Sa 6:14","18","wood","H0853","HTo"
"1Sa 6:14","24","cows","H0853","HTo"
"1Sa 30:10","15","brook","H0853","HTo"
"2Ki 2:13","2","cloak","H0853","HTo"
"2Ki 13:6","9","Israel","H0853","HTo"
"1Ch 21:1","6","David","H0853","HTo"
"1Ch 21:1","10","Israel","H0853","HTo"
"2Ch 29:25","3","Levites","H0853","HTo"
"2Ch 30:16","18","blood","H0853","HTo"
"Neh 3:3","7","Gate","H0853","HTo"
"Est 8:4","6","scepter","H0853","HTo"
"Jer 51:50","8","Lord","H0853","HTo"
"Eze 40:3","2","there","H0853","HTo"
"Eze 46:2","18","burnt offering","H0853","HTo"
"Eze 46:2","21","peace offerings","H0853","HTo"
"Jon 1:15","2","Jonah","H0853","HTo"
"Gen 31:17","4","sons","H0853","HTo"
"Gen 31:17","7","wives","H0853","HTo"
"Gen 32:22","6","two","H0853","HTo"
"Gen 32:22","10","two","H0853","HTo"
"Gen 32:22","15","eleven","H0853","HTo"
"Gen 32:22","22","ford","H0853","HTo"
"Gen 41:30","18","land","H0853","HTo"
"Gen 43:13","3","brother","H0853","HTo"
"Num 22:21","6","donkey","H0853","HTo"
"Deu 2:13","6","brook","H0853","HTo"
"Deu 2:13","10","brook","H0853","HTo"
"Jos 8:19","22","city","H0853","HTo"
"1Sa 13:15","32","people","H0853","HTo"
"1Sa 17:52","9","Philistines","H0853","HTo"
"2Sa 14:23","7","Absalom","H0853","HTo"
"2Sa 17:22","12","Jordan","H0853","HTo"
"2Sa 17:22","26","Jordan","H0853","HTo"
"2Ki 3:24","8","Moabites","H0853","HTo"
"2Ki 3:24","18","Moabites","H0853","HTo"
"2Ki 7:7","6","tents","H0853","HTo"
"2Ki 7:7","9","horses","H0853","HTo"
"2Ki 7:7","13","donkeys","H0853","HTo"
"Ezr 3:2","18","altar","H0853","HTo"
"Job 1:20","4","robe","H0853","HTo"
"Job 1:20","8","head","H0853","HTo"
"Jer 13:4","3","loincloth","H0853","HTo"
"Jer 37:10","25","city","H0853","HTo"
"Jos 4:20","1","twelve","H0853","HTo"
"1Ki 14:14","10","house","H0853","HTo"
"2Ch 30:14","4","altars","H0853","HTo"
"2Ch 30:14","9","all","H0853","HTo"
"Est 9:29","10","gave full","H0853","HTo"
"Est 9:29","20","letter","H0853","HTo"
"Jer 30:9","2","Lord","H0853","HTo"
"Jer 30:9","6","David","H0853","HTo"
"Jer 35:16","7","command","H0853","HTo"
"1Ki 14:22","15","than","H0853","HTo"
"Num 5:25","4","grain offering","H0853","HTo"
"Num 5:25","14","grain offering","H0853","HTo"
"Num 5:25","22","altar","H0853","HTo"
"Lev 18:17","12","daughter","H0853","HTo"
"Lev 18:17","15","daughter’s","H0853","HTo"
"Eze 23:21","2","lewdness","H0853","HTo"
"Eze 23:27","6","whoring","H0853","HTo"
"Psa 121:7","9","life","H0853","HTo"
"Gen 41:4","11","seven","H0853","HTo"
"Num 20:5","15","place","H0853","HTo"
"Judg 2:11","5","evil","H0853","HTo"
"Judg 2:11","12","Baals","H0853","HTo"
"Judg 3:7","5","evil","H0853","HTo"
"Judg 3:7","11","Lord","H0853","HTo"
"Judg 3:7","17","Baals","H0853","HTo"
"Judg 3:7","20","Asheroth","H0853","HTo"
"Judg 10:6","13","Baals","H0853","HTo"
"Judg 10:6","16","Ashtaroth","H0853","HTo"
"Judg 10:6","19","gods","H0853","HTo"
"Judg 10:6","23","gods","H0853","HTo"
"Judg 10:6","27","gods","H0853","HTo"
"Judg 10:6","31","gods","H0853","HTo"
"Judg 10:6","36","gods","H0853","HTo"
"Judg 10:6","41","Lord","H0853","HTo"
"1Ki 15:26","17","Israel","H0853","HTo"
"1Ki 15:34","16","Israel","H0853","HTo"
"1Ki 16:19","24","Israel","H0853","HTo"
"1Ki 22:52","24","Israel","H0853","HTo"
"2Ki 3:2","17","pillar","H0853","HTo"
"2Ki 13:2","14","Israel","H0853","HTo"
"2Ki 13:11","16","Israel","H0853","HTo"
"2Ki 14:24","16","Israel","H0853","HTo"
"2Ki 15:9","20","Israel","H0853","HTo"
"2Ki 15:18","19","Israel","H0853","HTo"
"2Ki 15:24","15","Israel","H0853","HTo"
"2Ki 15:28","15","Israel","H0853","HTo"
"Ecc 2:12","19","what","H0853","HTo"
"Judg 9:16","10","Abimelech","H0853","HTo"
"Gen 24:48","6","Lord","H0853","HTo"
"Gen 24:48","20","daughter","H0853","HTo"
"Psa 25:5","13","wait","H0853","HTo"
"Dan 11:2","32","kingdom","H0853","HTo"
"Lev 6:2","24","neighbor","H0853","HTo"
"Lev 26:40","2","iniquity","H0853","HTo"
"Lev 26:40","5","iniquity","H0853","HTo"
"2Ch 28:19","4","Judah","H0853","HTo"
"Judg 8:12","9","two","H0853","HTo"
"Judg 8:12","13","Zebah","H0853","HTo"
"Judg 8:12","15","Zalmunna","H0853","HTo"
"1Sa 13:7","5","Jordan","H0853","HTo"
"2Sa 17:2","15","flee","H0853","HTo"
"2Sa 17:2","25","king","H0853","HTo"
"Gen 32:11","14","come","H0853","HTo"
"Psa 135:20","5","Lord","H0853","HTo"
"Psa 135:20","10","Lord","H0853","HTo"
"Gen 44:11","4","sack","H0853","HTo"
"Eze 7:18","3","horror","H0853","HTo"
"Exo 26:9","2","five","H0853","HTo"
"Exo 26:9","8","six","H0853","HTo"
"Exo 26:9","16","curtain","H0853","HTo"
"Exo 36:10","2","five","H0853","HTo"
"Exo 36:16","2","five","H0853","HTo"
"Exo 36:16","8","six","H0853","HTo"
"Eze 1:11","21","bodies","H0853","HTo"
"Pro 27:22","4","fool","H0853","HTo"
"Isa 19:13","10","Egypt","H0853","HTo"
"Ecc 4:5","4","hands","H0853","HTo"
"Ecc 4:5","9","flesh","H0853","HTo"
"Eze 45:20","16","temple","H0853","HTo"
"Exo 8:6","3","hand","H0853","HTo"
"Exo 8:6","13","land","H0853","HTo"
