cluster,verse,term,strongs,bucket,overlap,R_read,M_lexical,flagged
M02,Pro 24:1,qa.na,H7065,LOW,0.20,to be envious — the envy of evil men forbidden,"to be jealous of to be envious of to be zealous for to excite to jealous anger /// to provoke to jealous anger, cause jealousy",0
M02,Zec 1:14,qa.na,H7065,LOW,0.20,to be jealous (for) — God's intense jealousy for Jerusalem and Zion,"to be jealous of to be envious of to be zealous for to excite to jealous anger /// to provoke to jealous anger, cause jealousy",0
M02,Isa 54:9,qa.tsaph,H7107,LOW,0.20,to be wroth / displeased — the anger God swears by oath never again to direct at his people,"to be wroth, to be full of wrath, to be furious /// to provoke to wrath or anger /// to put oneself in a rage, anger oneself Aramaic equivalent: qe.tsaph (קְצַף ""be",0
M02,Num 16:46,qe.tseph,H7110A,LOW,0.20,wrath — the divine wrath gone out as a plague on the congregation,"wrath, anger of God of man",0
M02,2Ch 29:8,qe.tseph,H7110A,LOW,0.20,wrath — the wrath of the LORD that came on Judah and Jerusalem,"wrath, anger of God of man",0
M02,2Ch 32:26,qe.tseph,H7110A,LOW,0.20,wrath — the divine wrath averted by Hezekiah's humbling,"wrath, anger of God of man",0
M02,Eze 8:3,qin.ah,H7068,LOW,0.20,"jealousy — the divine jealousy the idol-image provokes (""image of jealousy"")","ardour, zeal, jealousy ardour, jealousy, jealous disposition (of husband) sexual",0
M02,Zec 8:2,qin.ah,H7068,LOW,0.20,jealousy — the great jealousy (cognate) of God for Zion,"ardour, zeal, jealousy ardour, jealousy, jealous disposition (of husband) sexual",0
M02,Num 5:15,qin.ah,H7068,LOW,0.20,jealousy — the jealousy that names and occasions the grain offering,"ardour, zeal, jealousy ardour, jealousy, jealous disposition (of husband) sexual",0
M02,Psa 69:9,qin.ah,H7068,LOW,0.20,zeal — the psalmist's consuming zeal for God's house,"ardour, zeal, jealousy ardour, jealousy, jealous disposition (of husband) sexual",0
M02,Isa 37:32,qin.ah,H7068,LOW,0.20,zeal — God's zeal that accomplishes the remnant's deliverance,"ardour, zeal, jealousy ardour, jealousy, jealous disposition (of husband) sexual",0
M02,Eze 8:5,qin.ah,H7068,LOW,0.20,"jealousy — the divine jealousy the idol-image provokes (""image of jealousy"")","ardour, zeal, jealousy ardour, jealousy, jealous disposition (of husband) sexual",0
M02,Pro 15:18,riv,H7379,LOW,0.20,strife — the strife a hot-tempered man stirs up,"strife, controversy, dispute strife, quarrel dispute, controversy, case at law",0
M02,Pro 17:1,riv,H7379,LOW,0.20,strife — the strife that spoils a house full of feasting,"strife, controversy, dispute strife, quarrel dispute, controversy, case at law",0
M02,Hab 1:3,riv,H7379,LOW,0.20,strife — the strife rampant in the land that the prophet laments,"strife, controversy, dispute strife, quarrel dispute, controversy, case at law",0
M02,Judg 12:2,riv,H7379,LOW,0.20,dispute / conflict — Jephthah's great dispute with the Ammonites,"strife, controversy, dispute strife, quarrel dispute, controversy, case at law",0
M02,Pro 17:14,riv,H7379,LOW,0.20,strife / quarrel — the quarrel best abandoned before it bursts forth like released water,"strife, controversy, dispute strife, quarrel dispute, controversy, case at law",0
M02,Pro 20:3,riv,H7379,LOW,0.20,strife — the strife it is an honour for a man to keep aloof from,"strife, controversy, dispute strife, quarrel dispute, controversy, case at law",0
M02,2Sa 20:15,tsur,H6696B,LOW,0.20,to besiege / show hostility — Joab's siege of Abel of Beth-maacah to take Sheba," /// to show hostility to, be an adversary, treat as foe",0
M02,Deu 14:25,tsur,H6696B,LOW,0.20,"to bind up (money) — HOMONYM, not the M02 hostility sense"," /// to show hostility to, be an adversary, treat as foe",0
M02,Eze 4:3,tsur,H6696B,LOW,0.20,to press the siege / show hostility — Ezekiel's sign-act of besieging the model city," /// to show hostility to, be an adversary, treat as foe",0
M02,Eze 5:3,tsur,H6696B,LOW,0.20,"to bind (in the robe) — HOMONYM, not the M02 hostility sense"," /// to show hostility to, be an adversary, treat as foe",0
M02,Zep 3:8,za.am,H2195,LOW,0.20,indignation — God's indignation poured out on the gathered nations,"anger, indignation",0
M02,Nah 1:6,za.am,H2195,LOW,0.20,indignation — God's indignation none can stand before,"anger, indignation",0
M02,Psa 69:24,za.am,H2195,LOW,0.20,indignation — the divine indignation the psalmist invokes on his persecutors,"anger, indignation",0
M02,Psa 78:49,za.am,H2195,LOW,0.20,indignation — the divine indignation loosed on Egypt in the plagues,"anger, indignation",0
M02,Psa 102:10,za.am,H2195,LOW,0.20,indignation — God's indignation under which the sufferer feels crushed,"anger, indignation",0
M02,Gen 40:6,za.aph,H2196,LOW,0.20,"to be troubled / dejected — the cupbearer and baker's troubled, vexed dejection","to appear perplexed, appear troubled to be sad-looking",0
M02,2Ch 16:10,za.aph,H2197,LOW,0.20,rage — Asa's rage at the seer who rebuked him,"rage, raging, storming, indignation",0
M02,Mic 7:9,za.aph,H2197,LOW,0.20,indignation — the LORD's indignation that Micah bears for his sin,"rage, raging, storming, indignation",0
M02,1Ki 20:43,za.eph,H2198,LOW,0.20,vexed / sullen-angry — the king of Israel's resentful displeasure at the prophet's word of judgment,"angry, raging, out of humour, vexed",0
M03,1Sa 1:7,ba.khah,H1058,LOW,0.20,to weep — Hannah's weeping under Peninnah's provocation,"participle lamenting bewailing /// to weep (in grief, humiliation, or joy) to weep bitterly (with cognate acc.) to",0
M03,Job 7:11,mar,H4751,LOW,0.20,bitterness (of soul) — emotional/spiritual anguish,"adj 1) bitter, bitterness 1a) of water or food 1b) of harlot's end, end of wicke",0
M03,Mic 2:3,ra.ah,H7451C,LOW,0.20,disaster/calamity as divinely devised harm,": harm 1) evil, misery, distress, injury 1a) evil, misery, distress 1b) evil, in",0
M04,Rev 7:12,eucharistia,G2169,LOW,0.20,"thanksgiving, the act of giving thanks (offered to God)","expression of thanks, thanksgiving, gratitude thankfulness gratitude, thankfulne",0
M04,Hos 10:5,gil_verb,H1523,LOW,0.20,"to rejoice, exult (over the idol and its glory — in the past)",to rejoice to tremble (from fear),0
M04,Psa 94:19,sha.a,H8173B,LOW,0.20,"to delight, cheer, bring inner pleasure","to sport, take delight in (Pilpel) to sport, delight in, take delight in, deligh",0
M04,Est 2:9,tov,H2896A,LOW,0.20,"good, best (of the harem — the best place assigned to her)","adj 1) good, pleasant, agreeable 1a) pleasant, agreeable (to the senses) 1b) ple",0
M04,Pro 12:25,tov,H2896A,LOW,0.20,"good, kind, benign (of a word spoken)","adj 1) good, pleasant, agreeable 1a) pleasant, agreeable (to the senses) 1b) ple",0
M04,Pro 19:2,tov,H2896A,LOW,0.20,good (what eagerness without knowledge fails to be),"adj 1) good, pleasant, agreeable 1a) pleasant, agreeable (to the senses) 1b) ple",0
M04,Gen 2:18,tov,H2896A,LOW,0.20,"not good, morally/evaluatively negative (negated quality — ""it is not good"")","adj 1) good, pleasant, agreeable 1a) pleasant, agreeable (to the senses) 1b) ple",0
M05,Eph 5:33,agapaō,G0025,LOW,0.20,"to love actively, with generous self-giving concern — a husband directed toward his wife","to love; in the NT usually the active love of God for his Son and his people, an",0
M05,1Pe 2:17,agapaō,G0025,LOW,0.20,"to love — active, generous, faithful concern and esteem directed toward the Christian brotherhood","to love; in the NT usually the active love of God for his Son and his people, an",0
M05,1Pe 2:18,agathos,G0018,LOW,0.20,"good (morally upright, beneficent masters)","goodness, good thing, one who does good",0
M05,Eph 4:29,agathos,G0018,LOW,0.20,"good, beneficial (speech that is wholesome and constructive)","goodness, good thing, one who does good",0
M05,Rom 16:19,agathos,G0018,LOW,0.20,what is good (the moral domain in which wisdom is to operate),"goodness, good thing, one who does good",0
M05,2Sa 3:8,che.sed,H2617B,LOW,0.20,"[OT-DBR ARTIFACT] — the word is che.sed ""steadfast love,"" not the homonym ""reproach/shame""","a reproach, shame",0
M05,Eph 3:10,ekklēsia,G1577,LOW,0.20,"the church as a totality, the unified body of believers","church, congregation, assembly; a group of people gathered together. It can refe",0
M05,2Cor 1:12,haplotēs,G0572,LOW,0.20,sincerity/singleness of purpose and motivation in conduct,"Formally ""the quality of singleness,"" translated ""generosity,"" the state of givi",0
M05,Isa 63:15,ra.cha.mim,H7356B,LOW,0.20,compassion — God's compassion the prophet laments as withheld,"compassion Aramaic equivalent: re.chem (רַחֲמִין ""compassion"" H7359)",0
M05,Deu 13:17,ra.cha.mim,H7356B,LOW,0.20,compassion — God's compassion that replaces fierce anger,"compassion Aramaic equivalent: re.chem (רַחֲמִין ""compassion"" H7359)",0
M05,Zec 1:12,ra.cham,H7355,LOW,0.20,to have mercy / compassion — the divine compassion withheld from Jerusalem,"to be shown compassion, be compassionate /// to have compassion, be compassionate of God, man /// to love",0
M06,Isa 13:9,akh.za.ri,H0394,LOW,0.20,cruel (characterizing the quality of the coming day),cruel,0
M06,Est 1:18,biz.za.von,H0963,LOW,0.20,contempt — the wives' contempt for their husbands the courtiers foresee,contempt,0
M06,Deu 32:19,na.ats,H5006,LOW,0.20,to spurn / despise — God spurning Israel for their provocation," /// to spurn to cause to contemn /// to spurn, contemn",0
M06,Exo 18:21,sa.ne,H8130,LOW,0.20,to hate — strong moral aversion to bribes,"hater (participle) of persons, nations, God, wisdom Aramaic equivalent: se.ne (ש /// to be hated /// to hate of man of God hater, one hating, enemy (participle) (subst)",0
M06,Pro 28:16,sa.ne,H8130,LOW,0.20,"to hate, actively detest (unjust gain)","hater (participle) of persons, nations, God, wisdom Aramaic equivalent: se.ne (ש /// to be hated /// to hate of man of God hater, one hating, enemy (participle) (subst)",0
M06,Pro 9:8,sa.ne,H8130,LOW,0.20,to hate (relational hatred directed at the reprover),"hater (participle) of persons, nations, God, wisdom Aramaic equivalent: se.ne (ש /// to be hated /// to hate of man of God hater, one hating, enemy (participle) (subst)",0
M06,2Ch 19:2,sa.ne,H8130,LOW,0.20,"to hate — those who hate the LORD, whom Jehoshaphat wrongly loved","hater (participle) of persons, nations, God, wisdom Aramaic equivalent: se.ne (ש /// to be hated /// to hate of man of God hater, one hating, enemy (participle) (subst)",0
M07,Pro 17:2,bosh,H0954,LOW,0.20,acting shamefully / behaving in a disgraceful manner," /// to delay (in shame) /// to feel shame to be ashamed, disconcerted, disappointed (by reason of) /// to put to shame to act shamefully to be ashamed (Hithpolel) to be ashamed before",0
M08,Psa 10:2,ga.a.vah,H1346,LOW,0.20,"pride, arrogance (as the motivating condition of the wicked)","pride, majesty, a rising up a rising up, swelling (of the sea) majesty (of Israe",0
M08,2Ch 32:25,ga.vah,H1361,LOW,0.20,"to be high / proud — Hezekiah's proud, ungrateful heart","to be high, lofty, tall to be exalted to be lofty to be lofty (of Jehovah's ways /// to make high, exalt",0
M08,2Ch 32:26,go.vah,H1363,LOW,0.20,pride / height — the pride of heart Hezekiah humbled,"height, exaltation height exaltation, grandeur haughtiness",0
M08,Num 18:30,rum,H7311A,LOW,0.20,to lift up / offer (the best portion as a contribution)," /// to be high, be set on high to be raised, be uplifted, be exalted to be lifted, r /// to be taken off, be abolished (Hithpolel) to exalt oneself, magnify oneself Aram /// to raise, lift, lift up, take up, set up, erect, exalt, set on high to lift up (",0
M08,1Ti 6:4,tufoō,G5187,LOW,0.20,to be puffed up / conceited — the false teacher demented with conceit,"(passive) to be or become conceited, implying foolishness to besmoke;, metaphori",0
M10,Isa 53:11,a.von,H5771G,LOW,0.20,iniquities (borne by the servant on behalf of others),": crime 1) perversity, depravity, iniquity, guilt or punishment of iniquity 1a)",0
M10,2Ch 28:13,ash.mah,H0819,LOW,0.20,guilt — the further guilt keeping the captives would incur,"guiltiness, guilt, offense, sin, wrong-doing doing wrong, committing a trespass",0
M10,2Ch 24:18,ash.mah,H0819,LOW,0.20,guilt — the guilt of idolatry that drew divine wrath,"guiltiness, guilt, offense, sin, wrong-doing doing wrong, committing a trespass",0
M10,Col 3:8,blasfēmia,G0988,LOW,0.20,slander — reviling speech to be put away,"blasphemy, slander, malicious talk slander, railing, reproach, malicious talk Mt",0
M10,Psa 4:4,cha.ta,H2398,LOW,0.20,"to sin, go wrong morally — the action to be avoided"," /// to bear loss to make a sin-offering to purify from sin to purify from uncleannes /// to miss oneself, lose oneself, wander from the way to purify oneself from unclea /// to miss the mark to induce to sin, cause to sin to bring into guilt or condemnat /// to miss to sin, miss the goal or path of right and duty to incur guilt, incur pe",0
M10,Ecc 9:2,cha.ta,H2398,LOW,0.20,sinner — one who characteristically misses the moral way," /// to bear loss to make a sin-offering to purify from sin to purify from uncleannes /// to miss oneself, lose oneself, wander from the way to purify oneself from unclea /// to miss the mark to induce to sin, cause to sin to bring into guilt or condemnat /// to miss to sin, miss the goal or path of right and duty to incur guilt, incur pe",0
M10,Num 16:22,cha.ta,H2398,LOW,0.20,"to sin — the sin of ""one man"" (Korah) for which the congregation might be judged"," /// to bear loss to make a sin-offering to purify from sin to purify from uncleannes /// to miss oneself, lose oneself, wander from the way to purify oneself from unclea /// to miss the mark to induce to sin, cause to sin to bring into guilt or condemnat /// to miss to sin, miss the goal or path of right and duty to incur guilt, incur pe",0
M10,Isa 64:5,cha.ta,H2398,LOW,0.20,to sin — the people's persistent corporate sinning," /// to bear loss to make a sin-offering to purify from sin to purify from uncleannes /// to miss oneself, lose oneself, wander from the way to purify oneself from unclea /// to miss the mark to induce to sin, cause to sin to bring into guilt or condemnat /// to miss to sin, miss the goal or path of right and duty to incur guilt, incur pe",0
M10,Rom 6:16,hamartia,G0266,LOW,0.20,sin as a personified ruling power to which one can be enslaved,"sin, wrongdoing; usually any act contrary to the will and law of God error; offe",0
M10,Rom 7:14,hamartia,G0266,LOW,0.20,"sin as an enslaving power — the person is ""sold under"" it","sin, wrongdoing; usually any act contrary to the will and law of God error; offe",0
M10,Rom 4:15,parabasis,G3847,LOW,0.20,transgression — the law-defined transgression through which the law brings wrath,"transgression, breaking, violation a stepping by the side, deviation; a transgre",0
M10,Pro 19:11,pe.sha,H6588,LOW,0.20,"transgression, offense (committed by another, to be overlooked)","transgression, rebellion transgression (against individuals) transgression (nati",0
M10,Pro 29:22,pe.sha,H6588,LOW,0.20,transgression — the abounding transgression the wrathful man causes,"transgression, rebellion transgression (against individuals) transgression (nati",0
M10,Pro 8:13,tah.pu.khah,H8419,LOW,0.20,"perversity, perverted speech — moral distortion in words","perversity, perverse thing",0
M10b,Rom 1:29,adikia,G0093,LOW,0.20,unrighteousness — the comprehensive wrongdoing filling them,"wickedness, evil, wrongdoing injustice, wrong; iniquity, falsehood, deceitfulnes",0
M10b,Eph 4:31,kakia,G2549,LOW,0.20,malice — malignity and ill-will to be put away,"evil, wickedness, depravity, malice; in some contexts an ""evil"" situation means",0
M10b,Col 3:8,kakia,G2549,LOW,0.20,malice — malignity and ill-will to be put away,"evil, wickedness, depravity, malice; in some contexts an ""evil"" situation means",0
M10b,1Ti 6:4,ponēros,G4190,LOW,0.20,evil — the evil suspicions bred by the controversialist's craving,"bad, the negative quality of an object; evil, wicked, crime, the negative moral",0
M10b,2Ch 19:2,ra.sha,H7563,LOW,0.20,the wicked — the wicked (Ahab) Jehoshaphat wrongly helped,"wicked, criminal guilty one, one guilty of crime (subst) wicked (hostile to God)",0
M10b,Jer 25:31,ra.sha,H7563,LOW,0.20,the wicked — the wicked whom the LORD gives to the sword in his judgment,"wicked, criminal guilty one, one guilty of crime (subst) wicked (hostile to God)",0
M10b,Eze 7:8,to.e.vah,H8441,LOW,0.20,abominations — the detestable sins for which God punishes,"a disgusting thing, abomination, abominable in ritual sense (of unclean food, id",0
M10c,Eze 36:18,ta.me,H2930A,LOW,0.20,to defile — Israel's defiling of the land with idols and blood," /// to be defiled /// to be or become unclean sexually religiously ceremonially /// to be unclean (Hothpael) to be defiled /// to defile oneself, be defiled sexually by idolatry ceremonially to be regarded a /// to defile sexually religiously ceremonially to pronounce unclean, declare unclea",0
M12,1Cor 15:54,aftharsia,G0861,LOW,0.20,"immortality / imperishableness (the state of being incapable of decay or death, here applied to the mortal putting on immortality)","imperishableness, immortality incorruptibility, imperishableness 1Cor. 15:42, 53",0
M12,Eze 24:13,ta.her,H2891,LOW,0.20,to cleanse — God's offered cleansing that Jerusalem refused,"to be clean (physically-of disease) to be clean ceremonially to purify, be clean /// to cleanse, purify physically ceremonially morally to pronounce clean to perform /// to purify oneself ceremonially morally to present oneself for purification",0
M12,Jos 24:14,ta.mim,H8549H,LOW,0.20,"wholeness, sincerity, integrity (in service to God)",": blameless 1) complete, whole, entire, sound 1a) complete, whole, entire 1b) wh",0
M13,Hos 5:9,a.man,H0539,LOW,0.20,confirmed as sure/certain (what is declared is reliable),"to be established, be faithful, be carried, make firm to be carried by a nurse m /// to stand firm, to trust, to be certain, to believe in stand firm trust, believe",0
M13,2Cor 4:2,alētheia,G0225,LOW,0.20,"truth, the open declaration of what is real and genuine","truth, truthfulness; corresponding to reality truth, Mk. 5:33; love of truth, si",0
M13,Eph 1:13,alētheia,G0225,LOW,0.20,divine truth characterizing the gospel message,"truth, truthfulness; corresponding to reality truth, Mk. 5:33; love of truth, si",0
M13,Rom 1:18,alētheia,G0225,LOW,0.20,truth — the divine truth humans suppress by their unrighteousness,"truth, truthfulness; corresponding to reality truth, Mk. 5:33; love of truth, si",0
M13,Neh 7:2,e.met,H0571G,LOW,0.20,"faithfulness, reliability — Hananiah is described as a more faithful man than many, alongside being God-fearing",": faithful 1) firmness, faithfulness, truth 1a) sureness, reliability 1b) stabil",0
M13,2Ki 12:15,e.mu.nah,H0530,LOW,0.20,faithfulness / fidelity / trustworthiness (of the workmen overseers),"firmness, fidelity, steadfastness, steadiness",0
M13,2Ki 22:7,e.mu.nah,H0530,LOW,0.20,"fidelity, trustworthiness in handling entrusted resources","firmness, fidelity, steadfastness, steadiness",0
M13,Rev 2:10,pistos,G4103,LOW,0.20,"faithful, loyal, steadfastly reliable — a quality of persevering allegiance demanded under mortal pressure","faithful, trustworthy, reliable, believing faithful, true, trusty, reliable, tru",0
M13,Job 31:6,tum.mah,H8538,LOW,0.20,integrity (moral wholeness/blamelessness of character),integrity,0
M14,Pro 14:2,luz,H3868,LOW,0.20,"(Niphal) to be devious, to turn aside in one's ways","to be lost from view to become devious /// to go wrong, go crooked devious, perverse (participle)",0
M14,Pro 15:22,ma.cha.sha.vah,H4284,LOW,0.20,"plans, devices, purposes — the inner cognitive designs that succeed or fail depending on counsel","thought, device thought device, plan, purpose invention",0
M14,Job 21:27,ma.cha.sha.vah,H4284,LOW,0.20,thoughts — inner cognitive deliberations of the adversaries,"thought, device thought device, plan, purpose invention",0
M14,Jer 23:20,me.zim.mah,H4209,LOW,0.20,purposed intentions/plans (of God's heart),"purpose, discretion, device, plot purpose discretion devices (evil)",0
M14,Pro 14:8,mir.mah,H4820,LOW,0.20,"deceit, deception — the folly of fools is (or produces) deception","deceit, treachery",0
M14,Zec 8:17,she.qer,H8267,LOW,0.20,false oath / falsehood (what the people are commanded not to love),"lie, deception, disappointment, falsehood deception (what deceives or disappoint",0
M14,Judg 9:31,tor.mah,H8649A,LOW,0.20,"in treachery / secretly — Zebul's secret, treacherous message to Abimelech","in treachery, treacherously",0
M16,Job 5:2,e.vil,H0191,LOW,0.20,fool — the foolish person whom vexation kills,"be foolish, foolish (subst) of one who despises wisdom of one who mocks when gui",0
M16,Pro 12:23,iv.ve.let,H0200,LOW,0.20,folly (the content proclaimed by the fool's heart),"foolishness, folly",0
M16,1Cor 1:21,mōria,G3472,LOW,0.20,foolishness (the apparent absurdity of the gospel proclamation),"foolishness, 1Cor. 1:18, 21, 23; 2:14; 3:19*",0
M16,Mat 25:2,mōros,G3474,LOW,0.20,"foolish, lacking practical wisdom and foresight","primarily dull; foolish, Mt. 7:26; 23:17; 25:2f., 8; 1Cor. 1:25, 27; 3:18; 4:10;",0
M17,Jer 18:18,e.tsah,H6098,LOW,0.20,counsel — the authoritative guidance issuing from the wise,"counsel, advice, purpose",0
M17,Mic 6:16,mo.e.tsah,H4156,LOW,0.20,"counsels / plans (of the house of Ahab, walked in)","counsel, plan, principal, device",0
M17,Jer 6:11,sod,H5475,LOW,0.20,assembly / gathering — the gathered company of young men,"council, counsel, assembly council (of familiar conversation) divan, circle (of",0
M18,1Pe 3:15,elpis,G1680,LOW,0.20,"hope (as an inner confident expectation residing in believers, for which they must be ready to give an account)","hope, expectation primarily expectation; hope, Acts 24:15; Rom. 5:4; metonymy th",0
M18,Job 15:23,na.dad,H5074,LOW,0.20,to wander abroad (in desperate search for food)," /// to be chased away (Hithpolel) to flee away Aramaic equivalent: ne.dad (נְדַד ""to /// to chase away /// to retreat, flee to flee, depart to wander, stray to flutter (of birds) (Poal) t",0
M18,Psa 147:11,ya.chal,H3176H,LOW,0.20,"to hope for, wait for — an active, sustained expectation directed toward God's steadfast love","1b1) to wait, await, tarry 1b2) to wait for, hope for 1c) /// to wait 1b) /// to wait, tarry, wait for, hope for",0
M19,Pro 29:25,ba.tach,H0982,LOW,0.20,to trust in the Lord (as the corrective to fear of man)," /// to cause to trust, make secure (TWOT) to feel safe, be careless /// to trust, trust in to have confidence, be confident to be bold to be secure",0
M20,Dan 11:30,ka.eh,H3512B,LOW,0.20,to be cowed (Niphal: state of being intimidated/humiliated),be cowed,0
M21,Act 10:2,deomai,G1189,LOW,0.20,"to pray, offer prayer to God continually","to pray; ask, beg, plead to be in want, to need; to ask, request, Mt. 9:38; Lk.",0
M22,Rom 9:1,hagios,G0040G,LOW,0.20,"holy — predicated of the Spirit (""the Holy Spirit"") in whom the conscience witnesses","holy holy, sacred, pure persons",0
M22,Pro 3:35,ka.vod,H3519,LOW,0.20,"honor, splendor (social and moral esteem)","glory, honour, glorious, abundance abundance, riches honour, splendour, glory ho",0
M22,Pro 20:3,ka.vod,H3519,LOW,0.20,honour — the honour that belongs to the man who avoids strife,"glory, honour, glorious, abundance abundance, riches honour, splendour, glory ho",0
M22,Psa 41:1,miz.mor,H4210,LOW,0.20,"psalm, a musical/poetic composition for worship","melody, psalm",0
M23,Amo 5:12,a.tsum,H6099,LOW,0.20,"numerous, many (describing the quantity of sins)","mighty, vast, numerous mighty, strong (in number) numerous, countless",0
M23,Isa 41:10,am.mits,H0553,LOW,0.20,to strengthen (God strengthening the addressee — Piel perfect 1cs),"to be determined, to make oneself alert, strengthen oneself, confirm oneself, pe /// to be strong, brave, bold /// to exhibit strength, be strong, feel strong /// to strengthen, secure (for oneself), harden (heart), make firm, make obstinate,",0
M23,2Ti 1:7,dunamis,G1411,LOW,0.20,"power, inner energy and ability — the enabling force that characterises the God-given spirit","power, ability; miracle; ruler, an extended meaning of a person or supernatural",0
M23,1Cor 2:5,dunamis,G1411,LOW,0.20,God's power as the proper ground of faith,"power, ability; miracle; ruler, an extended meaning of a person or supernatural",0
M23,Rev 5:12,dunamis,G1411,LOW,0.20,power (ascribed to the Lamb as worthy to receive it),"power, ability; miracle; ruler, an extended meaning of a person or supernatural",0
M23,Pro 13:15,e.tan,H0386,LOW,0.20,"permanent, enduring (describing the ruin of the treacherous)","perpetual, constant, perennial, ever-flowing ever-flowing (of a stream) permanen",0
M23,Mat 14:5,echō,G2192,LOW,0.20,"to hold, esteem, regard (John as a prophet)","(tr.) to have, hold, keep; (intr.) to be pluperfect., ἐσχήκειν, to hold, Rev. 1:",0
M23,Mat 21:26,echō,G2192,LOW,0.20,"to hold, esteem, regard (John as a prophet)","(tr.) to have, hold, keep; (intr.) to be pluperfect., ἐσχήκειν, to hold, Rev. 1:",0
M23,Mat 21:46,echō,G2192,LOW,0.20,"to hold, esteem, regard (him as a prophet)","(tr.) to have, hold, keep; (intr.) to be pluperfect., ἐσχήκειν, to hold, Rev. 1:",0
M23,Rev 5:12,ischus,G2479,LOW,0.20,"might, strength (ascribed to the Lamb as worthy to receive it)","strength, power strength, might, power, Rev. 18:2; Eph. 1:19; faculty, ability,",0
M23,Rev 7:12,ischus,G2479,LOW,0.20,"might, strength (ascribed to God in doxological acclamation)","strength, power strength, might, power, Rev. 18:2; Eph. 1:19; faculty, ability,",0
M23,1Sa 28:20,ko.ach,H3581B,LOW,0.20,bodily strength — physical force and vitality,"strength, power, might human strength strength (of angels) power (of God) streng",0
M23,Col 3:22,kurios,G2962H,LOW,0.20,the Lord Jesus Christ — the divine master before whom bondservants are to walk in reverential fear,"lord, master. This can be a title of address to a person of higher status, ""lord",0
M23,Ecc 5:17,ra.vah,H7235A,LOW,0.20,much / abundant — the heaped abundance of the man's vexation,"to become many, become numerous, multiply (of people, animals, things) to be or /// to make much, make many, have many to multiply, increase to make much to do, do",0
M23,Eze 16:26,ra.vah,H7235A,LOW,0.20,"to multiply — Israel multiplying her whoring, aggravating her provocation","to become many, become numerous, multiply (of people, animals, things) to be or /// to make much, make many, have many to multiply, increase to make much to do, do",0
M23,Jer 20:11,ya.khol,H3201,LOW,0.20,"to prevail, overcome, be able — negated: the persecutors will not overcome","to be able, be able to gain or accomplish, be able to endure, be able to reach t",0
M23,Hos 8:5,ya.khol,H3201,LOW,0.20,to be able — Israel's incapacity to attain innocence,"to be able, be able to gain or accomplish, be able to endure, be able to reach t",0
M24,2Cor 12:10,astheneō,G0770G,LOW,0.20,"to be weak, afflicted, in a state of frailty or distress","to be weak, ill to be weak, infirm, deficient in strength; to be inefficient, Ro",0
M24,Rom 14:1,astheneō,G0770G,LOW,0.20,"to be weak in faith — to doubt, hesitate, be unsettled","to be weak, ill to be weak, infirm, deficient in strength; to be inefficient, Ro",0
M24,Jer 6:11,la.ah,H3811,LOW,0.20,to be weary — the prophet wearied with restraining the wrath,"to be tired of something, weary oneself /// to be weary, be impatient /// to weary, make weary, exhaust",0
M24,Jer 49:24,ra.phah,H7503,LOW,0.20,to sink down / become feeble (she has become feeble / disheartened),"idle (participle) /// to let drop /// to let drop, abandon, relax, refrain, forsake to let go to refrain, let alone to /// to show oneself slack /// to sink down to sink, drop to sink, relax, abate to relax, withdraw",0
M24,1Th 3:7,thlipsis,G2347,LOW,0.20,"distressing circumstances, affliction of mind and situation","trouble, distress, oppression, tribulation pressure primarily pressure, compress",0
M25,1Ki 8:40,chay,H2416B,LOW,0.20,kinsfolk (not an inner-life term in this verse),kinsfolk,0
M25,Eze 32:23,chay,H2416B,LOW,0.20,kinsfolk (company/people around the grave),kinsfolk,0
M25,Eze 32:24,chay,H2416B,LOW,0.20,kinsfolk (Elam's company around the grave),kinsfolk,0
M25,Eze 32:27,chay,H2416B,LOW,0.20,kinsfolk (the mighty/fallen warriors of the uncircumcised),kinsfolk,0
M25,Eze 32:32,chay,H2416B,LOW,0.20,"kinsfolk (those living together, community of living beings)",kinsfolk,0
M25,Deu 31:13,chay,H2416B,LOW,0.20,kinsfolk — living people (those alive in the community),kinsfolk,0
M25,Deu 4:10,chay,H2416B,LOW,0.20,kinsfolk (those sharing communal kinship bonds),kinsfolk,0
M25,Psa 58:9,chay,H2416B,LOW,0.20,kinsfolk (living community/group of persons),kinsfolk,0
M25,Isa 38:19,chay,H2416B,LOW,0.20,"kinsfolk — the living community, those alive and present",kinsfolk,0
M25,Job 28:13,chay,H2416B,LOW,0.20,kinsfolk (living people as a human community),kinsfolk,0
M25,Deu 31:27,chay,H2416B,LOW,0.20,"kinsfolk (living community, social group)",kinsfolk,0
M25,Ecc 9:5,chay,H2416B,LOW,0.20,kinsfolk (living persons as a social group),kinsfolk,0
M25,Jos 3:10,chay,H2416B,LOW,0.20,kinsfolk (community sense — related group),kinsfolk,0
M25,Jer 10:10,chay,H2416A,LOW,0.20,"living — the living God, distinguished from dead idols","adj 1) living, alive 1a) green (of vegetation) 1b) flowing, fresh (of water) 1c)",0
M26,Act 10:22,dikaios,G1342,LOW,0.20,"upright, just — moral integrity in conduct","right, righteous, upright; in the NT this refers to God’s proper standards and a",0
M26,Psa 14:5,tsad.diq,H6662,LOW,0.20,righteous — moral quality of those with whom God is present,"just, lawful, righteous just, righteous (in government) just, right (in one's ca",0
