family,cluster,strong,stepGloss
authority-dominion-rule,M23,H7989,domineering
authority-dominion-rule,M23,H7990,ruling
authority-dominion-rule,M23,H8323A,to rule
kindness-gentleness-friendship,M04,H2868,be good
kindness-gentleness-friendship,M05,G0014,to do good
kindness-gentleness-friendship,M05,G0015,to do good
kindness-gentleness-friendship,M05,G0016,doing good
kindness-gentleness-friendship,M05,G0017,doing good
kindness-gentleness-friendship,M05,G0018,good
kindness-gentleness-friendship,M05,G0420,not resentful
kindness-gentleness-friendship,M05,G0463,tolerance
kindness-gentleness-friendship,M05,G0527,tender
kindness-gentleness-friendship,M05,G0572,openness
kindness-gentleness-friendship,M05,G1085H,family: kind
kindness-gentleness-friendship,M05,G1652,pitiful
kindness-gentleness-friendship,M05,G1654,charity
kindness-gentleness-friendship,M05,G1932,gentleness
kindness-gentleness-friendship,M05,G1933,gentle
kindness-gentleness-friendship,M05,G2083,friend
kindness-gentleness-friendship,M05,G2108,good deed
kindness-gentleness-friendship,M05,G2109,to do good
kindness-gentleness-friendship,M05,G2140,doing good
kindness-gentleness-friendship,M05,G2152,pious
kindness-gentleness-friendship,M05,G2261,gentle
kindness-gentleness-friendship,M05,G2282,to care for
kindness-gentleness-friendship,M05,G2473,like-minded
kindness-gentleness-friendship,M05,G2566,good
kindness-gentleness-friendship,M05,G2569,to do good
kindness-gentleness-friendship,M05,G2570G,good
kindness-gentleness-friendship,M05,G2643,reconciliation
kindness-gentleness-friendship,M05,G3675,like-minded
kindness-gentleness-friendship,M05,G4217,of what kind?
kindness-gentleness-friendship,M05,G4235,gentle
kindness-gentleness-friendship,M05,G4236,gentleness
kindness-gentleness-friendship,M05,G4239,gentle
kindness-gentleness-friendship,M05,G4240,gentleness
kindness-gentleness-friendship,M05,G4306,to care for
kindness-gentleness-friendship,M05,G4834,to sympathize
kindness-gentleness-friendship,M05,G4835,sympathetic
kindness-gentleness-friendship,M05,G5363,benevolence
kindness-gentleness-friendship,M05,G5373,friendship
kindness-gentleness-friendship,M05,G5381,hospitality
kindness-gentleness-friendship,M05,G5382,hospitable
kindness-gentleness-friendship,M05,G5384,friendly/friend
kindness-gentleness-friendship,M05,G5391,friendly
kindness-gentleness-friendship,M05,G5541,be kind
kindness-gentleness-friendship,M05,G5543,good/kind
kindness-gentleness-friendship,M05,G6073,gentleness
kindness-gentleness-friendship,M05,G6107,to do good
kindness-gentleness-friendship,M05,G7527,good news
kindness-gentleness-friendship,M05,G7548,to have good vine branches
kindness-gentleness-friendship,M05,G7559,good-looking
kindness-gentleness-friendship,M05,G8922,kind
kindness-gentleness-friendship,M05,H1309,good news
kindness-gentleness-friendship,M05,H2177,kind
kindness-gentleness-friendship,M05,H2178,kind
kindness-gentleness-friendship,M05,H2616A,be kind
kindness-gentleness-friendship,M05,H2623,pious
kindness-gentleness-friendship,M05,H2896B,good
kindness-gentleness-friendship,M05,H2949,tender care
kindness-gentleness-friendship,M05,H6037,gentleness
kindness-gentleness-friendship,M05,H6038,gentleness
kindness-gentleness-friendship,M05,H7390,tender
kindness-gentleness-friendship,M05,H7391,tenderness
kindness-gentleness-friendship,M05,H7401,be tender
kindness-gentleness-friendship,M05,H7463,friend
kindness-gentleness-friendship,M06,G0865,hating good
kindness-gentleness-friendship,M09,G3356,be gentle
kindness-gentleness-friendship,M09,G8878,gentle-minded
kindness-gentleness-friendship,M11,G0604,to reconcile
kindness-gentleness-friendship,M11,G2132,to reconcile
kindness-gentleness-friendship,M11,G2644,to reconcile
kindness-gentleness-friendship,M22,G2162,good report
kindness-gentleness-friendship,M33,G1259,be reconciled
kindness-gentleness-friendship,M39,H3190,be good
kindness-gentleness-friendship,M39,H3191,be good
encouragement-edification,M05,G2026,to build up/upon
encouragement-edification,M05,G3618,to build
encouragement-edification,M05,G3619,building
encouragement-edification,M05,G3874,encouragement
encouragement-edification,M05,G3888,to encourage
encouragement-edification,M05,G4389,to encourage
encouragement-edification,M05,G4837,to encourage
encouragement-edification,M05,H3823A,to encourage
sickness-weakness-infirmity,M03,H0535,to weaken
sickness-weakness-infirmity,M24,G0376,crippled
sickness-weakness-infirmity,M24,G0769G,weakness: weak
sickness-weakness-infirmity,M24,G0769H,weakness: ill
sickness-weakness-infirmity,M24,G0770G,be weak: weak
sickness-weakness-infirmity,M24,G0770H,be weak: ill
sickness-weakness-infirmity,M24,G0771,weakness
sickness-weakness-infirmity,M24,G0772G,weak
sickness-weakness-infirmity,M24,G0772H,weak: ill
sickness-weakness-infirmity,M24,G1133,weak-willed woman
sickness-weakness-infirmity,M24,G2948,crippled
sickness-weakness-infirmity,M24,G3552,be sick
sickness-weakness-infirmity,M24,G3554,illness
sickness-weakness-infirmity,M24,G5185,blind
sickness-weakness-infirmity,M24,G5186,to blind
sickness-weakness-infirmity,M24,G6103,incurable
sickness-weakness-infirmity,M24,G6345,incurable
sickness-weakness-infirmity,M24,G6542,be ill
sickness-weakness-infirmity,M24,G7167,to make blind
sickness-weakness-infirmity,M24,G7735,weak voiced
sickness-weakness-infirmity,M24,G8242,be infirm
sickness-weakness-infirmity,M24,H0536,weak
sickness-weakness-infirmity,M24,H0537,weak
sickness-weakness-infirmity,M24,H0605,be incurable
sickness-weakness-infirmity,M24,H1738,be sick
sickness-weakness-infirmity,M24,H1739,sick
sickness-weakness-infirmity,M24,H1741,illness
sickness-weakness-infirmity,M24,H2456,be sick
sickness-weakness-infirmity,M24,H2470A,be weak: weak
sickness-weakness-infirmity,M24,H2470H,be weak: ill
sickness-weakness-infirmity,M24,H2476,weakness
sickness-weakness-infirmity,M24,H2483,sickness
sickness-weakness-infirmity,M24,H2522,to weaken
sickness-weakness-infirmity,M24,H2523,weak
sickness-weakness-infirmity,M24,H3415,be ill
sickness-weakness-infirmity,M24,H4064,disease
sickness-weakness-infirmity,M24,H4816,weakness
sickness-weakness-infirmity,M24,H4834,be sick
sickness-weakness-infirmity,M24,H5136,be sick
sickness-weakness-infirmity,M24,H5223,crippled
sickness-weakness-infirmity,M24,H5786,to blind
sickness-weakness-infirmity,M24,H5787,blind
sickness-weakness-infirmity,M24,H7363A,be weak
sickness-weakness-infirmity,M24,H7504,weak
sickness-weakness-infirmity,M24,H7829,illness
sickness-weakness-infirmity,M24,H8463,disease
corruption-perversion-immorality,M10,G0646,apostasy
corruption-perversion-immorality,M10,G1294,to pervert
corruption-perversion-immorality,M10,G3429,to commit adultery
corruption-perversion-immorality,M10,G3430,adultery
corruption-perversion-immorality,M10,G3431,to commit adultery
corruption-perversion-immorality,M10,G5356,corruption
corruption-perversion-immorality,M10,G7946,corruption
corruption-perversion-immorality,M10,H0444,to corrupt
corruption-perversion-immorality,M10,H2342J,to twist: dance
corruption-perversion-immorality,M10,H2342K,to twist: anticipate
corruption-perversion-immorality,M10,H3943,to twist
corruption-perversion-immorality,M10,H4297,perversion
corruption-perversion-immorality,M10,H4603,be unfaithful
corruption-perversion-immorality,M10,H4604,unfaithfulness
corruption-perversion-immorality,M10,H4893B,corruption
corruption-perversion-immorality,M10,H5003,to commit adultery
corruption-perversion-immorality,M10,H5004,adultery
corruption-perversion-immorality,M10,H5005,adultery
corruption-perversion-immorality,M10,H5040,lewdness
corruption-perversion-immorality,M10,H5494,degenerate
corruption-perversion-immorality,M10,H5557,to pervert
corruption-perversion-immorality,M10,H5753A,to twist
corruption-perversion-immorality,M10,H5753B,to pervert
corruption-perversion-immorality,M10,H5791,to pervert
corruption-perversion-immorality,M10,H6127,to twist
corruption-perversion-immorality,M10,H6140,to twist
corruption-perversion-immorality,M10,H6617,to twist
corruption-perversion-immorality,M10,H7806,to twist
corruption-perversion-immorality,M10,H7844,to corrupt
corruption-perversion-immorality,M10,H8308,to twist
corruption-perversion-immorality,M10,H8397,perversion
reasoning-judgment-interpretation,M02,G0485,dispute
reasoning-judgment-interpretation,M02,G2213,a question/dispute
reasoning-judgment-interpretation,M02,G5380,dispute-loving
reasoning-judgment-interpretation,M15,G0050,be ignorant
reasoning-judgment-interpretation,M15,G0052,ignorance
reasoning-judgment-interpretation,M15,G0056,ignorance
reasoning-judgment-interpretation,M15,G0145,sense
reasoning-judgment-interpretation,M15,G0158,reason for charge
reasoning-judgment-interpretation,M15,G0474,to discuss
reasoning-judgment-interpretation,M15,G0483,to dispute
reasoning-judgment-interpretation,M15,G0781,unwise
reasoning-judgment-interpretation,M15,G1231,to decide
reasoning-judgment-interpretation,M15,G1252,to judge/doubt
reasoning-judgment-interpretation,M15,G1255,to discuss
reasoning-judgment-interpretation,M15,G1256,to dispute
reasoning-judgment-interpretation,M15,G1260,to discuss
reasoning-judgment-interpretation,M15,G1261,reasoning
reasoning-judgment-interpretation,M15,G1328,interpreter
reasoning-judgment-interpretation,M15,G1948,to decide
reasoning-judgment-interpretation,M15,G2058,interpretation
reasoning-judgment-interpretation,M15,G4817,to discuss
reasoning-judgment-interpretation,M15,G4908,intelligent
reasoning-judgment-interpretation,M15,G5426,to reason
reasoning-judgment-interpretation,M15,G6629,be unwise
reasoning-judgment-interpretation,M15,H2782,to decide
reasoning-judgment-interpretation,M15,H3289,to advise
reasoning-judgment-interpretation,M15,H4427B,to advise
reasoning-judgment-interpretation,M15,H6591,interpretation
reasoning-judgment-interpretation,M15,H6592,interpretation
reasoning-judgment-interpretation,M15,H6623,interpretation
reasoning-judgment-interpretation,M26,G2919,to judge
reasoning-judgment-interpretation,M26,H1777,to judge
reasoning-judgment-interpretation,M26,H8199,to judge
reasoning-judgment-interpretation,M26,H8200,to judge
reasoning-judgment-interpretation,M43,G1329,to interpret
reasoning-judgment-interpretation,M43,G2059,to interpret
reasoning-judgment-interpretation,M43,H6590,to interpret
reasoning-judgment-interpretation,M43,H6622,to interpret
purity-holiness-sanctification,M12,G0037,to sanctify
purity-holiness-sanctification,M12,G0047,purity
purity-holiness-sanctification,M12,G0048,to purify
purity-holiness-sanctification,M12,G0049,purification
purity-holiness-sanctification,M12,G0054,purity
purity-holiness-sanctification,M12,G0178,uncondemned
purity-holiness-sanctification,M12,G0361,sinless
purity-holiness-sanctification,M12,G0462,unholy
purity-holiness-sanctification,M12,G0505,genuine
purity-holiness-sanctification,M12,G0861,incorruptibility
purity-holiness-sanctification,M12,G0862,incorruptible
purity-holiness-sanctification,M12,G1103,genuine
purity-holiness-sanctification,M12,G2413,sacred
purity-holiness-sanctification,M12,G2676,perfection
purity-holiness-sanctification,M12,G2929,be clear
purity-holiness-sanctification,M12,G3392,to stain
purity-holiness-sanctification,M12,G3445,to form
purity-holiness-sanctification,M12,G3741,sacred
purity-holiness-sanctification,M12,G4695,to stain
purity-holiness-sanctification,M12,G5047,perfection
purity-holiness-sanctification,M12,G5050,perfection
purity-holiness-sanctification,M12,G7751,to consecrate
purity-holiness-sanctification,M12,H1305,to purify
purity-holiness-sanctification,M12,H2892A,purity
purity-holiness-sanctification,M12,H2892B,clearness
purity-holiness-sanctification,M12,H2893,purifying
purity-holiness-sanctification,M12,H4358,perfection
purity-holiness-sanctification,M12,H4974,soundness
purity-holiness-sanctification,M12,H5352,to clear
purity-holiness-sanctification,M12,H6696C,to form
purity-holiness-sanctification,M12,H6942G,to consecrate: consecate
purity-holiness-sanctification,M12,H6942I,to consecrate: forfeit
purity-holiness-sanctification,M12,H6942J,to consecrate: prepare
purity-holiness-sanctification,M12,H6942K,to consecrate: holiness
purity-holiness-sanctification,M12,H8235,clearness
purity-holiness-sanctification,M12,H8502,perfection
purity-holiness-sanctification,M12,H8549G,unblemished
purity-holiness-sanctification,M12,H8549I,unblemished: complete
purity-holiness-sanctification,M12,H8549J,unblemished: Thummim
purity-holiness-sanctification,M15,G4997,mental soundness
purity-holiness-sanctification,M22,G0038,holiness
purity-holiness-sanctification,M22,G0040G,holy
purity-holiness-sanctification,M22,G0041,holiness
purity-holiness-sanctification,M22,G0042,holiness
purity-holiness-sanctification,M22,G3742,holiness
purity-holiness-sanctification,M22,H6918G,holy
purity-holiness-sanctification,M22,H6922,holy
purity-holiness-sanctification,M22,H6944G,holiness
judgment-condemnation-justice,M02,H5359,vengeance
judgment-condemnation-justice,M02,H5360,vengeance
judgment-condemnation-justice,M26,G0087,impartial
judgment-condemnation-justice,M26,G0156,cause/charge
judgment-condemnation-justice,M26,G0157,charge
judgment-condemnation-justice,M26,G0843,self-condemned
judgment-condemnation-justice,M26,G1344,to justify
judgment-condemnation-justice,M26,G1347,justification
judgment-condemnation-justice,M26,G1349,condemnation
judgment-condemnation-justice,M26,G1556,to avenge
judgment-condemnation-justice,M26,G1557,vengeance
judgment-condemnation-justice,M26,G2607,to condemn
judgment-condemnation-justice,M26,G2613,to condemn
judgment-condemnation-justice,M26,G2632,to condemn
judgment-condemnation-justice,M26,G2633,condemnation
judgment-condemnation-justice,M26,G2917,judgment
judgment-condemnation-justice,M26,G2920,judgment
judgment-condemnation-justice,M26,G5267,accountable
judgment-condemnation-justice,M26,G6048,judgment
judgment-condemnation-justice,M26,H1779,judgment
judgment-condemnation-justice,M26,H4931,charge
judgment-condemnation-justice,M26,H4941K,[Hall of] Judgment
judgment-condemnation-justice,M26,H5358,to avenge
judgment-condemnation-justice,M26,H6663,to justify
judgment-condemnation-justice,M26,H8196,judgment
judgment-condemnation-justice,M26,H8201,judgment
envy-greed-excess,M05,G0866,not greedy
envy-greed-excess,M05,H0973B,be greedy
envy-greed-excess,M28,G0146,greedy
envy-greed-excess,M28,G0147,greedily
envy-greed-excess,M28,G0192,self-indulgence
envy-greed-excess,M28,G0766,debauchery
envy-greed-excess,M28,G0810,debauchery
envy-greed-excess,M28,G1608,to fornicate
envy-greed-excess,M28,G2052,rivalry
envy-greed-excess,M28,G3715,lust
envy-greed-excess,M28,G3863,to make envious
envy-greed-excess,M28,G4123,greedy
envy-greed-excess,M28,G4124,greediness
envy-greed-excess,M28,G5172,self-indulgence
envy-greed-excess,M28,G5354,to envy
envy-greed-excess,M28,G5355,envy
envy-greed-excess,M28,G6041,to envy
envy-greed-excess,M28,H2181,to fornicate
envy-greed-excess,M28,H2183,fornication
envy-greed-excess,M28,H2184,fornication
envy-greed-excess,M28,H5178B,lust
envy-greed-excess,M28,H5690,lust
envy-greed-excess,M28,H5691,lust
envy-greed-excess,M28,H5949,wantonness
envy-greed-excess,M28,H6424,to envy
envy-greed-excess,M28,H8457,fornication
envy-greed-excess,M29,H5689,to lust
envy-greed-excess,M29,H7904,to lust
astonishment-wonder-marvel,M01,G1569,astonished
astonishment-wonder-marvel,M01,G1605,be astonished
astonishment-wonder-marvel,M01,G1611,amazement
astonishment-wonder-marvel,M01,G2285,amazement
astonishment-wonder-marvel,M04,G2284,to astonish
astonishment-wonder-marvel,M04,G2295,marvel
astonishment-wonder-marvel,M04,G2296,to marvel
astonishment-wonder-marvel,M04,G7643,to cause wonder
astonishment-wonder-marvel,M04,H1724,to astonish
astonishment-wonder-marvel,M04,H4159,wonder
astonishment-wonder-marvel,M04,H4652,wonder
astonishment-wonder-marvel,M04,H6381,to wonder
astonishment-wonder-marvel,M04,H6382,wonder
astonishment-wonder-marvel,M04,H7445,triumphing
astonishment-wonder-marvel,M04,H8540,wonder
dishonor-mutilation-disgrace,M07,G0216,mute
dishonor-mutilation-disgrace,M07,G0808,indecency
dishonor-mutilation-disgrace,M07,G0880,mute
dishonor-mutilation-disgrace,M07,G2699,mutilation
dishonor-mutilation-disgrace,M07,G3058,to revile
dishonor-mutilation-disgrace,M07,G3059,reviling
dishonor-mutilation-disgrace,M07,G3679,to revile
dishonor-mutilation-disgrace,M07,G4507,filth
dishonor-mutilation-disgrace,M07,G4509,filth
dishonor-mutilation-disgrace,M07,G5392,to muzzle
dishonor-mutilation-disgrace,M07,G6452,be mute
dishonor-mutilation-disgrace,M07,G8147,be mute
dishonor-mutilation-disgrace,M07,H0483,mute
dishonor-mutilation-disgrace,M07,H1421,reviling
dishonor-mutilation-disgrace,M07,H2629,to muzzle
dishonor-mutilation-disgrace,M07,H4893A,mutilation
dishonor-mutilation-disgrace,M07,H5206,filth
dishonor-mutilation-disgrace,M07,H5356B,bluntness
dishonor-mutilation-disgrace,M07,H5708,filth
dishonor-mutilation-disgrace,M07,H6477,bluntness
dishonor-mutilation-disgrace,M07,H6675,filth
dishonor-mutilation-disgrace,M07,H8213,to abase
disobedience-hardness-lawlessness,M30,G0458,lawlessness
disobedience-hardness-lawlessness,M30,G0506,insubordinate
disobedience-hardness-lawlessness,M30,G0543,disobedience
disobedience-hardness-lawlessness,M30,G0545,disobedient
disobedience-hardness-lawlessness,M30,G21419,hardness
disobedience-hardness-lawlessness,M30,G3876,disobedience
disobedience-hardness-lawlessness,M30,G3892,lawlessness
disobedience-hardness-lawlessness,M30,G4456,to harden
disobedience-hardness-lawlessness,M30,G4457,hardening
disobedience-hardness-lawlessness,M30,G4643,hardness
disobedience-hardness-lawlessness,M30,G4645,to harden
disobedience-hardness-lawlessness,M30,H7188,to harden
disobedience-hardness-lawlessness,M30,H7280C,to harden
patience-endurance-perseverance,M33,G3115,patience
patience-endurance-perseverance,M34,G2553,to endure
patience-endurance-perseverance,M34,G3114,to have patience
patience-endurance-perseverance,M34,G3116,patiently
patience-endurance-perseverance,M34,G4343,perseverance
patience-endurance-perseverance,M34,G5159,to put up with
patience-endurance-perseverance,M34,G5278,to remain/endure
patience-endurance-perseverance,M34,G5281,perseverance
patience-endurance-perseverance,M35,G0430,to endure
patience-endurance-perseverance,M35,G2594,to endure
patience-endurance-perseverance,M35,G4722,to endure
patience-endurance-perseverance,M35,G5297,to endure
stumbling-trial-temptation,M10,G1185,to entice
stumbling-trial-temptation,M10,H6601B,to entice
stumbling-trial-temptation,M35,G0374,to persuade
stumbling-trial-temptation,M35,G0677,not stumbling
stumbling-trial-temptation,M35,G3982,to persuade
stumbling-trial-temptation,M35,G3987,to try
stumbling-trial-temptation,M35,G4348,stumbling block
stumbling-trial-temptation,M35,G4349,stumbling
stumbling-trial-temptation,M35,G4417,to stumble
stumbling-trial-temptation,M35,G4617,to sift
stumbling-trial-temptation,M35,G4624,to cause to stumble
stumbling-trial-temptation,M35,G4625,stumbling block
stumbling-trial-temptation,M35,H3782,to stumble
stumbling-trial-temptation,M35,H3783,stumbling
stumbling-trial-temptation,M35,H4065,enticement
stumbling-trial-temptation,M35,H4383,stumbling
stumbling-trial-temptation,M35,H4531B,trial
stumbling-trial-temptation,M35,H6761,stumbling
slavery-bondage-burden,M36,G0922,burden
slavery-bondage-burden,M36,G1396,to enslave
slavery-bondage-burden,M36,G1397,slavery
slavery-bondage-burden,M36,G1398,be a slave
slavery-bondage-burden,M36,G1399,female slave
slavery-bondage-burden,M36,G1401,slave
slavery-bondage-burden,M36,G1402,to enslave
slavery-bondage-burden,M36,G2615,to enslave
slavery-bondage-burden,M36,G3610,slave
slavery-bondage-burden,M36,G5413,burden
slavery-bondage-burden,M36,H0405,burden
slavery-bondage-burden,M36,H2960,burden
slavery-bondage-burden,M36,H3053,burden
slavery-bondage-burden,M36,H4614,burden
slavery-bondage-burden,M36,H4853A,burden
slavery-bondage-burden,M36,H5385,burden
slavery-bondage-burden,M36,H5447,burden
slavery-bondage-burden,M36,H5448,burden
slavery-bondage-burden,M36,H5449,burden
slavery-bondage-burden,M36,H5450,burden
slavery-bondage-burden,M36,H5659,slavery
slavery-bondage-burden,M44,G4889,fellow slave
salvation-ransom-propitiation,M38,G2433,to propitiate
salvation-ransom-propitiation,M38,G2434,propitiation
salvation-ransom-propitiation,M38,G2435,propitiation
salvation-ransom-propitiation,M38,G3084,to ransom
salvation-ransom-propitiation,M38,G4990,savior
salvation-ransom-propitiation,M38,G4991,salvation
salvation-ransom-propitiation,M38,G4992,saving
salvation-ransom-propitiation,M38,H3444,salvation
salvation-ransom-propitiation,M38,H3468,salvation
salvation-ransom-propitiation,M38,H4190,salvation
salvation-ransom-propitiation,M38,H6299,to ransom
gift-favor-goodwill,M38,G1431,free gift
gift-favor-goodwill,M38,G1434,free gift
gift-favor-goodwill,M39,G0019,goodness
gift-favor-goodwill,M39,G1390,gift
gift-favor-goodwill,M39,G1394,gift
gift-favor-goodwill,M39,G1435,gift
gift-favor-goodwill,M39,G2107,goodwill
gift-favor-goodwill,M39,G4380,to favor
gift-favor-goodwill,M39,G5486,gift
gift-favor-goodwill,M39,G5487,to favor
gift-favor-goodwill,M39,H0814,gift
gift-favor-goodwill,M39,H1890,gift
gift-favor-goodwill,M39,H2580,favor
gift-favor-goodwill,M39,H2594,favor
gift-favor-goodwill,M39,H4976,gift
gift-favor-goodwill,M39,H4978,gift
gift-favor-goodwill,M39,H4979,gift
gift-favor-goodwill,M39,H4991,gift
gift-favor-goodwill,M39,H5078,gift
gift-favor-goodwill,M39,H5083,gift
gift-favor-goodwill,M39,H5379,gift
gift-favor-goodwill,M39,H7862,gift
gift-favor-goodwill,M46,G0019,goodness
remembrance-reminder-report,M41,G0363,to remind
remembrance-reminder-report,M41,G0364,remembrance
remembrance-reminder-report,M41,G1878,to remind
remembrance-reminder-report,M41,G3417,remembrance
remembrance-reminder-report,M41,G3420,remembrance
remembrance-reminder-report,M41,G5279,to remind
remembrance-reminder-report,M41,G5280,remembrance
remembrance-reminder-report,M41,G5334,news
remembrance-reminder-report,M41,G5345,news
remembrance-reminder-report,M41,H8052,tidings
remembrance-reminder-report,M41,H8088B,report
remembrance-reminder-report,M41,H8089,report
prophecy-vision-interpretation,M15,G1955,explanation
prophecy-vision-interpretation,M15,G4307,foresight
prophecy-vision-interpretation,M15,H0263,explanation
prophecy-vision-interpretation,M15,H2808,explanation
prophecy-vision-interpretation,M42,G4395,to prophesy
prophecy-vision-interpretation,M42,H5001,to prophesy
prophecy-vision-interpretation,M42,H5012,to prophesy
prophecy-vision-interpretation,M42,H5013,to prophesy
prophecy-vision-interpretation,M43,G0144,insight
prophecy-vision-interpretation,M43,G1504,image
prophecy-vision-interpretation,M43,G4394,prophecy
prophecy-vision-interpretation,M43,G4592,sign
prophecy-vision-interpretation,M43,H0226G,sign: miraculous
prophecy-vision-interpretation,M43,H0226H,sign:  indicator
prophecy-vision-interpretation,M43,H0852,sign
prophecy-vision-interpretation,M43,H5016,prophecy
prophecy-vision-interpretation,M43,H5017,prophesying
prophecy-vision-interpretation,M43,H6754,image
prophecy-vision-interpretation,M43,H6816,image
prophecy-vision-interpretation,M43,H7924,insight
outcry-roaring-shouting,M15,H7452,shouting
outcry-roaring-shouting,M22,G2019,to shout
outcry-roaring-shouting,M22,G2905,to shout
outcry-roaring-shouting,M22,H7321,to shout
outcry-roaring-shouting,M42,G0995,outcry
outcry-roaring-shouting,M42,G2906,shouting
outcry-roaring-shouting,M42,G3455,to roar
outcry-roaring-shouting,M42,G5456H,voice/sound: noise
outcry-roaring-shouting,M42,G5612,to roar
outcry-roaring-shouting,M42,H1897,to mutter
outcry-roaring-shouting,M42,H1899,moaning
outcry-roaring-shouting,M42,H1906,shout
outcry-roaring-shouting,M42,H1959,shout
outcry-roaring-shouting,M42,H1993,to roar
outcry-roaring-shouting,M42,H2201,outcry
outcry-roaring-shouting,M42,H5099,roaring
outcry-roaring-shouting,M42,H6682,outcry
outcry-roaring-shouting,M42,H7032G,voice: sound
outcry-roaring-shouting,M42,H7032H,voice
outcry-roaring-shouting,M42,H7580,to roar
outcry-roaring-shouting,M42,H7581,roaring
outcry-roaring-shouting,M42,H8643,shout
outcry-roaring-shouting,M42,H8663,shout
covenant-fellowship-unity,M05,G1577,assembly
covenant-fellowship-unity,M05,G3831,assembly
covenant-fellowship-unity,M05,H4721,assembly
covenant-fellowship-unity,M05,H4744,assembly
covenant-fellowship-unity,M05,H6116,assembly
covenant-fellowship-unity,M05,H6951,assembly
covenant-fellowship-unity,M05,H6952,assembly
covenant-fellowship-unity,M21,G1303,to make a covenant
covenant-fellowship-unity,M44,G0079,sister
covenant-fellowship-unity,M44,G0081,brotherhood
covenant-fellowship-unity,M44,G0718,to betroth
covenant-fellowship-unity,M44,G1242,covenant
covenant-fellowship-unity,M44,G1775,unity
covenant-fellowship-unity,M44,G1843,to agree
covenant-fellowship-unity,M44,G3330,to share
covenant-fellowship-unity,M44,G3348,to share
covenant-fellowship-unity,M44,G3423,to betroth
covenant-fellowship-unity,M44,G4790,to share with
covenant-fellowship-unity,M44,G4829,to share
covenant-fellowship-unity,M44,G4852,to agree
covenant-fellowship-unity,M44,G4909,to agree to
covenant-fellowship-unity,M44,G4934,to agree
covenant-fellowship-unity,M44,H0264,brotherhood
covenant-fellowship-unity,M44,H0269,sister
covenant-fellowship-unity,M44,H0781,to betroth
covenant-fellowship-unity,M44,H1285,covenant
covenant-fellowship-unity,M44,H2164,to agree
covenant-fellowship-unity,M44,H2256C,union
covenant-fellowship-unity,M44,H2270,companion
covenant-fellowship-unity,M44,H3772H,to cut: make [covenant]
renewal-transformation-change,M45,G0236,to change
renewal-transformation-change,M45,G2537,new
renewal-transformation-change,M45,G3339,to transform
renewal-transformation-change,M45,G3344,to change
renewal-transformation-change,M45,G3345,to transform
renewal-transformation-change,M45,G3501,new
renewal-transformation-change,M45,G3824,regeneration
renewal-transformation-change,M45,G4372,new
renewal-transformation-change,M45,G4832,conformed
renewal-transformation-change,M45,H2319H,new
renewal-transformation-change,M45,H2323,new
renewal-transformation-change,M45,H4171,to change
renewal-transformation-change,M45,H8132,to change
renewal-transformation-change,M45,H8133,to change
renewal-transformation-change,M45,H8138A,to change
self-control-sobriety-zeal,M19,G1466,self-control
self-control-sobriety-zeal,M19,G1467,to self-control
self-control-sobriety-zeal,M19,G1468,self-controlled
self-control-sobriety-zeal,M19,G1618,fervent
self-control-sobriety-zeal,M19,G2204,be fervent
self-control-sobriety-zeal,M19,G2206,be eager
self-control-sobriety-zeal,M19,G3524,sober
self-control-sobriety-zeal,M19,G4104,be convinced
self-control-sobriety-zeal,M19,G4704,be eager
self-control-sobriety-zeal,M19,G4998,self-controlled
self-control-sobriety-zeal,M19,G5431,be careful
self-control-sobriety-zeal,M33,G3525,be sober
self-control-sobriety-zeal,M34,G4289,eager
self-control-sobriety-zeal,M34,G4705,eager
doubt-discouragement-worry,M01,H1674,anxiety
doubt-discouragement-worry,M01,H8312,anxiety
doubt-discouragement-worry,M20,G0120,be discouraged
doubt-discouragement-worry,M20,G0639,be perplexed
doubt-discouragement-worry,M20,G1280,be perplexed
doubt-discouragement-worry,M20,G1365,to doubt
doubt-discouragement-worry,M20,G1374,double-minded
doubt-discouragement-worry,M20,G2928,to hide
doubt-discouragement-worry,M20,G3308,concern
doubt-discouragement-worry,M20,G3309,to worry
doubt-discouragement-worry,M20,G3349,to worry
doubt-discouragement-worry,M20,G3871,to hide
doubt-discouragement-worry,M20,G4032,to hide
doubt-discouragement-worry,M20,G6023,be discouraged
doubt-discouragement-worry,M20,G6185,be discouraged
doubt-discouragement-worry,M20,H1672,be anxious
doubt-discouragement-worry,M20,H2244,to hide
doubt-discouragement-worry,M20,H2247,to hide
doubt-discouragement-worry,M20,H2934,to hide
doubt-discouragement-worry,M20,H3512A,be disheartened
doubt-discouragement-worry,M20,H3512B,disheartened
doubt-discouragement-worry,M20,H3582,to hide
doubt-discouragement-worry,M20,H3885B,to grumble
doubt-discouragement-worry,M20,H5641,to hide
doubt-discouragement-worry,M20,H5642A,to hide
doubt-discouragement-worry,M20,H7279,to grumble
doubt-discouragement-worry,M20,H7672,be perplexed
doubt-discouragement-worry,M33,G0253,without anxiety
firstborn-foreknowledge,M37,G4255,to predetermine
firstborn-foreknowledge,M37,G4268,foreknowledge
firstborn-foreknowledge,M37,G4384,to predetermine
firstborn-foreknowledge,M37,G4416,firstborn
firstborn-foreknowledge,M37,H1060,firstborn
firstborn-foreknowledge,M37,H1067,firstborn
firstborn-foreknowledge,M37,H6363A,firstborn
firstborn-foreknowledge,M37,H6363B,firstborn
destruction-ruin-devastation,M10,G0051,error
