strongNumber,stepGloss,stepTransliteration,language,count,stem_key
G5121,instead,tounantion,Greek,3,inst
G5234,severely,huperballontōs,Greek,2,seve
G5238,beyond,huperekeina,Greek,1,beyo
G5340,sparingly,feidomenōs,Greek,2,spar
G5462,light,fōtismos,Greek,8,ligh
G5587,gossip,psithurismos,Greek,2,goss
G0391,behaviour,anastrofē,Greek,13,beha
G3064,henceforth,loipou,Greek,2,henc
G3316,mediator,mesitēs,Greek,7,medi
G3920,infiltrated,pareisaktos,Greek,1,infi
G3967,paternal,patrikos,Greek,10,pate
G3988,persuasion,peismonē,Greek,1,pers
G4287,set time,prothesmia,Greek,1,sett
G4742,mark,stigma,Greek,2,mark
G4747,principle,stoicheion,Greek,7,prin
G4915,contemporary,sunēlikiōtēs,Greek,1,cont
G0151,obscenity,aischrotēs,Greek,1,obsc
G0161,captivity,aichmalōsia,Greek,99,capt
G0204,cornerstone,akrogōniaios,Greek,4,corn
G0457,opening,anoixis,Greek,1,open
G0838,growth,auxēsis,Greek,2,grow
G0956,arrow,belos,Greek,42,arro
G1647,least,elachistoteros,Greek,0,leas
G2024,supply,epichorēgia,Greek,2,supp
G2091,readiness,hetoimasia,Greek,11,read
G2133,enthusiasm,eunoia,Greek,4,enth
G2160,vulgar jesting,eutrapelia,Greek,1,vulg
G2382,breastplate,thōrax,Greek,18,brea
G2677,preparation,katartismos,Greek,1,prep
G2737,lower,katōteros,Greek,8,lowe
G2931,in secret,krufē,Greek,12,inse
G3067,washing,loutron,Greek,4,wash
G3180,scheme,methodeia,Greek,2,sche
G4047,acquiring,peripoiēsis,Greek,8,acqu
G4182,manifold,polupoikilos,Greek,1,mani
G4512,wrinkle,rutis,Greek,1,wrin
G4830,sharer,summetochos,Greek,2,shar
G5215,hymn,humnos,Greek,17,hymn
G5231,above,huperanō,Greek,20,abov
G0666,absence,apousia,Greek,1,abse
G0725,something to grasp,harpagmos,Greek,1,some
G1104,genuinely,gnēsiōs,Greek,1,genu
G1815,resurrection,exanastasis,Greek,2,resu
G2088,differently,heterōs,Greek,1,diff
G2163,commendable,eufēmos,Greek,1,comm
G2539,although,kaiper,Greek,7,alth
G2709,subterranean,katachthonios,Greek,1,subt
G3028,receiving,lēpsis,Greek,3,rece
G3171,greatly,megalōs,Greek,9,grea
G3897,almost,paraplēsion,Greek,1,almo
G4297,progress,prokopē,Greek,3,prog
G4657,garbage,skubalon,Greek,1,garb
G4708,more eagerly,spoudaioterōs,Greek,1,more
G4805,yokefellow,suzugos,Greek,1,yoke
G4831,co-imitator,summimētēs,Greek,1,coim
G5458,light,fōstēr,Greek,6,ligh
G0148,obscenity,aischrologia,Greek,1,obsc
G0431,cousin,anepsios,Greek,2,cous
G0469,reward,antapodosis,Greek,14,rewa
G0555,removal,apekdusis,Greek,1,remo
G0671,using up,apochrēsis,Greek,1,usin
G0857,unsparing,afeidia,Greek,1,unsp
G3561,New Moon,noumēnia,Greek,25,newm
G3707,visible,horatos,Greek,5,vis
G4086,persuasive speech,pithanologia,Greek,1,pers
G4136,assurance,plēroforia,Greek,4,assu
G4140,gratification,plēsmonē,Greek,24,grat
G5227,opposed,hupenantios,Greek,27,oppo
G5498,writen record,cheirografos,Greek,1,writ
G0274,blamelessly,amemptōs,Greek,2,blam
G0743,archangel,archangelos,Greek,2,arch
G0813,disorderly,ataktos,Greek,1,diso
G2312,divinely instructed,theodidaktos,Greek,1,divi
G3651,wholly,holotelēs,Greek,1,whol
G5162,nursing mother,trofos,Greek,5,nurs
G6087,super overexcessively,huperekperissou,Greek,0,supe
G0814,idly,ataktōs,Greek,2,idly
G1730,evidence,endeigma,Greek,1,evid
G1997,gathering,episunagōgē,Greek,2,gath
G2015,appearing,epifaneia,Greek,8,appe
G0083,uncertainty,adēlotēs,Greek,1,unce
G0127,modesty,aidōs,Greek,3,mode
G0247,otherwise,allōs,Greek,5,othe
G0269,peacable,amachos,Greek,2,peac
G0287,repayment,amoibē,Greek,1,repa
G0409,murderer,androfonos,Greek,1,murd
G0423,irreproachable,anepilēptos,Greek,3,irre
G0477,opposition,antithesis,Greek,1,oppo
G0562,endless,aperantos,Greek,2,endl
G0619,enjoyment,apolausis,Greek,2,enjo
G0676,unapproachable,aprositos,Greek,1,unap
G0784,spotless,aspilos,Greek,4,spot
G1076,genealogy,genealogia,Greek,7,gene
G1126,old wives’ tale,graōdēs,Greek,1,oldw
G1129,training,gumnasia,Greek,1,trai
G1305,food,diatrofē,Greek,1,food
G1351,insincere,dilogos,Greek,1,insi
G1376,persecutor,diōktēs,Greek,1,pers
G1549,descendant,ekgonos,Greek,30,desc
G1965,perjurer,epiorkos,Greek,2,perj
G2130,generous,eumetadotos,Greek,1,gene
G2689,attire/behaviour,katastolē,Greek,2,atti
G2783,preacher,kērux,Greek,5,prea
G2843,generous,koinōnikos,Greek,1,gene
G2887,respectable,kosmios,Greek,3,resp
G2938,creature,ktisma,Greek,4,crea
G3336,partaking of,metalēpsis,Greek,1,part
G3389,matricide,mētralōas,Greek,1,matr
G3454,myth,muthos,Greek,5,myth
G3504,new convert,neofutos,Greek,5,newc
G3545,lawfully,nomimōs,Greek,2,lawf
G3672,undeniably,homologoumenōs,Greek,1,unde
G3943,drunken,paroinos,Greek,2,drun
G3964,patricide,patralōas,Greek,1,patr
G4117,braided,plegma,Greek,1,brai
G4131,bully,plēktēs,Greek,2,bul
G4269,parent/ancestor,progonos,Greek,2,pare
G4271,obvious,prodēlos,Greek,3,obvi
G4299,prejudice,prokrima,Greek,1,prej
G4346,partiality,prosklisis,Greek,1,part
G4490,expressly,rētōs,Greek,1,expr
G4629,clothing,skepasma,Greek,1,clot
G4751,stomach,stomachos,Greek,1,stom
G5042,childbearing,teknogonia,Greek,1,chil
G5283,suspicion,huponoia,Greek,1,susp
G5296,example,hupotupōsis,Greek,2,exam
G5397,gossipy,fluaros,Greek,1,goss
G5624,valuable,ōfelimos,Greek,4,valu
G6027,speculation,ekzētēsis,Greek,1,spec
G0171,unseasonably,akairōs,Greek,1,unse
G0359,departure,analusis,Greek,1,depa
G0422,unashamed,anepaischuntos,Greek,1,unas
G0434,brutal,anēmeros,Greek,1,brut
G0521,uninstructed,apaideutos,Greek,10,unin
G0739,competent,artios,Greek,1,comp
G0957,better,beltiōn,Greek,22,bett
G1044,gangrene,gangraina,Greek,1,gang
G1114,imposter,goēs,Greek,1,impo
G1552,clearly evident,ekdēlos,Greek,1,clea
G1882,correcting,epanorthōsis,Greek,1,corr
G2153,piously,eusebōs,Greek,3,piou
G2173,helpful,euchrēstos,Greek,4,help
G3023,lion,leōn,Greek,124,lion
G3125,grandmother,mammē,Greek,1,gran
G3200,parchment,membrana,Greek,1,parc
G3368,never,mēdepote,Greek,1,neve
G3512,youthful,neōterikos,Greek,1,yout
G3585,wooden,xulinos,Greek,17,wood
G4230,affairs,pragmateia,Greek,6,affa
G5341,cloak,felonēs failonēs,Greek,1,cloa
G5471,coppersmith,chalkeus,Greek,7,copp
G5539,profitable,chrēsimos,Greek,6,prof
G5552,golden,chruseos,Greek,204,gold
G6031,rebuke,elegmos,Greek,15,rebu
G0512,useless,anōfelēs,Greek,6,usel
G0893,not a liar,apseudēs,Greek,1,nota
G2688,behavior,katastēma,Greek,1,beha
G2886,earthly,kosmikos,Greek,2,eart
G3151,babbler,mataiologos,Greek,1,babb
G4041,special,periousios,Greek,6,spec
G4247,old woman,presbutis,Greek,1,oldw
G5423,deceiver,frenapatēs,Greek,1,dece
G1595,voluntary,hekousios,Greek,6,volu
G0115,nullification,athetēsis,Greek,3,null
G0130,bloodshed,haimatekchusia,Greek,1,bloo
G0179,indestructible,akatalutos,Greek,1,inde
G0186,unwavering,aklinēs,Greek,1,unwa
G0205,fine spoils,akrothinion,Greek,1,fine
G0255,unprofitable,alusitelēs,Greek,1,unpr
G0282,motherless,amētōr,Greek,1,moth
G0382,countless,anarithmētos,Greek,7,coun
G0499,representation,antitupos,Greek,2,repr
G0531,permanent,aparabatos,Greek,1,perm
G0541,radiance,apaugasma,Greek,1,radi
G0852,hidden,afanēs,Greek,2,hidd
G0854,disappearance,afanismos,Greek,51,disa
G0998,a helper,boēthos,Greek,48,ahel
G1008,crop,botanē,Greek,17,crop
G1151,heifer,damalis,Greek,38,heif
G1181,tenth,dekatē,Greek,11,tent
G1192,leather,derma,Greek,80,leat
G1217,builder,dēmiourgos,Greek,1,buil
G1336,perpetual,diēnekēs,Greek,4,perp
G1450,guarantor,enguos,Greek,1,guar
G1596,voluntarily,hekousiōs,Greek,13,volu
G1650,rebuke,elenchos,Greek,26,rebu
G1701,jeering,empaigmos,Greek,3,jeer
G1898,introduction,epeisagōgē,Greek,1,intr
G2053,wool,erion,Greek,12,wool
G2102,acceptably,euarestōs,Greek,1,acce
G2139,thwarting,euperistatos,Greek,1,thwa
G2324,servant,therapōn,Greek,52,serv
G2366,storm,thuella,Greek,4,stor
G2369,incense altar,thumiatērion,Greek,3,ince
G2405,priesthood,hierateia,Greek,17,prie
G2420,priesthood,hierōsunē,Greek,5,prie
G2543,and yet/although,kaitoi,Greek,0,andy
G2612,evident,katadēlos,Greek,1,evid
G2685,spy,kataskopos,Greek,9,spy
G2777,scroll,kefalis,Greek,29,scro
G2847,scarlet,kokkinos,Greek,53,scar
G2871,slaughter,kopē,Greek,5,slau
G3010,ministering,leitourgikos,Greek,9,mini
G3347,afterward,metepeita,Greek,1,afte
G3353,partaker,metochos,Greek,11,part
G3369,not yet,mēdepō,Greek,1,noty
G3374,sheepskin,mēlōtē,Greek,6,shee
G3405,recompense,misthapodosia,Greek,3,reco
G3406,rewarder,misthapodotēs,Greek,1,rewa
G3452,marrow,muelos,Greek,4,marr
G3509,cloud,nefos,Greek,26,clou
G3541,illegitimate,nothos,Greek,1,ille
G3591,impediment,onkos,Greek,1,impe
G3898,similarly,paraplēsiōs,Greek,1,simi
G3927,stranger,parepidēmos,Greek,5,stra
G4207,afar off,porrōthen,Greek,17,afar
G4274,forerunner,prodromos,Greek,3,fore
G4378,sprinkling,proschusis,Greek,1,spri
G4473,sprinkling,rantismos,Greek,8,spri
G4713,jar,stamnos,Greek,3,jar
G5051,finisher,teleiōtēs,Greek,1,fini
G5114,sharper,tomōteros,Greek,1,shar
G5150,three months,trimēnos,Greek,6,thre
G5163,track,trochia,Greek,7,trac
G5289,shrinking,hupostolē,Greek,1,shri
G0182,restless,akatastatos,Greek,3,rest
G0252,salty,halukos,Greek,9,salt
G0438,flower,anthos,Greek,26,flow
G0551,untempted,apeirastos,Greek,1,unte
G0644,shadow,aposkiasma,Greek,1,shad
G1099,sweet,glukus,Greek,14,swee
G1141,demonic,daimoniōdēs,Greek,1,demo
G1721,implanted/ingrafted,emfutos,Greek,1,impl
G1724,marine,enalios,Greek,1,mari
G2287,deadly,thanatēforos,Greek,3,dead
G2357,religious,thrēskos,Greek,1,reli
G2462,horse,hippos,Greek,175,hors
G2726,gloominess,katēfeia,Greek,1,gloo
G3550,lawgiver,nomothetēs,Greek,2,lawg
G3797,late (rain),opsimos,Greek,8,late
G3883,variation,parallagē,Greek,2,vari
G4079,rudder,pēdalion,Greek,2,rudd
G4162,he did,poiēsis,Greek,7,hedi
G4406,early rain,prōimos,Greek,9,earl
G4508,filthy,ruparos,Greek,4,filt
G4598,moth-eaten,sētobrōtos,Greek,2,moth
G5157,turning,tropē,Greek,6,turn
G5164,course/wheel,trochos,Greek,49,cour
G5208,forest,hulē,Greek,4,fore
G5469,bridle,chalinos,Greek,9,brid
G5554,gold-ringed,chrusodaktulios,Greek,1,gold
G0244,meddler,allotriepiskopos,Greek,1,medd
G0262,unfading,amarantinos,Greek,1,unfa
G0263,unfading,amarantos,Greek,1,unfa
G0401,outpouring,anachusis,Greek,1,outp
G0412,inexpressible,aneklalētos,Greek,1,inex
G0595,removal,apothesis,Greek,2,remo
G0678,impartially,aprosōpolēptōs,Greek,1,impa
G0738,newborn,artigennētos,Greek,1,newb
G0750,chief shepherd,archipoimēn,Greek,1,chie
G1134,feminine,gunaikeios,Greek,6,femi
G1708,braiding,emplokē,Greek,1,brai
G1745,wearing,endusis,Greek,2,wear
G1954,remaining,epiloipos,Greek,15,rema
G2406,priesthood,hierateuma,Greek,4,prie
G2811,credit,kleos,Greek,3,cred
G2939,creator,ktistēs,Greek,2,crea
G3632,drunkenness,oinoflugia,Greek,1,drun
G3970,from forefathers,patroparadotos,Greek,1,from
G4025,wearing,perithesis,Greek,1,wear
G4224,carousing,potos,Greek,31,caro
G5261,example,hupogrammos,Greek,1,exam
G0113,lawless,athesmos,Greek,2,lawl
G0180,unceasing,akatapaustos,Greek,1,unce
G0259,capture,halōsis,Greek,2,capt
G0793,unstable,astēriktos,Greek,2,unst
G1004,mire,borboros,Greek,3,mire
G1022,slowness,bradutēs,Greek,1,slow
G1649,rebuke,elegxis,Greek,3,rebu
G1703,a mocker,empaiktēs,Greek,3,amoc
G1829,vomit,exerama,Greek,1,vomi
G1862,a promise,epangelma,Greek,2,apro
G2030,eyewitness,epoptēs,Greek,1,eyew
G2472,equally valuable,isotimos,Greek,1,equa
G2946,wallowing,kulisma,Greek,1,wall
G3169,majestic,megaloprepēs,Greek,2,maje
G4112,made-up,plastos,Greek,1,made
G4577,chain,seira,Greek,5,chai
G5107,such as this,toiosde,Greek,2,such
G5300,sow,hus,Greek,8,sow
G5459,light-bearing,fōsforos,Greek,1,ligh
G5507,thousand,chilioi,Greek,105,thou
G0031,message,angelia,Greek,15,mess
G3529,victory,nikē,Greek,3,vict
G5489,paper,chartēs,Greek,3,pape
G1113,a murmurer,gongustēs,Greek,1,amur
G1164,example,deigma,Greek,1,exam
G3202,malcontent,mempsimoiros,Greek,1,malc
G4694,reef,spilas,Greek,1,reef
G5352,autumnal,fthinopōrinos,Greek,1,autu
G5447,physically,fusikōs,Greek,1,phys
G5622,advantage,ōfeleia,Greek,10,adva
G0239,hallelujah,allēlouia,Greek,18,hall
G0944,frog,batrachos,Greek,14,frog
G1009,bunch of grapes,botrus,Greek,14,bunc
G1238,diadem,diadēma,Greek,8,diad
G1307,transparent,diafanēs,Greek,4,tran
G1404,dragon,drakōn,Greek,50,drag
G1661,made of ivory,elefantinos,Greek,11,made
G1739,material,endomēsis,Greek,1,mate
G1812,six hundred,hexakosioi,Greek,66,sixh
G2303,sulfur,theion,Greek,14,sulf
G2306,sulphurous,theiōdēs,Greek,1,sulp
G2367,citron,thuinos,Greek,1,citr
G2393,jasper,iaspis,Greek,8,jasp
G2461,horseman,hippikos,Greek,1,hors
G2463,rainbow,iris,Greek,3,rain
G2738,heat,kauma,Greek,14,heat
G2764,made of clay,keramikos,Greek,1,made
G2790,harpist,kitharōdos,Greek,2,harp
G2792,cinnamon,kinamōmon,Greek,5,cinn
G2809,theft,klemma,Greek,5,thef
G2854,eye salve,kollourion,Greek,2,eyes
G2915,barley,krithē,Greek,36,barl
G2930,crystal,krustallos,Greek,8,crys
G3031,censer,libanōtos,Greek,3,cens
G3139,marble,marmaros,Greek,1,marb
G3321,midair,mesouranēma,Greek,3,mida
G3382,thigh,mēros,Greek,31,thig
G3451,musician,mousikos,Greek,7,musi
G3653,late fig,olunthos,Greek,2,late
G3691,sharp/swift,oxus,Greek,20,shar
G3731,sudden violence,hormēma,Greek,7,sudd
G3732,bird,orneon,Greek,33,bird
G3769,tail,oura,Greek,13,tail
G3917,leopard,pardalis,Greek,8,leop
G3991,fifth,pemptos,Greek,51,fift
G4158,floorlength,podērēs,Greek,10,floo
G4210,purple,porfureos,Greek,10,purp
G4216,flooded,potamoforētos,Greek,1,floo
G4407,morning,prōinos,Greek,13,morn
G4447,fiery,purinos,Greek,3,fier
G4450,fiery red,purros,Greek,10,fier
G4480,carriage,reda,Greek,1,carr
G4538,trumpeter,salpistēs,Greek,1,trum
G4556,gem,sardion,Greek,9,gem
G4585,fine flour,semidalis,Greek,60,fine
G4604,iron,sidēros,Greek,54,iron
G4664,emerald,smaragdinos,Greek,1,emer
G5006,weighing a talent,talantiaios,Greek,1,weig
G5068,square,tetragōnos,Greek,13,squa
G5193,glass,hualinos,Greek,3,glas
G5194,glass,hualos,Greek,3,glas
G5464,hail,chalaza,Greek,35,hail
G5513,lukewarm,chliaros,Greek,1,luke
G5515,green,chlōros,Greek,19,gree
G5518,quart,choinix,Greek,5,quar
G5586G,stone,psēfos,Greek,6,ston
G6007,amomum,amōmon,Greek,1,amom
G6061,mill,mulinos,Greek,1,mill
H0120H,the man [Adam],ha.a.dam,Hebrew,21,them
H0122B,red stuff,e.dom,Hebrew,2,reds
H0132,red,ad.mo.ni,Hebrew,3,red
H0227B,the past,me.az,Hebrew,19,thep
H0260,meadow,a.chu,Hebrew,3,mead
H0322,backwards,a.cho.ran.nit,Hebrew,7,back
H0402,food,okh.lah,Hebrew,18,food
H0410I,El [Elohe],el,Hebrew,1,elel
H0411,these,el,Hebrew,9,thes
H0441B,chief,al.luph,Hebrew,60,chie
H0485,sheaf,a.lu.mah,Hebrew,5,shea
H0490,widow,al.ma.nah,Hebrew,58,wido
H0491,widowhood,al.ma.nut,Hebrew,4,wido
H0518H,if: surely no,im,Hebrew,105,ifsu
H0519,maidservant,a.mah,Hebrew,58,maid
H0520A,cubit,am.mah,Hebrew,255,cubi
H0546,truly,om.nah,Hebrew,2,tru
H0570,last night,e.mesh,Hebrew,5,last
H0572,sack,am.ta.chat,Hebrew,15,sack
H0615,prisoner,a.sir,Hebrew,18,pris
H0727,ark,a.ron,Hebrew,202,ark
H0736,caravan,o.re.chah,Hebrew,2,cara
H0815,tamarisk,e.shel,Hebrew,3,tama
H0837,happy,o.sher,Hebrew,1,happ
H0916,bdellium,be.do.lach,Hebrew,2,bdel
H0922,void,bo.hu,Hebrew,3,void
H0992,pistachio,ba.te.nim,Hebrew,1,pist
H1107,beside,bil.a.de,Hebrew,17,besi
H1121J,son,ben,Hebrew,1,son
H1165,cattle,be.ir,Hebrew,9,catt
H1235,bekah,be.qa,Hebrew,2,beka
H1237K,valley,biq.ah,Hebrew,15,vall
H1261,spotted,ba.rod,Hebrew,4,spot
H1366H,border: area,ge.vul,Hebrew,91,bord
H1375,cup,ga.vi.a,Hebrew,14,cup
H1409,fortune,gad,Hebrew,4,fort
H1423,kid,ge.di,Hebrew,16,kid
H1469,young bird,go.zal,Hebrew,2,youn
H1517,sinew,gid,Hebrew,7,sine
H1581,camel,ga.mal,Hebrew,54,came
H1613,gopher,go.pher,Hebrew,1,goph
H1614,brimstone,goph.rit,Hebrew,7,brim
H1616,sojourner,ger,Hebrew,94,sojo
H1877,grass,de.she,Hebrew,14,gras
H1973,further,ha.le.ah,Hebrew,16,furt
H1988,here,ha.lom,Hebrew,12,here
H2061,wolf,ze.ev,Hebrew,7,wolf
H2065,dowry,ze.ved,Hebrew,1,dowr
H2173,best,zim.rah,Hebrew,1,best
H2188,sweat,ze.ah,Hebrew,1,swea
H2207,old age,zo.qen,Hebrew,1,olda
H2208,extreme age,ze.qu.nim,Hebrew,4,extr
H2209,old age,ziq.nah,Hebrew,6,olda
H2275H,Hebron [Valley],chev.ron,Hebrew,1,hebr
H2339,thread,chut,Hebrew,7,thre
H2345,darkened,chum,Hebrew,4,dark
H2348,coast,choph,Hebrew,7,coas
H2368,signet,cho.tam,Hebrew,14,sign
H2524,father-in-law,cham,Hebrew,4,fath
H2527,heat,chom,Hebrew,13,heat
H2529A,curd,chem.ah,Hebrew,9,curd
H2549,fifth,cha.mi.shi,Hebrew,45,fift
H2563A,clay,cho.mer,Hebrew,15,clay
H2564,bitumen,che.mar,Hebrew,3,bitu
H2569,fifth,cho.mesh,Hebrew,1,fift
H2572,fifty,cha.mish.shim,Hebrew,163,fift
H2590B,embalming,cha.nu.tim,Hebrew,1,emba
H2593,trained,cha.nikh,Hebrew,1,trai
H2671,arrow,chets,Hebrew,59,arro
H2691B,village,cha.tser,Hebrew,46,vill
H2721A,drought,cho.rev,Hebrew,12,drou
H2724,dry ground,cha.ra.vah,Hebrew,8,dryg
H2751,white,cho.ri,Hebrew,1,whit
H2858,ring,cho.te.met,Hebrew,1,ring
H2874,slaughter,te.vach,Hebrew,12,slau
H2885,ring,tab.ba.at,Hebrew,52,ring
H2918,encampment,ti.rah,Hebrew,7,enca
H3117I,day: year,yom,Hebrew,32,dayy
H3211,born,ya.lid,Hebrew,13,born
H3222,hot spring,ye.mim,Hebrew,1,hots
H3243I,suckling-nurse,ya.naq,Hebrew,32,suck
H3326A,bed,ya.tsu.a,Hebrew,5,bed
H3409,thigh,ya.rekh,Hebrew,34,thig
H3418,green,ye.req,Hebrew,6,gree
H3530,distance,kiv.rah,Hebrew,3,dist
H3535,ewe-lamb,kiv.sah,Hebrew,8,ewel
H3536,kiln,kiv.shan,Hebrew,4,kiln
H3537,jar,kad,Hebrew,18,jar
H3563A,cup,kos,Hebrew,31,cup
H3588C,for as that: since,ki al ken,Hebrew,28,fora
H3603H,talent,kik.kar,Hebrew,68,tale
H3651B,as,  ,Hebrew,0,as
H3658,lyre,kin.nor,Hebrew,42,lyre
H3701H,silver: price,ke.seph,Hebrew,12,silv
H3724B,pitch,ko.pher,Hebrew,1,pitc
H3733A,saddle,kar,Hebrew,1,sadd
H3742,cherub,ke.ruv,Hebrew,91,cher
H3775,sheep,ke.sev,Hebrew,13,shee
H3830,clothing,le.vush,Hebrew,33,clot
H3836,white,la.van,Hebrew,29,whit
H3843,brick,le.ve.nah,Hebrew,12,bric
H3858,flame,la.hat,Hebrew,1,flam
H3884,unless,lu.le,Hebrew,14,unle
H3910,myrrh,lot,Hebrew,2,myrr
H3974,light,ma.or,Hebrew,19,ligh
H3979,knife,ma.a.khe.let,Hebrew,4,knif
H3999,flood,mab.bul,Hebrew,13,floo
H4033,sojourning,ma.gor,Hebrew,11,sojo
H4119,brideprice,mo.har,Hebrew,3,brid
H4138,relatives,mo.le.det,Hebrew,22,rela
H4202,food,ma.zon,Hebrew,2,food
H4236,vision,ma.cha.zeh,Hebrew,4,visi
H4279,tomorrow,ma.char,Hebrew,52,tomo
H4286,exposing,mach.soph,Hebrew,1,expo
H4315,best,me.tav,Hebrew,6,best
H4380,sword,me.khe.rah,Hebrew,1,swor
H4392,full,ma.le,Hebrew,66,full
H4411,lodging,ma.lon,Hebrew,8,lodg
H4417G,Salt [Sea],me.lach,Hebrew,9,salt
H4417M,salt,me.lach,Hebrew,17,salt
H4522,taskworker,mas,Hebrew,23,task
H4550,journey,mas.sa,Hebrew,12,jour
H4569A,ford,ma.a.var,Hebrew,3,ford
H4631,cave,me.a.rah,Hebrew,42,cave
H4643,tithe,ma.a.ser,Hebrew,32,tith
H4682,unleavened bread,mats.tsah,Hebrew,53,unle
H4735,livestock,miq.neh,Hebrew,76,live
H4736,purchase,miq.nah,Hebrew,15,purc
H4870,mistake,mish.geh,Hebrew,1,mist
H4909,wage,mas.ko.ret,Hebrew,4,wage
H4932H,second,mish.neh,Hebrew,32,seco
H4945A,cupbearer,mash.qeh,Hebrew,13,cupb
H4945B,irrigation,mash.qeh,Hebrew,6,irri
H4948,weight,mish.qal,Hebrew,49,weig
H5061,plague,ne.ga,Hebrew,78,plag
H5138,stew,na.zid,Hebrew,6,stew
H5158N,torrent: valley,na.chal,Hebrew,53,torr
H5219,tragacanth gum,ne.khot,Hebrew,2,trag
H5220,progeny,ne.khed,Hebrew,3,prog
H5319,wrestling,naph.tu.lim,Hebrew,1,wres
H5333,garrison,ne.tsiv,Hebrew,14,garr
H5348,speckled,na.qod,Hebrew,9,spec
H5384,hamstring,na.sheh,Hebrew,2,hams
H5429,seah,se.ah,Hebrew,9,seah
H5442,thicket,se.vakh,Hebrew,4,thic
H5470,prison,so.har,Hebrew,8,pris
H5497,vesture,sut,Hebrew,4,vest
H5536,basket,sal,Hebrew,15,bask
H5560,fine flour,so.let,Hebrew,53,fine
H5676H,side: beyond,e.ver,Hebrew,59,side
H5699,cart,a.ga.lah,Hebrew,25,cart
H5742,lentil,a.da.shah,Hebrew,4,lent
H5748,pipe,u.gav,Hebrew,4,pipe
H5869M,spring,a.yin,Hebrew,19,spr
H5895,colt,a.yir,Hebrew,12,colt
H5921B,as,  ,Hebrew,4,as
H5929,leaf,a.leh,Hebrew,18,leaf
H6010K,Valley [of Hebron],e.meq,Hebrew,1,vall
H6010O,Valley [of Kings],e.meq,Hebrew,3,vall
H6010Q,Valley [of Siddim],e.meq,Hebrew,3,vall
H6118,consequence,e.qev,Hebrew,15,cons
H6119,heel,a.qev,Hebrew,14,heel
H6124,striped,a.qod,Hebrew,7,stri
H6158,raven,o.rev,Hebrew,10,rave
H6185,childless,a.ri.ri,Hebrew,4,chil
H6218,ten,a.s.vor,Hebrew,16,ten
H6224,tenth,a.si.ri,Hebrew,29,tent
H6310K,lip: according,peh,Hebrew,32,lipa
H6311,here,poh,Hebrew,82,here
H6370,concubine,pi.le.gesh,Hebrew,37,conc
H6471,beat,pa.am,Hebrew,118,beat
H6479,stripe,pits.lah,Hebrew,1,stri
H6595A,morsel,pat,Hebrew,14,mors
H6654,side,tsad,Hebrew,33,side
H6672A,midday,tso.har,Hebrew,23,midd
H6672B,roof,tso.har,Hebrew,1,roof
H6763,side,tse.la,Hebrew,40,side
H6781A,bracelet,tsa.mid,Hebrew,6,brac
H6809,shawl,tsa.iph,Hebrew,3,shaw
H6875,balsam,tso.ri,Hebrew,6,bals
H6900,tomb,qe.vu.rah,Hebrew,14,tomb
H6924B,east,qe.dem,Hebrew,26,east
H6926,east,qid.mah,Hebrew,4,east
H6982,beam,qo.rah,Hebrew,5,beam
H6996H,small: young,qa.ton,Hebrew,19,smal
H7008,smoke,qi.tor,Hebrew,4,smok
H7062,handful,qo.mets,Hebrew,4,hand
H7070H,branch: stem,qa.neh,Hebrew,30,bran
H7097A,end,qa.tseh,Hebrew,92,end
H7140,ice,qe.rach,Hebrew,7,ice
H7192,coin,qe.si.tah,Hebrew,3,coin
H7199,bowman,qash.shat,Hebrew,1,bowm
H7200N,Provider [God],ra.ah,Hebrew,1,prov
H7210,sight,ro.i,Hebrew,5,sigh
H7242,necklace,ra.vid,Hebrew,2,neck
H7298A,trough,ra.hat,Hebrew,3,trou
H7305,space,re.vach,Hebrew,2,spac
H7342H,broad: wide,ra.chav,Hebrew,17,broa
H7353,ewe,ra.chel,Hebrew,4,ewe
H7387,emptily,re.qam,Hebrew,16,empt
H7458,famine,ra.av,Hebrew,101,fami
H7459,famine,re.a.von,Hebrew,3,fami
H7637,seventh,she.vi.i,Hebrew,102,seve
H7659,sevenfold,shiv.a.ta.yim,Hebrew,9,seve
H7716,sheep,seh,Hebrew,47,shee
H7718,onyx,sho.ham,Hebrew,11,onyx
H7880,bush,si.ach,Hebrew,4,bush
H7926,shoulder,she.khem,Hebrew,21,shou
H8029,third,shil.lesh,Hebrew,5,thir
H8032,three days ago,shil.shom,Hebrew,27,thre
H8040H,left: north,se.mol,Hebrew,6,left
H8071,mantle,sim.lah,Hebrew,35,mant
H8084,eighty,she.mo.nim,Hebrew,38,eigh
H8144,scarlet,sha.ni,Hebrew,42,scar
H8163A,hairy,sa.ir,Hebrew,2,hair
H8180,hundredfold,sha.ar,Hebrew,1,hund
H8193H,lip: words,sa.phah,Hebrew,26,lipw
H8207,horned viper,she.phi.phon,Hebrew,1,horn
H8255,shekel,she.qel,Hebrew,88,shek
H8268,trough,sho.qet,Hebrew,2,trou
H8288,thong,se.rokh,Hebrew,2,thon
H8316,fire,se.re.phah,Hebrew,13,fire
H8318,swarm,she.rets,Hebrew,15,swar
H8321B,vine,so.re.qah,Hebrew,1,vine
H8336B,linen,shesh,Hebrew,41,line
H8337,six,shesh,Hebrew,220,six
H8345,sixth,shish.shi,Hebrew,28,sixt
H8379,boundary,ta.a.vah,Hebrew,1,boun
H8380,twin,to.am,Hebrew,6,twin
