"strong","word","occurrence_count","ib_relevance"
"H5744J","obed","1","Not relevant"
"H5744K","obed","1","Not relevant"
"H5746","baking","1","Could impact IB"
"H5751","while","1","Not relevant"
"H5752H","oded","1","Could impact IB"
"H5755","avva","1","Could impact IB"
"H5755","ivvah","1","Could impact IB"
"H5759","little boys","1","Could impact IB"
"H5759","young","1","Not relevant"
"H5761I","avvites","1","Could impact IB"
"H5763","nursing","1","Could impact IB"
"H5763","nursing ewes","1","Could impact IB"
"H5763","young","1","Not relevant"
"H5764","infant","1","Could impact IB"
"H5764","nursing child","1","Could impact IB"
"H5765","deals corruptly","1","IB related"
"H5765","unjust","1","Could impact IB"
"H5768","babies","1","Could impact IB"
"H5770","eyed","1","Could impact IB"
"H5772","marital rights","1","Could impact IB"
"H5774A","brandish","1","Could impact IB"
"H5774A","hovering","1","Could impact IB"
"H5774A","light","1","Not relevant"
"H5774A","swoop down","1","Could impact IB"
"H5774B","like","1","Could impact IB"
"H5775","fowl","1","Could impact IB"
"H5775","winged things","1","Could impact IB"
"H5776","bird","1","Not relevant"
"H5776","birds","1","Not relevant"
"H5782","arise","1","Could impact IB"
"H5782","descendant","1","Could impact IB"
"H5782","exulted","1","Could impact IB"
"H5782","fire","1","Not relevant"
"H5782","raise","1","Could impact IB"
"H5782","rouse","1","Could impact IB"
"H5782","rouse up","1","Could impact IB"
"H5782","rouse yourself","1","Could impact IB"
"H5782","stir him up","1","Could impact IB"
"H5782","stirred","1","Could impact IB"
"H5782","stirs","1","Could impact IB"
"H5782","wield","1","Could impact IB"
"H5782","woke","1","Could impact IB"
"H5784","chaff","1","Could impact IB"
"H5785","body","1","Could impact IB"
"H5785","leather","1","Could impact IB"
"H5789","hasten","1","Could impact IB"
"H5790","sustain","1","Could impact IB"
"H5792","me","1","Not relevant"
"H5795","goats’","1","Not relevant"
"H5795","male","1","Could impact IB"
"H5795","young","1","Not relevant"
"H5796","goats","1","Not relevant"
"H5802","azbuk","1","Could impact IB"
"H5804","ayyah","1","Could impact IB"
"H5806H","azubah","1","Not relevant"
"H5809H","azzur","1","Could impact IB"
"H5809I","azzur","1","Could impact IB"
"H5811","azaz","1","Not relevant"
"H5812G","azaziah","1","Could impact IB"
"H5812I","azaziah","1","Could impact IB"
"H5813H","uzzi","1","Not relevant"
"H5813I","uzzi","1","Not relevant"
"H5813K","uzzi","1","Not relevant"
"H5813M","uzzi","1","Not relevant"
"H5815","aziel","1","Not relevant"
"H5816G","uzziel","1","Not relevant"
"H5816I","uzziel","1","Not relevant"
"H5816L","uzziel","1","Not relevant"
"H5818I","uzziah","1","Not relevant"
"H5818K","uzziah","1","Not relevant"
"H5820J","azmaveth","1","Not relevant"
"H5820K","azmaveth","1","Not relevant"
"H5823","dug","1","Could impact IB"
"H5828","helpers","1","Could impact IB"
"H5829I","ezer","1","Not relevant"
"H5829J","ezer","1","Not relevant"
"H5829K","ezer","1","Not relevant"
"H5833","aid","1","Could impact IB"
"H5834","ezrah","1","Could impact IB"
"H5836","ezri","1","Could impact IB"
"H5837G","azriel","1","Not relevant"
"H5837I","azriel","1","Not relevant"
"H5838G","azariah","1","Not relevant"
"H5838H","azariah","1","Not relevant"
"H5838L","azariah","1","Not relevant"
"H5838M","azariah","1","Not relevant"
"H5838O","azariah","1","Not relevant"
"H5838S","azariah","1","Not relevant"
"H5838T","azariah","1","Not relevant"
"H5838U","azariah","1","Not relevant"
"H5838V","azariah","1","Not relevant"
"H5838X","azariah","1","Not relevant"
"H5838Y","azariah","1","Not relevant"
"H5838y","azariah","1","Not relevant"
"H5838z","ahaziah","1","Not relevant"
"H5839","azariah","1","Not relevant"
"H5840J","azrikam","1","Could impact IB"
"H5841","gaza","1","Not relevant"
"H5841","gazites","1","Could impact IB"
"H5844A","around him","1","Not relevant"
"H5844A","clean","1","Could impact IB"
"H5844A","cleans","1","Could impact IB"
"H5844A","covering","1","Could impact IB"
"H5844A","covers","1","Could impact IB"
"H5844A","veils herself","1","Could impact IB"
"H5844A","wrapped himself","1","Could impact IB"
"H5844B","firm","1","Could impact IB"
"H5844B","seize","1","Could impact IB"
"H5845","pails","1","Could impact IB"
"H5846","sneezings","1","Could impact IB"
"H5847","bats","1","Could impact IB"
"H5850","crowns","1","Not relevant"
"H5851","atarah","1","Not relevant"
"H5857G","aiath","1","Could impact IB"
"H5857G","city","1","Not relevant"
"H5857H","ai","1","Could impact IB"
"H5861","lair","1","Could impact IB"
"H5862H","etam","1","Not relevant"
"H5863","iye-abarim","1","Could impact IB"
"H5865","forever","1","Not relevant"
"H5867B","elam","1","Not relevant"
"H5867I","elam","1","Not relevant"
"H5867J","elam","1","Not relevant"
"H5870","eye","1","Not relevant"
"H5871G","ain","1","Could impact IB"
"H5875","en-hakkore","1","Not relevant"
"H5878","harod","1","Could impact IB"
"H5880","en-mishpat","1","Not relevant"
"H5882","eneglaim","1","Could impact IB"
"H5885","en-shemesh","1","Not relevant"
"H5887","en-tappuah","1","Not relevant"
"H5890","darkness","1","Could impact IB"
"H5890","thick darkness","1","Could impact IB"
"H5891J","ephah","1","Not relevant"
"H5893H","rehoboth-ir","1","Could impact IB"
"H5894","watchers","1","Could impact IB"
"H5895","called","1","Not relevant"
"H5895","foal","1","Could impact IB"
"H5896G","ira","1","Could impact IB"
"H5896H","ira","1","Could impact IB"
"H5899","palms","1","Not relevant"
"H5901","iri","1","Could impact IB"
"H5903","nakedness","1","Could impact IB"
"H5905","ir-shemesh","1","Could impact IB"
"H5909","mouse","1","Could impact IB"
"H5910","acco","1","Could impact IB"
"H5913","tinkling","1","Could impact IB"
"H5914","anklets","1","Could impact IB"
"H5914","caught fast","1","Could impact IB"
"H5917","achan","1","Not relevant"
"H5919","asps","1","Could impact IB"
"H5920H","above","1","Not relevant"
"H5920H","high","1","Not relevant"
"H5920H","most high","1","Not relevant"
"H5920H","upward","1","Could impact IB"
"H5922","a","1","Not relevant"
"H5922","above","1","Not relevant"
"H5922","all","1","Not relevant"
"H5922","and about","1","Not relevant"
"H5922","and my","1","Not relevant"
"H5922","brothers","1","Not relevant"
"H5922","came","1","Not relevant"
"H5922","daniel","1","Not relevant"
"H5922","from","1","Not relevant"
"H5922","glad","1","Could impact IB"
"H5922","heard","1","Could impact IB"
"H5922","in him","1","Not relevant"
"H5922","injunction","1","Could impact IB"
"H5922","lords","1","Not relevant"
"H5922","me","1","Not relevant"
"H5922","more","1","Not relevant"
"H5922","of you","1","Not relevant"
"H5922","one","1","Not relevant"
"H5922","put around","1","Not relevant"
"H5922","roof","1","Could impact IB"
"H5922","therefore","1","Not relevant"
"H5922","upon","1","Not relevant"
"H5922","us","1","Not relevant"
"H5922","with","1","Not relevant"
"H5924","and over","1","Not relevant"
"H5926","stammerers","1","Could impact IB"
"H5928","burnt offerings","1","Could impact IB"
"H5929","branches","1","Not relevant"
"H5929","leafy","1","Could impact IB"
"H5929","myrtle","1","Could impact IB"
"H5929","palm","1","Not relevant"
"H5929","wild","1","Could impact IB"
"H5930A","a burnt offering","1","Could impact IB"
"H5930A","burnt sacrifices","1","Could impact IB"
"H5930A","offering","1","Not relevant"
"H5930A","offerings","1","Not relevant"
"H5936","leech","1","Could impact IB"
"H5939","dark","1","Could impact IB"
"H5940","pestle","1","Could impact IB"
"H5941","eli’s","1","Not relevant"
"H5944","burnt offerings","1","Could impact IB"
"H5944","chambers","1","Could impact IB"
"H5944","lofty abode","1","Could impact IB"
"H5944","roof","1","Could impact IB"
"H5944","rooms","1","Could impact IB"
"H5945A","exalted","1","Could impact IB"
"H5945A","highest","1","Not relevant"
"H5945A","most high","1","Not relevant"
"H5945A","ruins","1","Could impact IB"
"H5945A","top story","1","Could impact IB"
"H5945A","uppermost","1","Could impact IB"
"H5945G","upper","1","Could impact IB"
"H5948","furnace","1","Could impact IB"
"H5950","deed","1","Could impact IB"
"H5952","upper chamber","1","Could impact IB"
"H5954","before","1","Not relevant"
"H5954","came into","1","Not relevant"
"H5954","went","1","Not relevant"
"H5955","gleaned","1","Could impact IB"
"H5955","gleaning","1","Could impact IB"
"H5955","grape","1","Could impact IB"
"H5957","never","1","Not relevant"
"H5958","boy","1","Could impact IB"
"H5958","youth","1","Could impact IB"
"H5959","girl","1","Could impact IB"
"H5961","muth-labben","1","Could impact IB"
"H5962","elamites","1","Could impact IB"
"H5966","suck up","1","Could impact IB"
"H5967","ribs","1","Could impact IB"
"H5968","bedecked","1","Could impact IB"
"H5968","faint","1","Could impact IB"
"H5968","fainted","1","Could impact IB"
"H5968","was faint","1","Could impact IB"
"H5968","wrapping","1","Could impact IB"
"H5974","by","1","Not relevant"
"H5974","clay","1","Could impact IB"
"H5974","for","1","Not relevant"
"H5974","for me","1","Not relevant"
"H5974","like","1","Could impact IB"
"H5974","together","1","Not relevant"
"H5974","wild donkeys","1","Could impact IB"
"H5974","with him","1","Not relevant"
"H5976","shake","1","Could impact IB"
"H5978","against","1","Not relevant"
"H5978","around","1","Not relevant"
"H5978","care","1","Could impact IB"
"H5978","face","1","Could impact IB"
"H5978","father","1","Not relevant"
"H5978","have","1","Not relevant"
"H5978","keep me","1","Not relevant"
"H5978","kindly","1","Not relevant"
"H5978","kindness","1","IB related"
"H5978","land","1","Not relevant"
"H5978","loyally","1","Could impact IB"
"H5978","meet","1","Could impact IB"
"H5978","mine","1","Could impact IB"
"H5978","place","1","Not relevant"
"H5978","seven","1","Not relevant"
"H5978","silent","1","Could impact IB"
"H5978","steadfast love","1","IB related"
"H5978","streams","1","Could impact IB"
"H5978","surely","1","Not relevant"
"H5978","take","1","Not relevant"
"H5978","test","1","Could impact IB"
"H5978","toward","1","Not relevant"
"H5978","wherever","1","Could impact IB"
"H5979","standing","1","Not relevant"
"H5980","alike","1","Could impact IB"
"H5980","assign","1","Could impact IB"
"H5980","close","1","Could impact IB"
"H5980","corresponded to","1","Could impact IB"
"H5980","corresponding to","1","Could impact IB"
"H5980","just","1","Not relevant"
"H5980","just as","1","Not relevant"
"H5980","opposite","1","Could impact IB"
"H5980","rounded projection","1","Could impact IB"
"H5980","stood","1","Not relevant"
"H5980","well as","1","Could impact IB"
"H5982G","column","1","Could impact IB"
"H5982G","columns","1","Could impact IB"
"H5982G","pomegranates","1","Could impact IB"
"H5982G","posts","1","Could impact IB"
"H5982G","second","1","Not relevant"
"H5982H","pillars","1","Not relevant"
"H5984G","meunites","1","Could impact IB"
"H5984H","ammon","1","Not relevant"
"H5988I","ammiel","1","Not relevant"
"H5989J","ammihud","1","Not relevant"
"H5990","ammizabad","1","Could impact IB"
"H5992H","amminadab","1","Not relevant"
"H5993","kinsman","1","Could impact IB"
"H5994","deep","1","Not relevant"
"H5997","neighbor’s","1","Not relevant"
"H5997","to me","1","Not relevant"
"H5998","expended","1","Could impact IB"
"H5998","labors","1","Could impact IB"
"H5998","toiled","1","Could impact IB"
"H5998","works","1","Not relevant"
"H6002G","valley","1","Not relevant"
"H6002H","amalek","1","Not relevant"
"H6006","lift","1","Could impact IB"
"H6006","loading","1","Could impact IB"
"H6006","up","1","Not relevant"
"H6007","amasiah","1","Could impact IB"
"H6008","amad","1","Could impact IB"
"H6010J","emek-keziz","1","Could impact IB"
"H6010K","valley","1","Not relevant"
"H6010L","valley","1","Not relevant"
"H6010M","plain","1","Not relevant"
"H6010R","vale","1","Could impact IB"
"H6011","depth","1","Could impact IB"
"H6012","depths","1","Could impact IB"
"H6012","obscure","1","Could impact IB"
"H6013","deeps","1","Not relevant"
"H6014A","sheaves","1","Could impact IB"
"H6015","wool","1","Not relevant"
"H6016B","omers","1","Not relevant"
"H6019G","amram’s","1","Not relevant"
"H6021H","amasa","1","Not relevant"
"H6022H","amasai","1","Could impact IB"
"H6022J","amasai","1","Could impact IB"
"H6024","anab","1","Could impact IB"
"H6025","grape","1","Could impact IB"
"H6025","raisins","1","Could impact IB"
"H6028","delicate","1","Could impact IB"
"H6029","bind","1","Could impact IB"
"H6029","tie","1","Could impact IB"
"H6032","daniel","1","Not relevant"
"H6032","ordered","1","Could impact IB"
"H6032","said","1","Not relevant"
"H6042G","unni","1","Could impact IB"
"H6042H","unni","1","Could impact IB"
"H6043G","anaiah","1","Could impact IB"
"H6045","venture","1","Could impact IB"
"H6045","work","1","Not relevant"
"H6048","anammelech","1","Could impact IB"
"H6050","clouds","1","Could impact IB"
"H6053","clouds","1","Could impact IB"
"H6055G","ananiah","1","Could impact IB"
"H6057","boughs","1","Could impact IB"
"H6057","branch","1","Not relevant"
"H6057","it may","1","Not relevant"
"H6058","branches","1","Not relevant"
"H6059","furnish","1","Could impact IB"
"H6059","liberally","1","Could impact IB"
"H6059","necklace","1","Could impact IB"
"H6060B","collars","1","Could impact IB"
"H6060B","jewel","1","Not relevant"
"H6060B","pendants","1","Could impact IB"
"H6065","confiscation","1","Could impact IB"
"H6066","penalty","1","Could impact IB"
"H6066","tribute","1","Could impact IB"
"H6069","anathoth","1","Not relevant"
"H6071","wine","1","Not relevant"
"H6072","tread down","1","Could impact IB"
"H6073","branches","1","Not relevant"
"H6075A","puffed up","1","Could impact IB"
"H6075B","presumed","1","Could impact IB"
"H6079","eyelashes","1","Could impact IB"
"H6079","gaze","1","Could impact IB"
"H6080","flung","1","Could impact IB"
"H6081H","epher","1","Not relevant"
"H6081I","epher","1","Not relevant"
"H6082","fawns","1","Could impact IB"
"H6083","dirt","1","Could impact IB"
"H6083","rubbish","1","Could impact IB"
"H6083","rubble","1","Could impact IB"
"H6084G","ophrah","1","Not relevant"
"H6084I","ophrah","1","Not relevant"
"H6085I","ephron","1","Not relevant"
"H6086G","brushwood","1","Could impact IB"
"H6086G","build","1","Not relevant"
"H6086G","lyres","1","Could impact IB"
"H6086G","matter","1","Not relevant"
"H6086G","woodwork","1","Could impact IB"
"H6086H","olive","1","Not relevant"
"H6086H","seed","1","Not relevant"
"H6086H","wild","1","Could impact IB"
"H6086I","log","1","Could impact IB"
"H6086I","stalks","1","Could impact IB"
"H6086I","wooden","1","Could impact IB"
"H6086J","handle","1","Could impact IB"
"H6086K","carpenter","1","Could impact IB"
"H6086K","masons","1","Could impact IB"
"H6092","workers","1","Could impact IB"
"H6095","winks","1","Could impact IB"
"H6096","backbone","1","Could impact IB"
"H6097","trees","1","Could impact IB"
"H6101","slow","1","Could impact IB"
"H6104","idleness","1","Could impact IB"
"H6110","proofs","1","Could impact IB"
"H6112G","spear","1","Not relevant"
"H6114","far","1","Not relevant"
"H6115","barren","1","Could impact IB"
"H6116","company","1","Could impact IB"
"H6116","solemn","1","Could impact IB"
"H6116","solemn assemblies","1","Could impact IB"
"H6117","cheated","1","Could impact IB"
"H6117","heel","1","Not relevant"
"H6117","restrain","1","Could impact IB"
"H6118","back","1","Not relevant"
"H6118","for","1","Not relevant"
"H6119","cheat","1","Could impact IB"
"H6119","footprints","1","Could impact IB"
"H6119","footsteps","1","Could impact IB"
"H6119","hoofs","1","Could impact IB"
"H6119","rear guard","1","Could impact IB"
"H6119","steps","1","Could impact IB"
"H6119","tracks","1","Could impact IB"
"H6119","violence","1","Could impact IB"
"H6122","cunning","1","IB related"
"H6123","bound","1","Could impact IB"
"H6125","oppression","1","Could impact IB"
"H6126H","akkub","1","Not relevant"
"H6126J","akkub","1","Not relevant"
"H6127","perverted","1","Could impact IB"
"H6128","byways","1","Could impact IB"
"H6128","crooked ways","1","Could impact IB"
"H6129","twisting","1","Could impact IB"
"H6131A","pluck up","1","Could impact IB"
"H6131A","uprooted","1","Could impact IB"
"H6131B","hamstring","1","Could impact IB"
"H6133","member","1","Could impact IB"
"H6134","eker","1","Not relevant"
"H6142","ikkesh","1","Could impact IB"
"H6145","enemies","1","Could impact IB"
"H6145","enemy","1","Could impact IB"
"H6146","enemies","1","Could impact IB"
"H6147H","er","1","Could impact IB"
"H6150","evening","1","Not relevant"
"H6150","grown dark","1","Could impact IB"
"H6152B","west","1","Could impact IB"
"H6153","afternoon","1","Could impact IB"
"H6153","before","1","Not relevant"
"H6153","until at evening","1","Not relevant"
"H6153","until evening","1","Not relevant"
"H6154A","arabia","1","Could impact IB"
"H6154A","mixed tribes","1","Could impact IB"
"H6154M","foreign descent","1","Could impact IB"
"H6154M","foreign troops","1","Could impact IB"
"H6154M","mixed","1","Could impact IB"
"H6155G","willows","1","Could impact IB"
"H6160G","desert","1","Not relevant"
"H6160G","plain","1","Not relevant"
"H6160H","arabah","1","Could impact IB"
"H6160J","arabah","1","Could impact IB"
"H6160J","beth-arabah","1","Not relevant"
"H6160L","wasteland","1","Could impact IB"
"H6161","security","1","Could impact IB"
"H6161","token","1","Could impact IB"
"H6163B","arabs","1","Could impact IB"
"H6167","wild donkeys","1","Could impact IB"
"H6168","defenseless","1","Could impact IB"
"H6168","emptied","1","Could impact IB"
"H6168","empty","1","Not relevant"
"H6168","made naked","1","Could impact IB"
"H6168","make naked","1","Could impact IB"
"H6168","poured","1","Not relevant"
"H6168","poured out","1","Not relevant"
"H6168","spreading","1","Not relevant"
"H6168","uncovered","1","Could impact IB"
"H6169","bare places","1","Could impact IB"
"H6172","indecency","1","Could impact IB"
"H6172","indecent","1","Could impact IB"
"H6172","reach","1","Could impact IB"
"H6176","juniper","1","Could impact IB"
"H6176","shrub","1","Could impact IB"
"H6181","nakedness","1","Could impact IB"
"H6181","stripped","1","Could impact IB"
"H6183","clouds","1","Could impact IB"
"H6186A","array themselves","1","Could impact IB"
"H6186A","avail","1","Could impact IB"
"H6186A","case","1","Not relevant"
"H6186A","charge","1","Could impact IB"
"H6186A","compared","1","Could impact IB"
"H6186A","drawn","1","Could impact IB"
"H6186A","equipped","1","Could impact IB"
"H6186A","expert","1","Could impact IB"
"H6186A","forces","1","Could impact IB"
"H6186A","in order","1","Could impact IB"
"H6186A","joined","1","Could impact IB"
"H6186A","laid","1","Could impact IB"
"H6186A","lay","1","Not relevant"
"H6186A","line","1","Could impact IB"
"H6186A","ordered","1","Could impact IB"
"H6186A","tend","1","Could impact IB"
"H6186B","taxed","1","Could impact IB"
"H6186B","values","1","Could impact IB"
"H6189","forbidden","1","Could impact IB"
"H6189","uncircumcised person","1","Could impact IB"
"H6190G","gibeath-haaraloth","1","Could impact IB"
"H6190H","flesh","1","Could impact IB"
"H6190H","forbidden","1","Could impact IB"
"H6190H","uncircumcised","1","Could impact IB"
"H6192","piled up","1","Could impact IB"
"H6194","grain","1","Could impact IB"
"H6194","heap of grain","1","Could impact IB"
"H6194","heaps of grain","1","Could impact IB"
"H6199","destitute","1","Could impact IB"
"H6201","drop","1","Could impact IB"
"H6201","drop down","1","Could impact IB"
"H6202","break","1","Could impact IB"
"H6202","break down","1","Could impact IB"
"H6202","breaks","1","Could impact IB"
"H6202","broken","1","Could impact IB"
"H6205","darkness","1","Could impact IB"
"H6207","gnaws","1","Could impact IB"
"H6209","bare","1","Could impact IB"
"H6209","ground","1","Could impact IB"
"H6209","leveled","1","Could impact IB"
"H6209","stripped","1","Could impact IB"
"H6210","couches","1","Could impact IB"
"H6210","sickbed","1","Could impact IB"
"H6211A","moth’s","1","Could impact IB"
"H6212","herb","1","Not relevant"
"H6214I","asahel","1","Not relevant"
"H6214J","asahel","1","Not relevant"
"H6216","oppressor","1","Could impact IB"
"H6217","oppressed","1","Could impact IB"
"H6217","oppressors","1","Could impact IB"
"H6218","lute","1","Could impact IB"
"H6218","ten","1","Not relevant"
"H6218","ten strings","1","Could impact IB"
"H6218","ten-stringed","1","Could impact IB"
"H6219","wrought","1","Could impact IB"
"H6222K","asaiah","1","Could impact IB"
"H6226","smoking","1","Could impact IB"
"H6226","smoldering","1","Could impact IB"
"H6227","smoking","1","Could impact IB"
"H6230","esek","1","Not relevant"
"H6233","practiced","1","Could impact IB"
"H6233","what","1","Not relevant"
"H6234","oppressed","1","Could impact IB"
"H6235","10","1","Not relevant"
"H6235","25,000","1","Not relevant"
"H6235","910","1","Not relevant"
"H6235","apiece","1","Could impact IB"
"H6235","baths","1","Not relevant"
"H6235","plus fifteen","1","Could impact IB"
"H6235","seventeen","1","Could impact IB"
"H6236","12","1","Not relevant"
"H6236","twelve","1","Not relevant"
"H6237","full","1","Not relevant"
"H6237","paying","1","Could impact IB"
"H6237","tithe","1","Could impact IB"
"H6237","you shall","1","Not relevant"
"H6240","119","1","Not relevant"
"H6240","120,000","1","Not relevant"
"H6240","14,000","1","Not relevant"
"H6240","16,750","1","Not relevant"
"H6240","17,200","1","Not relevant"
"H6240","18","1","Not relevant"
"H6240","212","1","Not relevant"
"H6240","318","1","Not relevant"
"H6240","815","1","Not relevant"
"H6240","912","1","Not relevant"
"H6240","^","1","Not relevant"
"H6240","besides","1","Not relevant"
"H6240","days","1","Not relevant"
"H6240","nineteen","1","Could impact IB"
"H6240","nineteenth","1","Could impact IB"
"H6240","sixteenth","1","Could impact IB"
"H6240","ten","1","Not relevant"
"H6240","years","1","Not relevant"
"H6241","ephah","1","Not relevant"
"H6241","fine flour","1","Could impact IB"
"H6241","offer","1","Not relevant"
"H6242","10,000","1","Not relevant"
"H6242","123","1","Not relevant"
"H6242","20","1","Not relevant"
"H6242","20,200","1","Not relevant"
"H6242","20,800","1","Not relevant"
"H6242","22,034","1","Not relevant"
"H6242","22,273","1","Not relevant"
"H6242","22,600","1","Not relevant"
"H6242","220","1","Not relevant"
"H6242","23,000","1","Not relevant"
"H6242","25,100","1","Not relevant"
"H6242","27,000","1","Not relevant"
"H6242","29","1","Not relevant"
"H6242","3,023","1","Not relevant"
"H6242","822","1","Not relevant"
"H6242","cities","1","Could impact IB"
"H6242","cubits","1","Not relevant"
"H6242","cubits square","1","Could impact IB"
"H6242","twenty-sixth","1","Could impact IB"
"H6243","120","1","Not relevant"
"H6244","waste","1","Could impact IB"
"H6244","wasted","1","Could impact IB"
"H6244","wastes","1","Could impact IB"
"H6247","polished","1","Could impact IB"
"H6249","twelve","1","Not relevant"
"H6256","circumstances","1","Could impact IB"
"H6256","continually","1","Could impact IB"
"H6256","evening","1","Not relevant"
"H6256","fate","1","Could impact IB"
"H6256","following spring","1","Could impact IB"
"H6256","from","1","Not relevant"
"H6256","house","1","Not relevant"
"H6256","late one","1","Could impact IB"
"H6256","long as","1","Not relevant"
"H6256","mealtime","1","Could impact IB"
"H6256","noon","1","Could impact IB"
"H6256","some","1","Not relevant"
"H6256","spring","1","Could impact IB"
"H6256","then at","1","Not relevant"
"H6256","until","1","Not relevant"
"H6256","until evening","1","Not relevant"
"H6256","were","1","Not relevant"
"H6256","whenever","1","Could impact IB"
"H6258","ashamed","1","Could impact IB"
"H6258","away","1","Not relevant"
"H6258","because","1","Not relevant"
"H6258","better","1","Could impact IB"
"H6258","blessed","1","IB related"
"H6258","careful","1","Could impact IB"
"H6258","carved wood","1","Could impact IB"
"H6258","devour","1","Could impact IB"
"H6258","distress","1","IB related"
"H6258","face","1","Could impact IB"
"H6258","fight","1","Could impact IB"
"H6258","forth","1","Could impact IB"
"H6258","hear","1","Could impact IB"
"H6258","heaven","1","Could impact IB"
"H6258","henceforth","1","Could impact IB"
"H6258","honor","1","IB related"
"H6258","in","1","Not relevant"
"H6258","kill","1","Not relevant"
"H6258","let","1","Could impact IB"
"H6258","nabal","1","Not relevant"
"H6258","nothing","1","Not relevant"
"H6258","now on","1","Not relevant"
"H6258","now when","1","Not relevant"
"H6258","once","1","Not relevant"
"H6258","people","1","Not relevant"
"H6258","played the whore","1","Could impact IB"
"H6258","poured out","1","Not relevant"
"H6258","rest","1","Not relevant"
"H6258","show","1","Could impact IB"
"H6258","silent","1","Could impact IB"
"H6258","sister","1","Not relevant"
"H6258","soon","1","Not relevant"
"H6258","stand still","1","Not relevant"
"H6258","strong drink","1","Could impact IB"
"H6258","take","1","Not relevant"
"H6258","tell","1","Not relevant"
"H6258","turn","1","Not relevant"
"H6258","turned","1","Not relevant"
"H6258","when","1","Not relevant"
"H6258","yet","1","Not relevant"
"H6259","plunder","1","Could impact IB"
"H6260","he-goats","1","Could impact IB"
"H6261","readiness","1","Could impact IB"
"H6262G","attai","1","Could impact IB"
"H6263","ready","1","Could impact IB"
"H6264","doom","1","Could impact IB"
"H6265","athaiah","1","Could impact IB"
"H6266","fine","1","Could impact IB"
"H6267","ancient","1","Could impact IB"
"H6267","taken","1","Not relevant"
"H6272","scorched","1","Could impact IB"
"H6273","othni","1","Could impact IB"
"H6278","eth-kazin","1","Could impact IB"
"H6283","abundance","1","Could impact IB"
"H6284","pieces","1","Could impact IB"
"H6285","east","1","Could impact IB"
"H6285","hair","1","Not relevant"
"H6285","north side","1","Could impact IB"
"H6285","separate","1","Could impact IB"
"H6285","south","1","Could impact IB"
"H6287","headdresses","1","Could impact IB"
"H6287","turban","1","Could impact IB"
"H6288B","boughs","1","Could impact IB"
"H6291","figs","1","Not relevant"
"H6294","chance","1","Could impact IB"
"H6294","misfortune","1","Could impact IB"
"H6298","fall","1","Not relevant"
"H6298","meets","1","Could impact IB"
"H6305G","pedaiah","1","Could impact IB"
"H6305K","pedaiah","1","Could impact IB"
"H6305M","pedaiah","1","Could impact IB"
"H6306A","redemption","1","IB related"
"H6306B","ransom","1","Could impact IB"
"H6306B","redemption","1","IB related"
"H6307","paddan","1","Could impact IB"
"H6311","before","1","Not relevant"
"H6311","cubits","1","Not relevant"
"H6311","donkey","1","Not relevant"
"H6311","either","1","Not relevant"
"H6311","hand","1","Not relevant"
"H6311","is","1","Not relevant"
"H6311","measured","1","Not relevant"
"H6311","prophet","1","Not relevant"
"H6311","seen","1","Not relevant"
"H6311","thus far","1","Not relevant"
"H6311","which","1","Not relevant"
"H6312H","puah","1","Could impact IB"
"H6314","rest","1","Not relevant"
"H6319","potiphera","1","Could impact IB"
"H6320","paint","1","Could impact IB"
"H6320","painted","1","Could impact IB"
"H6321","beans","1","Could impact IB"
"H6322H","pul","1","Could impact IB"
"H6326","puah","1","Could impact IB"
"H6327A","chase","1","Could impact IB"
"H6327A","dispersed over","1","Could impact IB"
"H6327A","dispersed them over","1","Could impact IB"
"H6327A","pour out","1","Not relevant"
"H6327A","scattering","1","Could impact IB"
"H6327A","spread","1","Not relevant"
"H6327B","scatterer","1","Could impact IB"
"H6327C","overflow","1","Could impact IB"
"H6327D","breaks","1","Could impact IB"
"H6327D","pieces","1","Could impact IB"
"H6328","move","1","Could impact IB"
"H6328","stumble","1","Could impact IB"
"H6329","further","1","Not relevant"
"H6329","gets","1","Could impact IB"
"H6329","pour","1","Not relevant"
"H6329","providing","1","Could impact IB"
"H6333","measures","1","Not relevant"
"H6333","winepress","1","Could impact IB"
"H6335A","frolic","1","Could impact IB"
"H6335A","leaping","1","Could impact IB"
"H6335A","press","1","Could impact IB"
"H6335B","scattered","1","Could impact IB"
"H6336","puthites","1","Could impact IB"
"H6340","distributed","1","Could impact IB"
"H6340","gives","1","Not relevant"
"H6340","hunted","1","Could impact IB"
"H6340","scattered abroad","1","Could impact IB"
"H6341A","coals","1","Could impact IB"
"H6341B","leaf","1","Not relevant"
"H6341B","plates","1","Could impact IB"
"H6344","thighs","1","Not relevant"
"H6349","unstable","1","Could impact IB"
"H6351","trapped","1","Could impact IB"
"H6352","charcoal","1","Could impact IB"
"H6353","potter’s","1","Could impact IB"
"H6354","gorge","1","Could impact IB"
"H6354","pitfall","1","Could impact IB"
"H6354","pits","1","Could impact IB"
"H6355H","pahath-moab","1","Could impact IB"
"H6355I","pahath-moab","1","Could impact IB"
"H6356","rot","1","Could impact IB"
"H6361","tunics","1","Could impact IB"
"H6362","dismiss","1","Could impact IB"
"H6362","eluded","1","Could impact IB"
"H6362","letting out","1","Could impact IB"
"H6362","make","1","Not relevant"
"H6362","service","1","Could impact IB"
"H6363A","first open","1","Not relevant"
"H6363A","first opens","1","Not relevant"
"H6363B","open","1","Not relevant"
"H6366","edges","1","Could impact IB"
"H6367","hahiroth","1","Could impact IB"
