id,verse_context_group_id,owning_registry_no,cluster_assignment,dimension,anchor_count,related_count,set_aside_count,total_verse_count,delete_flagged,dimension_confidence,manual_override,notes,last_modified,dominant_subject
8251,2245,147,C11,01 — Emotion — Positive,2,7,87,9,0,KEYWORD_WEAK,0,,2026-04-09,
8252,2246,147,C11,02 — Emotion — Negative,1,4,87,5,0,KEYWORD_WEAK,0,,2026-04-09,
8253,2247,147,C11,01 — Emotion — Positive,1,2,87,3,0,KEYWORD_STRONG,0,,2026-04-09,
8254,2248,147,C11,06 — Relational Disposition,2,4,87,6,0,KEYWORD_WEAK,0,,2026-04-09,
8255,2249,147,C11,06 — Relational Disposition,1,3,87,4,0,KEYWORD_WEAK,0,,2026-04-09,
8256,2250,147,C11,02 — Emotion — Negative,1,2,87,3,0,KEYWORD_WEAK,0,,2026-04-09,
8257,2251,147,C11,03 — Cognition,2,3,87,5,0,KEYWORD_STRONG,0,,2026-04-09,
8258,2252,147,C11,,2,6,87,8,0,UNCLASSIFIED,0,,2026-04-09,
8259,2170,147,C11,05 — Moral Character,1,1,0,2,0,KEYWORD_WEAK,0,,2026-04-09,
8260,2171,147,C11,11 — Divine-Human Correspondence,1,3,0,4,0,KEYWORD_STRONG,0,,2026-04-09,
8261,2172,147,C11,05 — Moral Character,1,4,21,5,0,KEYWORD_WEAK,0,,2026-04-09,
8262,2173,148,C10,05 — Moral Character,1,2,0,3,0,KEYWORD_WEAK,0,,2026-04-09,HUMAN
8263,2174,148,C10,05 — Moral Character,1,1,0,2,0,KEYWORD_WEAK,0,,2026-04-09,HUMAN
8264,2175,149,C12,06 — Relational Disposition,2,10,0,12,0,KEYWORD_WEAK,0,,2026-04-09,
8265,2176,149,C12,06 — Relational Disposition,1,5,0,6,0,KEYWORD_WEAK,0,,2026-04-09,
8266,2177,149,C12,06 — Relational Disposition,1,3,0,4,0,KEYWORD_WEAK,0,,2026-04-09,
8267,2178,149,C12,05 — Moral Character,1,0,0,1,0,KEYWORD_WEAK,0,,2026-04-09,
8268,2179,149,C12,05 — Moral Character,1,1,0,2,0,KEYWORD_WEAK,0,,2026-04-09,
8269,2180,149,C12,05 — Moral Character,1,0,0,1,0,ROOT_INFERRED,0,ROOT_INFERRED from root KATALAL: 2/2 (100%),2026-04-09,
8270,2181,149,C12,06 — Relational Disposition,1,1,0,2,0,KEYWORD_WEAK,0,,2026-04-09,
8271,2182,149,C12,02 — Emotion — Negative,2,3,0,5,0,KEYWORD_WEAK,0,,2026-04-09,
8272,2183,149,C12,06 — Relational Disposition,1,0,0,1,0,KEYWORD_WEAK,0,,2026-04-09,
8273,2184,149,C12,05 — Moral Character,1,0,0,1,0,KEYWORD_WEAK,0,,2026-04-09,
8274,2185,149,C12,05 — Moral Character,1,2,21,3,0,KEYWORD_WEAK,0,,2026-04-09,
8275,2186,149,C12,05 — Moral Character,2,35,186,37,0,KEYWORD_WEAK,0,,2026-04-09,
8276,2187,149,C12,06 — Relational Disposition,1,5,186,6,0,KEYWORD_WEAK,0,,2026-04-09,
8277,2188,149,C12,09 — Agency / Power,1,0,11,1,0,KEYWORD_WEAK,0,,2026-04-09,
8278,2189,149,C12,05 — Moral Character,1,2,0,3,0,KEYWORD_WEAK,0,,2026-04-09,
8279,2190,149,C12,06 — Relational Disposition,1,0,0,1,0,KEYWORD_WEAK,0,,2026-04-09,
8280,2191,150,C16,09 — Agency / Power,1,2,0,3,0,KEYWORD_WEAK,0,,2026-04-09,
8281,2192,150,C16,09 — Agency / Power,2,4,0,6,0,KEYWORD_WEAK,0,,2026-04-09,
8282,2193,150,C16,05 — Moral Character,1,4,0,5,0,KEYWORD_WEAK,0,,2026-04-09,
8283,2194,150,C16,05 — Moral Character,1,0,0,1,0,ROOT_INFERRED,0,ROOT_INFERRED from root KASHAPH: 1/2 (50%),2026-04-09,
8284,2216,151,C05,02 — Emotion — Negative,1,4,0,5,0,KEYWORD_WEAK,0,,2026-04-09,
8285,2217,151,C05,02 — Emotion — Negative,1,0,0,1,0,KEYWORD_WEAK,0,,2026-04-09,
8286,2218,151,C05,02 — Emotion — Negative,1,3,0,4,0,KEYWORD_WEAK,0,,2026-04-09,
8287,2219,151,C05,02 — Emotion — Negative,1,0,0,1,0,KEYWORD_WEAK,0,,2026-04-09,
8288,2220,151,C05,02 — Emotion — Negative,2,20,0,22,0,KEYWORD_WEAK,0,,2026-04-09,
8289,2221,151,C05,05 — Moral Character,2,69,0,71,0,KEYWORD_WEAK,0,,2026-04-09,
8290,2195,151,C05,02 — Emotion — Negative,1,0,1,1,0,KEYWORD_STRONG,0,,2026-04-09,
8291,2222,151,C05,02 — Emotion — Negative,2,9,0,11,0,KEYWORD_STRONG,0,,2026-04-09,
8292,2223,151,C05,02 — Emotion — Negative,1,1,0,2,0,KEYWORD_WEAK,0,,2026-04-09,
8293,2196,151,C05,06 — Relational Disposition,1,2,32,3,0,KEYWORD_WEAK,0,,2026-04-09,
8294,2224,151,C05,02 — Emotion — Negative,1,2,0,3,0,KEYWORD_WEAK,0,,2026-04-09,
8295,2225,151,C05,02 — Emotion — Negative,1,0,0,1,0,KEYWORD_WEAK,0,,2026-04-09,
8296,2226,151,C05,02 — Emotion — Negative,1,0,0,1,0,KEYWORD_WEAK,0,,2026-04-09,
8297,2227,151,C05,02 — Emotion — Negative,2,4,0,6,0,KEYWORD_WEAK,0,,2026-04-09,
8298,2228,151,C05,02 — Emotion — Negative,1,0,0,1,0,KEYWORD_WEAK,0,,2026-04-09,
8299,2197,151,C05,02 — Emotion — Negative,1,1,3,2,0,KEYWORD_WEAK,0,,2026-04-09,
8300,2229,151,C05,02 — Emotion — Negative,1,1,0,2,0,ROOT_INFERRED,0,ROOT_INFERRED from root DA'AV: 3/3 (100%),2026-04-09,
8301,2198,151,C05,02 — Emotion — Negative,1,2,0,3,0,KEYWORD_WEAK,0,,2026-04-09,
8302,2230,151,C05,02 — Emotion — Negative,2,11,37,13,0,KEYWORD_WEAK,0,,2026-04-09,
8303,2231,151,C05,05 — Moral Character,1,4,37,5,0,KEYWORD_WEAK,0,,2026-04-09,
8304,2199,151,C05,02 — Emotion — Negative,1,1,3,2,0,KEYWORD_WEAK,0,,2026-04-09,
8305,2200,151,C05,05 — Moral Character,2,17,0,19,0,KEYWORD_WEAK,0,,2026-04-09,
8306,2201,151,C05,05 — Moral Character,1,1,5,2,0,KEYWORD_WEAK,0,,2026-04-09,
8307,2253,151,C05,,1,0,6,1,0,UNCLASSIFIED,0,,2026-04-09,
8308,2232,151,C05,05 — Moral Character,2,70,1,72,0,KEYWORD_WEAK,0,,2026-04-09,
8309,2254,151,C05,,1,0,6,1,0,UNCLASSIFIED,0,,2026-04-09,
8310,2202,151,C05,02 — Emotion — Negative,1,5,1,6,0,KEYWORD_WEAK,0,,2026-04-09,
8311,2203,151,C05,11 — Divine-Human Correspondence,1,1,1,2,0,KEYWORD_STRONG,0,,2026-04-09,
8312,2204,151,C05,10 — Dependence / Creatureliness,2,23,35,25,0,KEYWORD_WEAK,0,,2026-04-09,
8313,2233,151,C05,11 — Divine-Human Correspondence,1,0,0,1,0,KEYWORD_STRONG,0,,2026-04-09,
8314,2234,151,C05,10 — Dependence / Creatureliness,1,0,0,1,0,KEYWORD_WEAK,0,,2026-04-09,
8315,2235,151,C05,02 — Emotion — Negative,2,3,2,5,0,KEYWORD_WEAK,0,,2026-04-09,
8316,2236,151,C05,02 — Emotion — Negative,1,2,1,3,0,KEYWORD_WEAK,0,,2026-04-09,
8317,2237,151,C05,04 — Volition,1,2,0,3,0,KEYWORD_WEAK,0,,2026-04-09,
8318,2238,151,C05,02 — Emotion — Negative,2,26,7,28,0,KEYWORD_WEAK,0,,2026-04-09,
8319,2205,152,C18,06 — Relational Disposition,1,0,0,1,0,ROOT_INFERRED,0,ROOT_INFERRED from root ERIS: 1/2 (50%),2026-04-09,
8320,2206,152,C18,05 — Moral Character,2,7,0,9,0,KEYWORD_WEAK,0,,2026-04-09,
8321,2207,152,C18,06 — Relational Disposition,1,0,0,1,0,ROOT_INFERRED,0,ROOT_INFERRED from root ERIS: 2/3 (67%),2026-04-09,
8322,2208,152,C18,06 — Relational Disposition,1,0,0,1,0,KEYWORD_WEAK,0,,2026-04-09,
8323,2209,152,C18,05 — Moral Character,1,2,0,3,0,KEYWORD_WEAK,0,,2026-04-09,
8324,2210,152,C18,11 — Divine-Human Correspondence,1,0,0,1,0,KEYWORD_WEAK,0,,2026-04-09,
8325,2211,152,C18,06 — Relational Disposition,1,1,0,2,0,KEYWORD_WEAK,0,,2026-04-09,
8326,2212,152,C18,06 — Relational Disposition,1,6,0,7,0,KEYWORD_WEAK,0,,2026-04-09,
8327,2213,152,C18,05 — Moral Character,2,23,16,25,0,KEYWORD_WEAK,0,,2026-04-09,
8328,2214,153,C09,05 — Moral Character,1,0,0,1,0,KEYWORD_WEAK,0,,2026-04-09,
8329,2215,153,C09,04 — Volition,2,8,0,10,0,KEYWORD_WEAK,0,,2026-04-09,
8330,2239,155,C14,06 — Relational Disposition,1,3,0,4,0,KEYWORD_WEAK,0,,2026-04-09,
8331,2240,155,C14,03 — Cognition,2,30,0,32,0,KEYWORD_WEAK,0,,2026-04-09,
8332,2255,156,C14,06 — Relational Disposition,1,0,86,1,0,KEYWORD_WEAK,0,,2026-04-09,
8333,2256,157,C12,03 — Cognition,1,0,0,1,0,KEYWORD_STRONG,0,,2026-04-09,
8334,2257,157,C12,05 — Moral Character,1,1,1,2,0,KEYWORD_WEAK,0,,2026-04-09,
8335,2258,157,C12,11 — Divine-Human Correspondence,1,0,0,1,0,KEYWORD_WEAK,0,,2026-04-09,
8336,2259,157,C12,05 — Moral Character,2,2,0,4,0,KEYWORD_WEAK,0,,2026-04-09,
8337,2260,157,C12,04 — Volition,2,10,0,12,0,KEYWORD_WEAK,0,,2026-04-09,
8338,2261,157,C12,08 — Transformation,3,16,0,19,0,KEYWORD_STRONG,0,,2026-04-09,
8339,2262,157,C12,04 — Volition,2,7,0,9,0,KEYWORD_WEAK,0,,2026-04-09,
8340,2263,157,C12,08 — Transformation,2,9,0,11,0,KEYWORD_WEAK,0,,2026-04-09,
8341,2264,157,C12,04 — Volition,1,1,0,2,0,KEYWORD_WEAK,0,,2026-04-09,
8342,2265,157,C12,05 — Moral Character,2,4,0,6,0,KEYWORD_STRONG,0,,2026-04-09,
8343,2266,157,C12,04 — Volition,2,2,4,4,0,KEYWORD_WEAK,0,,2026-04-09,
8344,2267,157,C12,05 — Moral Character,2,2,0,4,0,KEYWORD_WEAK,0,,2026-04-09,
8345,2268,158,C06,02 — Emotion — Negative,1,2,0,3,0,KEYWORD_WEAK,0,,2026-04-09,
8346,2269,158,C06,,2,4,0,6,0,UNCLASSIFIED,0,,2026-04-09,
8347,2270,158,C06,08 — Transformation,1,1,0,2,0,KEYWORD_WEAK,0,,2026-04-09,
8348,2271,158,C06,02 — Emotion — Negative,1,0,0,1,0,KEYWORD_WEAK,0,,2026-04-09,
8349,2272,158,C06,11 — Divine-Human Correspondence,1,0,0,1,0,KEYWORD_WEAK,0,,2026-04-09,
8350,2273,158,C06,02 — Emotion — Negative,2,6,0,8,0,KEYWORD_WEAK,0,,2026-04-09,
8351,2274,158,C06,02 — Emotion — Negative,2,2,7,4,0,KEYWORD_WEAK,0,,2026-04-09,
8352,2275,158,C06,03 — Cognition,2,1,21,3,0,KEYWORD_STRONG,0,,2026-04-09,
8353,2276,159,C16,05 — Moral Character,2,9,32,11,0,KEYWORD_WEAK,0,,2026-04-09,
8354,2277,159,C16,,2,4,41,6,0,UNCLASSIFIED,0,,2026-04-09,
8355,2278,159,C16,05 — Moral Character,2,7,51,9,0,KEYWORD_WEAK,0,,2026-04-09,
8356,2279,159,C16,01 — Emotion — Positive,2,12,8,14,0,KEYWORD_WEAK,0,,2026-04-09,
8357,2280,159,C16,08 — Transformation,2,12,45,14,0,KEYWORD_WEAK,0,,2026-04-09,
8358,2281,159,C16,05 — Moral Character,1,0,3,1,0,KEYWORD_WEAK,0,,2026-04-09,
8359,2282,159,C16,04 — Volition,2,7,27,9,0,KEYWORD_WEAK,0,,2026-04-09,
8360,2283,159,C16,11 — Divine-Human Correspondence,1,1,1,2,0,KEYWORD_WEAK,0,,2026-04-09,
8361,2284,160,C02,04 — Volition,2,5,0,7,0,KEYWORD_WEAK,0,,2026-04-09,
8362,2285,160,C02,03 — Cognition,1,0,0,1,0,KEYWORD_STRONG,0,,2026-04-09,
8363,2286,160,C02,03 — Cognition,2,17,8,19,0,KEYWORD_STRONG,0,,2026-04-09,
8364,2287,160,C02,05 — Moral Character,3,27,67,30,0,KEYWORD_WEAK,0,,2026-04-09,
8365,2288,160,C02,03 — Cognition,3,27,8,30,0,KEYWORD_STRONG,0,,2026-04-09,
8366,2289,160,C02,04 — Volition,2,0,0,2,0,KEYWORD_WEAK,0,,2026-04-09,
8367,2290,160,C02,04 — Volition,1,1,0,2,0,KEYWORD_STRONG,0,,2026-04-09,
8368,2291,160,C02,03 — Cognition,2,12,0,14,0,KEYWORD_WEAK,0,,2026-04-09,
8369,2292,160,C02,03 — Cognition,1,0,0,1,0,KEYWORD_WEAK,0,,2026-04-09,
8370,2293,160,C02,02 — Emotion — Negative,2,10,16,12,0,KEYWORD_WEAK,0,,2026-04-09,
8371,2294,160,C02,04 — Volition,2,4,6,6,0,KEYWORD_WEAK,0,,2026-04-09,
8372,2295,160,C02,03 — Cognition,1,0,0,1,0,KEYWORD_WEAK,0,,2026-04-09,
8373,1751,160,C02,06 — Relational Disposition,2,14,0,16,0,KEYWORD_WEAK,0,,2026-04-09,
8374,2296,160,C02,11 — Divine-Human Correspondence,1,0,0,1,0,KEYWORD_WEAK,0,,2026-04-09,
8375,2297,160,C02,04 — Volition,1,0,0,1,0,KEYWORD_WEAK,0,,2026-04-09,
8376,2298,160,C02,06 — Relational Disposition,1,0,0,1,0,KEYWORD_WEAK,0,,2026-04-09,
8377,2299,160,C02,04 — Volition,1,0,0,1,0,KEYWORD_STRONG,0,,2026-04-09,
8378,2300,160,C02,11 — Divine-Human Correspondence,1,1,0,2,0,KEYWORD_WEAK,0,,2026-04-09,
8379,2301,160,C02,03 — Cognition,2,4,0,6,0,KEYWORD_WEAK,0,,2026-04-09,
8380,2302,160,C02,03 — Cognition,1,0,0,1,0,KEYWORD_WEAK,0,,2026-04-09,
8381,2303,162,C11,05 — Moral Character,1,3,0,4,0,KEYWORD_WEAK,0,,2026-04-09,
8382,2304,162,C11,05 — Moral Character,2,5,0,7,0,KEYWORD_WEAK,0,,2026-04-09,
8383,2305,162,C11,05 — Moral Character,2,3,0,5,0,KEYWORD_WEAK,0,,2026-04-09,
8384,2306,162,C11,08 — Transformation,1,0,0,1,0,KEYWORD_WEAK,0,,2026-04-09,
8385,2307,162,C11,05 — Moral Character,2,12,0,14,0,KEYWORD_WEAK,0,,2026-04-09,
8386,2308,162,C11,03 — Cognition,2,11,44,13,0,KEYWORD_STRONG,0,,2026-04-09,
8387,2309,162,C11,03 — Cognition,1,0,0,1,0,KEYWORD_WEAK,0,,2026-04-09,
8388,2310,162,C11,05 — Moral Character,1,1,0,2,0,KEYWORD_WEAK,0,,2026-04-09,
8389,2311,163,C15,10 — Dependence / Creatureliness,3,32,17,35,0,KEYWORD_WEAK,0,,2026-04-09,
8390,2312,163,C15,06 — Relational Disposition,1,1,0,2,0,KEYWORD_WEAK,0,,2026-04-09,
8391,2313,163,C15,,1,3,0,4,0,UNCLASSIFIED,0,,2026-04-09,
8392,2314,163,C15,06 — Relational Disposition,1,7,7,8,0,KEYWORD_WEAK,0,,2026-04-09,
8393,2315,163,C15,10 — Dependence / Creatureliness,1,21,7,22,0,KEYWORD_WEAK,0,,2026-04-09,
8394,2316,163,C15,05 — Moral Character,1,3,7,4,0,KEYWORD_WEAK,0,,2026-04-09,
8395,2317,163,C15,09 — Agency / Power,1,0,0,1,0,KEYWORD_WEAK,0,,2026-04-09,
8396,2318,163,C15,11 — Divine-Human Correspondence,1,1,1,2,0,KEYWORD_WEAK,0,,2026-04-09,
8397,2319,163,C15,11 — Divine-Human Correspondence,1,1,1,2,0,KEYWORD_WEAK,0,,2026-04-09,
8398,2320,163,C15,10 — Dependence / Creatureliness,1,0,0,1,0,KEYWORD_WEAK,0,,2026-04-09,
8399,2321,163,C15,10 — Dependence / Creatureliness,1,4,8,5,0,KEYWORD_WEAK,0,,2026-04-09,
8400,2322,163,C15,10 — Dependence / Creatureliness,1,6,8,7,0,KEYWORD_WEAK,0,,2026-04-09,
8401,2323,164,C10,08 — Transformation,1,7,14,8,0,KEYWORD_STRONG,0,,2026-04-09,HUMAN
8402,2324,164,C10,04 — Volition,1,17,14,18,0,CLAUDE_AI,0,,2026-04-09,HUMAN
8403,2325,164,C10,05 — Moral Character,1,17,14,18,0,KEYWORD_WEAK,0,,2026-04-09,HUMAN
8404,2326,164,C10,10 — Dependence / Creatureliness,1,5,14,6,0,CLAUDE_AI,0,,2026-04-09,HUMAN
8405,2327,164,C10,06 — Relational Disposition,1,11,14,12,0,KEYWORD_WEAK,0,,2026-04-09,HUMAN
8406,2328,164,C10,03 — Cognition,1,13,14,14,0,KEYWORD_WEAK,0,,2026-04-09,HUMAN
8407,2329,164,C10,06 — Relational Disposition,1,1,0,2,0,KEYWORD_WEAK,0,,2026-04-09,HUMAN
8408,2330,164,C10,05 — Moral Character,1,7,17,8,0,KEYWORD_WEAK,0,,2026-04-09,HUMAN
8409,2331,164,C10,06 — Relational Disposition,1,5,20,6,0,CLAUDE_AI,0,,2026-04-09,HUMAN
8410,2332,164,C10,03 — Cognition,1,12,5,13,0,KEYWORD_WEAK,0,,2026-04-09,HUMAN
8411,2333,165,C16,04 — Volition,1,9,0,10,0,KEYWORD_WEAK,0,,2026-04-09,
8412,2334,165,C16,06 — Relational Disposition,1,3,0,4,0,KEYWORD_WEAK,0,,2026-04-09,
8413,2335,165,C16,,1,6,0,7,0,UNCLASSIFIED,0,,2026-04-09,
8414,2336,165,C16,,1,3,0,4,0,UNCLASSIFIED,0,,2026-04-09,
8415,2337,165,C16,04 — Volition,1,1,3,2,0,KEYWORD_STRONG,0,,2026-04-09,
8416,2338,166,C02,03 — Cognition,1,4,0,5,0,KEYWORD_WEAK,0,,2026-04-09,
8417,2339,166,C02,03 — Cognition,1,0,0,1,0,KEYWORD_WEAK,0,,2026-04-09,
8418,2340,166,C02,03 — Cognition,1,3,0,4,0,KEYWORD_WEAK,0,,2026-04-09,
8419,2341,166,C02,03 — Cognition,1,18,0,19,0,KEYWORD_WEAK,0,,2026-04-09,
8420,2342,166,C02,03 — Cognition,1,3,0,4,0,KEYWORD_WEAK,0,,2026-04-09,
8421,2343,166,C02,03 — Cognition,1,1,0,2,0,KEYWORD_WEAK,0,,2026-04-09,
8422,2344,166,C02,03 — Cognition,1,0,0,1,0,KEYWORD_STRONG,0,,2026-04-09,
8423,2345,166,C02,03 — Cognition,1,2,0,3,0,KEYWORD_STRONG,0,,2026-04-09,
8424,2346,166,C02,11 — Divine-Human Correspondence,1,29,65,30,0,KEYWORD_WEAK,0,,2026-04-09,
8425,2347,166,C02,04 — Volition,1,25,65,26,0,KEYWORD_WEAK,0,,2026-04-09,
8426,2348,166,C02,03 — Cognition,1,76,65,77,0,KEYWORD_WEAK,0,,2026-04-09,
8427,2349,166,C02,02 — Emotion — Negative,1,29,65,30,0,KEYWORD_WEAK,0,,2026-04-09,
8428,2350,167,C18,06 — Relational Disposition,1,1,0,2,0,KEYWORD_WEAK,0,,2026-04-09,
8429,2351,167,C18,,1,30,272,31,0,UNCLASSIFIED,0,,2026-04-09,
8430,2352,167,C18,,1,71,272,72,0,UNCLASSIFIED,0,,2026-04-09,
8431,2353,167,C18,,1,28,272,29,0,UNCLASSIFIED,0,,2026-04-09,
8432,2354,167,C18,02 — Emotion — Negative,1,1,1,2,0,ROOT_INFERRED,0,ROOT_INFERRED from root YACHAD: 2/4 (50%),2026-04-09,
8433,2355,167,C18,06 — Relational Disposition,1,22,20,23,0,KEYWORD_WEAK,0,,2026-04-09,
8434,2356,167,C18,01 — Emotion — Positive,1,12,50,13,0,KEYWORD_WEAK,0,,2026-04-09,
8435,2357,167,C18,02 — Emotion — Negative,1,33,50,34,0,KEYWORD_WEAK,0,,2026-04-09,
8436,2358,167,C18,02 — Emotion — Negative,1,7,0,8,0,KEYWORD_WEAK,0,,2026-04-09,
8437,2359,167,C18,02 — Emotion — Negative,1,3,0,4,0,ROOT_INFERRED,0,ROOT_INFERRED from root YACHAD: 3/5 (60%),2026-04-09,
8438,2360,168,C10,05 — Moral Character,1,0,0,1,0,KEYWORD_STRONG,0,,2026-04-09,GOD
8439,2361,168,C10,05 — Moral Character,1,4,2,5,0,KEYWORD_WEAK,0,,2026-04-09,HUMAN
8440,2362,168,C10,05 — Moral Character,1,4,2,5,0,KEYWORD_WEAK,0,,2026-04-09,HUMAN
8441,2363,168,C10,05 — Moral Character,1,1,2,2,0,KEYWORD_WEAK,0,,2026-04-09,HUMAN
8442,2364,168,C10,05 — Moral Character,1,36,6,37,0,KEYWORD_WEAK,0,,2026-04-09,GOD
8443,2365,168,C10,04 — Volition,1,7,6,8,0,KEYWORD_WEAK,0,,2026-04-09,HUMAN
8444,2366,168,C10,05 — Moral Character,1,45,6,46,0,KEYWORD_STRONG,0,,2026-04-09,HUMAN
8445,2367,168,C10,05 — Moral Character,1,5,6,6,0,KEYWORD_WEAK,0,,2026-04-09,GOD
8446,2368,168,C10,05 — Moral Character,1,8,6,9,0,CLAUDE_AI,0,ROOT_INFERRED from root YOSHER: 9/11 (82%),2026-04-09,HUMAN
8447,2369,168,C10,08 — Transformation,1,0,6,1,0,KEYWORD_WEAK,0,,2026-04-09,HUMAN
8448,2370,168,C10,06 — Relational Disposition,1,0,0,1,0,KEYWORD_WEAK,0,,2026-04-09,HUMAN
8449,2371,168,C10,05 — Moral Character,1,7,3,8,0,KEYWORD_WEAK,0,,2026-04-09,GOD
8450,2372,168,C10,01 — Emotion — Positive,1,7,3,8,0,KEYWORD_WEAK,0,,2026-04-09,HUMAN
8451,2373,168,C10,06 — Relational Disposition,1,2,17,3,0,KEYWORD_WEAK,0,,2026-04-09,HUMAN
8452,2374,168,C10,04 — Volition,1,2,17,3,0,CLAUDE_AI,0,ROOT_INFERRED from root NOKHACH: 1/2 (50%),2026-04-09,HUMAN
8453,2375,168,C10,05 — Moral Character,1,0,17,1,0,CLAUDE_AI,0,ROOT_INFERRED from root NOKHACH: 2/3 (67%),2026-04-09,HUMAN
8454,2376,168,C10,05 — Moral Character,1,3,0,4,0,CLAUDE_AI,0,ROOT_INFERRED from root NOKHACH: 3/4 (75%),2026-04-09,HUMAN
8455,2377,168,C10,05 — Moral Character,1,3,0,4,0,KEYWORD_WEAK,0,,2026-04-09,HUMAN
8456,2378,170,C09,09 — Agency / Power,1,9,1,10,0,KEYWORD_WEAK,0,,2026-04-09,
8457,2379,170,C09,07 — Vitality / Existence,1,2,1,3,0,KEYWORD_WEAK,0,,2026-04-09,
8458,2380,170,C09,05 — Moral Character,1,5,0,6,0,KEYWORD_WEAK,0,,2026-04-09,
8459,2381,170,C09,09 — Agency / Power,1,6,0,7,0,KEYWORD_WEAK,0,,2026-04-09,
8460,2382,170,C09,,1,0,0,1,0,UNCLASSIFIED,0,,2026-04-09,
8461,2383,170,C09,04 — Volition,1,1,2,2,0,KEYWORD_WEAK,0,,2026-04-09,
8462,2384,170,C09,05 — Moral Character,1,4,2,5,0,KEYWORD_WEAK,0,,2026-04-09,
8463,2385,170,C09,06 — Relational Disposition,1,8,2,9,0,KEYWORD_WEAK,0,,2026-04-09,
8464,2386,170,C09,09 — Agency / Power,1,0,0,1,0,KEYWORD_WEAK,0,,2026-04-09,
8465,2387,171,C12,04 — Volition,1,36,12,37,0,ROOT_INFERRED,0,ROOT_INFERRED from root ZANAH: 2/3 (67%),2026-04-09,
8466,2388,171,C12,04 — Volition,1,1,12,2,0,ROOT_INFERRED,0,ROOT_INFERRED from root ZANAH: 3/4 (75%),2026-04-09,
8467,2389,171,C12,04 — Volition,1,0,12,1,0,KEYWORD_WEAK,0,,2026-04-09,
8468,2390,171,C12,04 — Volition,1,12,12,13,0,KEYWORD_WEAK,0,,2026-04-09,
8469,2391,171,C12,04 — Volition,1,17,12,18,0,ROOT_INFERRED,0,ROOT_INFERRED from root ZANAH: 4/5 (80%),2026-04-09,
8470,2392,171,C12,04 — Volition,1,9,0,10,0,ROOT_INFERRED,0,ROOT_INFERRED from root ZANAH: 5/6 (83%),2026-04-09,
8471,2393,171,C12,03 — Cognition,1,8,0,9,0,KEYWORD_WEAK,0,,2026-04-09,
8472,2394,172,C11,,1,3,0,4,0,UNCLASSIFIED,0,,2026-04-09,
8473,2395,172,C11,05 — Moral Character,1,0,0,1,0,KEYWORD_WEAK,0,,2026-04-09,
8474,2396,172,C11,11 — Divine-Human Correspondence,1,8,17,9,0,KEYWORD_WEAK,0,,2026-04-09,
8475,2397,172,C11,06 — Relational Disposition,1,1,17,2,0,KEYWORD_WEAK,0,,2026-04-09,
8476,2398,172,C11,04 — Volition,1,9,17,10,0,KEYWORD_WEAK,0,,2026-04-09,
8477,2399,172,C11,02 — Emotion — Negative,1,15,17,16,0,KEYWORD_WEAK,0,,2026-04-09,
8478,2400,172,C11,05 — Moral Character,1,0,0,1,0,KEYWORD_WEAK,0,,2026-04-09,
8479,2401,172,C11,05 — Moral Character,1,13,1,14,0,KEYWORD_WEAK,0,,2026-04-09,
8480,2402,172,C11,05 — Moral Character,1,18,1,19,0,KEYWORD_WEAK,0,,2026-04-09,
8481,2403,172,C11,04 — Volition,1,10,3,11,0,KEYWORD_WEAK,0,,2026-04-09,
8482,2404,172,C11,07 — Vitality / Existence,1,9,3,10,0,KEYWORD_WEAK,0,,2026-04-09,
8483,2405,172,C11,05 — Moral Character,1,0,3,1,0,KEYWORD_WEAK,0,,2026-04-09,
8484,2406,172,C11,05 — Moral Character,1,132,3,133,0,KEYWORD_WEAK,0,,2026-04-09,
8485,2407,172,C11,05 — Moral Character,1,21,3,22,0,KEYWORD_WEAK,0,,2026-04-09,
8486,2408,173,C14,04 — Volition,1,2,0,3,0,KEYWORD_STRONG,0,,2026-04-09,
8487,2409,173,C14,04 — Volition,1,5,3,6,0,ROOT_INFERRED,0,ROOT_INFERRED from root HAIR: 3/5 (60%),2026-04-09,
8488,2410,173,C14,01 — Emotion — Positive,1,0,0,1,0,KEYWORD_WEAK,0,,2026-04-09,
8489,2411,173,C14,,1,1,0,2,0,UNCLASSIFIED,0,,2026-04-09,
8490,2412,173,C14,04 — Volition,1,1,0,2,0,ROOT_INFERRED,0,ROOT_INFERRED from root HAIR: 4/6 (67%),2026-04-09,
8491,2413,173,C14,06 — Relational Disposition,1,20,2,21,0,KEYWORD_WEAK,0,,2026-04-09,
8492,2414,173,C14,06 — Relational Disposition,1,11,2,12,0,ROOT_INFERRED,0,ROOT_INFERRED from root Ō: 1/2 (50%),2026-04-09,
8493,2415,173,C14,09 — Agency / Power,1,24,2,25,0,KEYWORD_WEAK,0,,2026-04-09,
8494,2416,173,C14,,1,12,8,13,0,UNCLASSIFIED,0,,2026-04-09,
8495,2417,173,C14,02 — Emotion — Negative,1,6,8,7,0,KEYWORD_WEAK,0,,2026-04-09,
8496,2418,173,C14,,1,2,8,3,0,UNCLASSIFIED,0,,2026-04-09,
8497,2419,173,C14,05 — Moral Character,1,10,5,11,0,KEYWORD_WEAK,0,,2026-04-09,
8498,2420,173,C14,07 — Vitality / Existence,1,21,5,22,0,KEYWORD_WEAK,0,,2026-04-09,
8499,2421,173,C14,02 — Emotion — Negative,1,21,5,22,0,KEYWORD_WEAK,0,,2026-04-09,
