strongNumber,stepGloss,stepTransliteration,language,count
G0903,Balaam,balaam,Greek,66
G0904,Balak,balak,Greek,50
G0905,purse,ballantion,Greek,6
G0906G,to throw: throw,ballō,Greek,181
G0906H,to throw: put,ballō,Greek,52
G0906I,to throw: sow,ballō,Greek,2
G0906J,to throw: pour,ballō,Greek,6
G0907,to baptize,baptizō,Greek,83
G0908,baptism,baptisma,Greek,22
G0909,baptism,baptismos,Greek,5
G0910,one who baptizes,baptistēs,Greek,14
G0911,to dip,baptō,Greek,23
G0912,Barabbas,barabbas,Greek,11
G0913,Barak,barak,Greek,15
G0914,Barachiah,barachias,Greek,14
G0915,barbarian,barbaros,Greek,8
G0916,to burden,bareō,Greek,8
G0917,difficultly,bareōs,Greek,5
G0918,Bartholomew,bartholomaios,Greek,4
G0919,Bar-Jesus,bariēsous,Greek,1
G0920,Bar-Jonah,bariōnas,Greek,1
G0921G,Barnabas,barnabas,Greek,29
G0922,burden,baros,Greek,13
G0923G,Barsabbas,barsabas,Greek,2
G0923H,Barsabbas,barsabas,Greek,2
G0924,Bartimaeus,bartimaios,Greek,1
G0926,weighty,barus,Greek,36
G0927,expensive,barutimos,Greek,1
G0935,king,basileus,Greek,2773
G0938H,Queen,basilissa,Greek,4
G0939,foot,basis,Greek,82
G0940,to bewitch,baskainō,Greek,3
G0941,to carry,bastazō,Greek,31
G0942,thorn bush,batos,Greek,12
G0943,bath,batos,Greek,3
G0944,frog,batrachos,Greek,14
G0945,to babble,battologeō,Greek,1
G0952,profane,bebēlos,Greek,12
G0953,to profane,bebēloō,Greek,70
G0954,Beelzebul,beelzeboul,Greek,7
G0955,Belial,belial,Greek,2
G0956,arrow,belos,Greek,42
G0957,better,beltiōn,Greek,22
G0958,Benjamin,beniamin,Greek,189
G0959,Bernice,bernikē,Greek,3
G0960,Berea,beroia,Greek,2
G0963,Bethany,bēthania,Greek,12
G0964,Bethesda,bēthzatha,Greek,1
G0965,Bethlehem,bēthleem,Greek,53
G0966,Bethsaida,bēthsaida,Greek,7
G0967,Bethphage,bēthfagē,Greek,3
G0968,judgement seat,bēma,Greek,15
G0970,force,bia,Greek,17
G0971,to force,biazō,Greek,13
G0972,strong,biaios,Greek,7
G0973,forceful person,biastēs,Greek,1
G0974,little scroll,biblaridion,Greek,4
G0975,scroll,biblion,Greek,201
G0976,book,biblos,Greek,27
G0977,to eat,bibrōskō,Greek,40
G0978,Bithynia,bithunia,Greek,2
G0979,life,bios,Greek,35
G0980,to live,bioō,Greek,4
G0981,lifestyle,biōsis,Greek,1
G0982,of this life,biōtikos,Greek,3
G0983,harmful,blaberos,Greek,2
G0985,to sprout,blastanō,Greek,15
G0986,Blastus,blastos,Greek,13
G0990,a look,blemma,Greek,1
G0991,to see,blepō,Greek,243
G0992,must be put,blēteon,Greek,2
G0993,Boanerges,boanerges,Greek,1
G0994,to cry out,boaō,Greek,133
G0995,outcry,boē,Greek,9
G0996,help,boētheia,Greek,38
G0997,to help,boētheō,Greek,79
G0998,a helper,boēthos,Greek,48
G0999,pit,bothunos,Greek,12
G1004,mire,borboros,Greek,3
G1005,the north,borras,Greek,155
G1006,to feed,boskō,Greek,36
G1007,Beor,bosor beōr,Greek,22
G1008,crop,botanē,Greek,17
G1009,bunch of grapes,botrus,Greek,14
G1010,member of a council,bouleutēs,Greek,5
G1015,hill,bounos,Greek,96
G1016,ox,bous,Greek,185
G1017,prize,brabeion,Greek,2
G1018,to rule,brabeuō,Greek,1
G1019,to delay,bradunō,Greek,5
G1020,to sail slowly,braduploeō,Greek,1
G1021,slow,bradus,Greek,3
G1022,slowness,bradutēs,Greek,1
G1023,arm,brachiōn,Greek,108
G1024,little,brachus,Greek,18
G1025,infant,brefos,Greek,9
G1026,to rain down,brechō,Greek,21
G1027,thunder,brontē,Greek,19
G1028,rain,brochē,Greek,4
G1029,restraint,brochos,Greek,4
G1030,gnashing,brugmos,Greek,8
G1031,to gnash,bruchō,Greek,6
G1032,to pour,bruō,Greek,1
G1033,food,brōma,Greek,66
G1034,edible,brōsimos,Greek,4
G1035,eating,brōsis,Greek,51
G1036,to sink,buthizō,Greek,2
G1037,the deep,buthos,Greek,6
G1038,tanner,burseus,Greek,3
G1039,fine linen,bussinos,Greek,16
G1040,fine linen,bussos,Greek,43
G1041,altar,bōmos,Greek,37
G1042,Gabbatha,gabbatha,Greek,1
G1043,Gabriel,gabriēl,Greek,4
G1044,gangrene,gangraina,Greek,1
G1046,Gadara,gadarēnos,Greek,4
G1047,treasury,gaza,Greek,8
G1048,Gaza,gaza,Greek,23
G1049,treasury,gazofulakion,Greek,17
G1050G,Gaius,gaios,Greek,5
G1050I,Gaius,gaios,Greek,4
G1050J,Gaius,gaios,Greek,2
G1051,milk,gala,Greek,48
G1052,Galatian,galatēs,Greek,2
G1053,Galatia,galatia,Greek,4
G1054,Galatia,galatikos,Greek,2
G1055,calm,galēnē,Greek,3
G1056G,Galilee,galilaia,Greek,75
G1056H,(Sea of) Galilee,galilaia,Greek,5
G1057,Galilean,galilaios,Greek,11
G1058,Gallio,galliōn,Greek,3
G1059,Gamaliel,gamaliēl,Greek,7
G1060,to marry,gameō,Greek,29
G1061,to give in marriage,gamiskō gamizō,Greek,8
G1062,wedding,gamos,Greek,20
G1063,for,gar,Greek,2005
G1064,belly,gastēr,Greek,69
G1065,indeed,ge,Greek,224
G1066,Gideon,gedeōn,Greek,46
G1068,Gethsemane,gethsēmanē,Greek,2
G1069,neighbour,geitōn,Greek,18
G1070,to laugh,gelaō,Greek,14
G1071,laughter,gelōs,Greek,15
G1072,to fill,gemizō,Greek,10
G1073,be full,gemō,Greek,16
G1074,generation,genea,Greek,220
G1075,to trace genealogy,genealogeō,Greek,8
G1076,genealogy,genealogia,Greek,7
G1077,birthday,genesia genethlios,Greek,2
G1078,origin,genesis,Greek,44
G1079,birth,genetē,Greek,2
G1080,to beget,gennaō,Greek,350
G1081G,offspring,gennēma,Greek,72
G1081H,offspring: fruit,gennēma,Greek,4
G1082,Gennesaret,gennēsaret,Greek,3
G1083,birth,gennēsis,Greek,1
G1084,born,gennētos,Greek,7
G1085G,family: descendant,genos,Greek,80
G1085H,family: kind,genos,Greek,6
G1087,council of elders,gerousia,Greek,28
G1088,an old man,gerōn,Greek,5
G1089,to taste,geuō,Greek,28
G1090,to farm,geōrgeō,Greek,2
G1091,farm field,geōrgion,Greek,9
G1092,farmer,geōrgos,Greek,29
G1093G,earth: planet,gē,Greek,3032
G1093H,earth: country,gē,Greek,57
G1093I,earth: soil,gē,Greek,34
G1094,old age,gēras,Greek,34
G1095,to grow old,gēraskō,Greek,17
G1097,to know,ginōskō,Greek,824
G1098,sweet wine,gleukos,Greek,2
G1099,sweet,glukus,Greek,14
G1101,moneybag,glōssokomon,Greek,6
G1102,one who bleaches,gnafeus,Greek,4
G1103,genuine,gnēsios,Greek,5
G1104,genuinely,gnēsiōs,Greek,1
G1105,darkness,gnofos,Greek,27
G1107,to make known,gnōrizō,Greek,90
G1108,knowledge,gnōsis,Greek,71
G1109,expert in,gnōstēs,Greek,5
G1110,acquainted with,gnōstos gnōrimos,Greek,31
G1111,to murmur,gonguzō,Greek,21
G1112,murmuring,gongusmos,Greek,12
G1113,a murmurer,gongustēs,Greek,1
G1114,imposter,goēs,Greek,1
G1115,Golgotha,golgotha,Greek,3
G1116,Gomorrah,gomorra,Greek,25
G1117,cargo,gomos,Greek,5
G1118,parent,goneus,Greek,23
G1119,a knee,gonu,Greek,41
G1120,to kneel,gonupeteō,Greek,4
G1121,something written,gramma,Greek,33
G1122,scribe,grammateus,Greek,147
G1123,written,graptos,Greek,3
G1124,a writing,grafē,Greek,78
G1125,to write,grafō,Greek,423
G1126,old wives’ tale,graōdēs,Greek,1
G1127,to keep watch,grēgoreō,Greek,29
G1129,training,gumnasia,Greek,1
G1133,weak-willed woman,gunaikarion,Greek,1
G1134,feminine,gunaikeios,Greek,6
G1135G,woman,gunē,Greek,1012
G1135H,woman: wife,gunē,Greek,107
G1136,Gog,gōg,Greek,16
G1137,corner,gōnia,Greek,43
G1138,David,daueid dauid dabid,Greek,1150
G1139,be demonised,daimonizomai,Greek,13
G1140,demon,daimonion,Greek,72
G1141,demonic,daimoniōdēs,Greek,1
G1142,demon,daimōn,Greek,6
G1143,to bite,daknō,Greek,13
G1144,teardrop,dakru dakruon,Greek,35
G1145,to weep,dakruō,Greek,4
G1146,ring,daktulios,Greek,51
G1147,finger,daktulos,Greek,44
G1149,Dalmatia,dalmatia,Greek,1
G1150,to tame,damazō,Greek,7
G1151,heifer,damalis,Greek,38
G1152,Damaris,damaris,Greek,1
G1154,Damascus,damaskos,Greek,62
G1155,to lend/borrow,daneizō,Greek,20
G1156,debt,daneion,Greek,4
G1157,moneylender,daneistēs,Greek,3
G1158,Daniel,daniēl,Greek,83
G1159,to spend,dapanaō,Greek,5
G1160,cost,dapanē,Greek,3
G1163,be necessary,dei,Greek,137
G1164,example,deigma,Greek,1
G1165,to disgrace,deigmatizō,Greek,2
G1166,to show,deiknuō,Greek,123
G1170,a certain one,deina,Greek,2
G1171,terribly,deinōs,Greek,4
G1172,to dine,deipneō,Greek,5
G1173,dinner,deipnon,Greek,18
G1174,religious,deisidaimōn,Greek,1
G1175,religion,deisidaimonia,Greek,1
G1176,ten,deka,Greek,300
G1178,fifteen,dekapente,Greek,8
G1179,Decapolis,dekapolis,Greek,3
G1180,fourteen,dekatessares,Greek,13
G1181,tenth,dekatē,Greek,11
G1182,tenth,dekatos,Greek,87
G1183,to tithe,dekatoō,Greek,3
G1184,acceptable,dektos,Greek,36
G1186,tree,dendron,Greek,54
G1187,slinger,dexiolabos,Greek,1
G1188,right,dexios,Greek,230
G1191,Derbe,derbē,Greek,3
G1192,leather,derma,Greek,80
G1193,made of leather,dermatinos,Greek,15
G1194,to beat up,derō,Greek,17
G1195,to bind,desmeuō,Greek,10
G1196,to shackle,desmeō,Greek,1
G1197,bundle,desmē,Greek,2
G1198,prisoner,desmios,Greek,21
G1199,chain,desmos,Greek,54
G1200,jailer,desmofulax,Greek,4
G1201,prison,desmōtērion,Greek,11
G1202,prisoner,desmōtēs,Greek,5
G1203,master,despotēs,Greek,26
G1204,come,deuro,Greek,77
G1205,come,deute,Greek,54
G1206,the next day,deuteraios,Greek,1
G1208,secondly,deuteros,Greek,257
G1209,to receive,dechomai,Greek,109
G1210,to bind,deō,Greek,96
G1212,Urim,dēlos,Greek,9
G1213,to make clear,dēloō,Greek,21
G1214,Demas,dēmas,Greek,3
G1216,Demetrius,dēmētrios,Greek,3
G1217,builder,dēmiourgos,Greek,1
G1218,people,dēmos,Greek,202
G1219,public,dēmosios,Greek,4
G1220,denarius,dēnarion,Greek,17
G1222,surely,dēpou,Greek,0
G1223,through/because of,dia,Greek,1667
G1224,to cross,diabainō,Greek,120
G1225,to accuse,diaballō,Greek,3
G1227,to see clearly,diablepō,Greek,3
G1228G,Devil,diabolos,Greek,58
G1228H,slanderous,diabolos,Greek,58
G1229,to proclaim,diangellō,Greek,9
G1230,to pass,diaginomai,Greek,3
G1232,to report,diagnōrizō,Greek,1
G1233,decision,diagnōsis,Greek,1
G1234,to murmur,diagonguzō,Greek,12
G1235,to wake,diagrēgoreō,Greek,1
G1236,to live,diagō,Greek,19
G1237,to receive in turn,diadechomai,Greek,5
G1238,diadem,diadēma,Greek,8
G1240,successor,diadochos,Greek,4
G1241,to tie around,diazōnnumi,Greek,3
G1243,variety,diairesis,Greek,36
G1244,to distribute,diaireō,Greek,40
G1246,to refute,diakatelenchomai,Greek,1
G1247,to serve,diakoneō,Greek,37
G1248,service,diakonia,Greek,34
G1249,servant,diakonos,Greek,37
G1250,two hundred,diakosioi,Greek,93
G1254,to hinder,diakōluō,Greek,1
G1255,to discuss,dialaleō,Greek,2
G1257,to stop,dialeipō,Greek,13
G1262,to disperse,dialuō,Greek,8
G1263,to testify solemnly,diamarturomai,Greek,45
G1264,to contend sharply,diamachomai,Greek,1
G1265,to remain,diamenō,Greek,13
G1268,to spread,dianemō,Greek,2
G1269,to signify,dianeuō,Greek,1
G1272,to open up,dianoigō,Greek,41
G1273,to spend the night,dianuktereuō,Greek,2
G1274,to continue,dianuō,Greek,1
G1275,always,diapantos,Greek,93
G1276,to cross,diaperaō,Greek,8
G1278,be vexed,diaponeō,Greek,3
G1279,to go through,diaporeuō,Greek,45
G1281,to gain in trade,diapragmateuomai,Greek,1
G1282,be furious,diapriō,Greek,3
G1283,to rob,diarpazō,Greek,35
G1284,to tear,diarrēgnumi,Greek,77
G1285,to explain,diasafeō,Greek,3
G1286,to extort,diaseiō,Greek,1
G1287,to scatter,diaskorpizō,Greek,58
G1288,to tear apart,diaspaō,Greek,11
G1289,to scatter,diaspeirō,Greek,63
G1290,dispersion,diaspora,Greek,10
G1292,interval,diastēma,Greek,14
G1293,distinction,diastolē,Greek,6
G1294,to pervert,diastrefō,Greek,35
G1295,to save,diasōzō,Greek,67
G1298,to trouble,diatarassō,Greek,2
G1300,to continue,diateleō,Greek,4
G1301,to keep,diatēreō,Greek,18
G1302,why?,diati,Greek,0
G1304,to remain,diatribō,Greek,12
G1305,food,diatrofē,Greek,1
G1306,to shine through,diaugazō,Greek,1
G1307,transparent,diafanēs,Greek,4
G1308,to spread/surpass,diaferō,Greek,16
G1309,to escape,diafeugō,Greek,11
G1310,to publish abroad,diafēmizō,Greek,3
G1313,different,diaforos,Greek,9
G1314,to protect,diafulassō,Greek,16
G1315,to kill,diacheirizō,Greek,3
G1316,be separated,diachōrizō,Greek,18
G1317,able to teach,didaktikos,Greek,2
G1318,taught,didaktos,Greek,4
G1319,teaching,didaskalia,Greek,24
G1320,teacher,didaskalos,Greek,60
G1321,to teach,didaskō,Greek,173
G1322,teaching,didachē,Greek,30
G1323,two-drachma,didrachmos,Greek,28
G1324,Twin,didumos,Greek,9
G1325,to give,didōmi,Greek,2129
G1326,to arouse,diegeirō,Greek,9
G1327,thoroughfare,diexodos,Greek,26
G1330,to pass through,dierchomai,Greek,176
G1331,to ascertain,dierōtaō,Greek,1
G1332,two years old,dietēs,Greek,1
G1333,two years,dietia,Greek,2
G1334,to relate fully,diēgeomai,Greek,54
G1335,narrative,diēgēsis,Greek,4
G1336,perpetual,diēnekēs,Greek,4
G1337,sandbar,dithalassos,Greek,1
G1338,to penetrate,diikneomai,Greek,3
G1339,to pass,diistēmi,Greek,8
G1340,to insist,diischurizomai,Greek,2
G1350,net,diktuon,Greek,34
G1351,insincere,dilogos,Greek,1
G1352,therefore,dio,Greek,65
G1353,to go through,diodeuō,Greek,12
G1354,Dionysius,dionusios,Greek,1
G1355,for,dioper,Greek,3
G1356,fallen from heaven,diopetēs,Greek,1
G1357,reformation,diorthōsis,Greek,2
G1358,to break in,diorussō,Greek,8
G1359,the twin gods,dioskouroi,Greek,1
G1360,because,dioti,Greek,348
G1361,Diotrephes,diotrefēs,Greek,1
G1362,double,diplous,Greek,29
G1363,to double,diploō,Greek,1
G1364,twice,dis,Greek,19
G1366,double-edged,distomos,Greek,7
G1367,two thousand,dischilioi,Greek,31
G1368,to strain out,diulizō,Greek,2
G1369,to disunite,dichazō,Greek,1
G1370,dissension,dichostasia,Greek,3
G1371,to cut in two,dichotomeō,Greek,3
G1372,to thirst,dipsaō,Greek,48
G1373,thirst,dipsos,Greek,14
G1376,persecutor,diōktēs,Greek,1
G1378,decree,dogma,Greek,19
G1379,to decree,dogmatizō,Greek,2
G1380,to think,dokeō,Greek,91
G1385,plank,dokos,Greek,14
G1390,gift,doma,Greek,45
G1392,to glorify,doxazō,Greek,128
G1393,Dorcas,dorkas,Greek,14
G1394,gift,dosis,Greek,6
G1395,giver,dotēs,Greek,2
G1403,banquet,dochē,Greek,11
G1404,dragon,drakōn,Greek,50
G1405,to catch,drassomai,Greek,5
G1406,drachma,drachmē,Greek,11
G1407,sickle,drepanon,Greek,21
G1408,racecourse,dromos,Greek,8
G1409,Drusilla,drousilla,Greek,1
G1416,to set,dunō dumi,Greek,21
G1417,two,duo,Greek,758
G1418,hard,dus,Greek,0
G1419,ponderous,dusbastaktos,Greek,3
G1420,dysentery,dusenteria,Greek,1
G1422,difficult,duskolos,Greek,2
G1423,difficultly,duskolōs,Greek,3
G1424,west,dusmē,Greek,59
G1425,hard to understand,dusnoētos,Greek,1
G1427,twelve,dōdeka,Greek,190
G1429,twelve tribes,dōdekafulos,Greek,1
G1430,housetop,dōma,Greek,33
G1432,freely,dōrean,Greek,9
G1436,ha!/aha!,ea,Greek,5
G1437,if,ean,Greek,1555
G1438,themself,heautou,Greek,904
G1439,to allow,eaō,Greek,31
G1440,seventy,hebdomēkonta,Greek,98
G1441,seventy times,hebdomēkontakis,Greek,2
G1442,seventh,hebdomos,Greek,129
G1445,Hebrews,hebraios,Greek,36
G1446,Hebrew,hebrais,Greek,3
G1447,Hebrew,hebraisti,Greek,7
G1448,to come near,engizō,Greek,170
G1449,to write in,engrafō,Greek,4
G1450,guarantor,enguos,Greek,1
G1451,near,engus,Greek,75
G1452,nearer,enguteros,Greek,1
G1453,to arise,egeirō,Greek,199
G1454,resurrection,egersis,Greek,3
G1455,a spy,enkathetos,Greek,3
G1456,Feast|Festival of Dedication,enkainia,Greek,6
G1458,to accuse,enkaleō,Greek,10
G1459,to leave behind,enkataleipō,Greek,161
G1461,to ingraft,enkentrizō,Greek,6
G1462,accusation,enklēma,Greek,2
G1463,to clothe oneself,enkomboomai,Greek,1
G1464,hindrance,enkopē,Greek,1
G1465,to impede,enkoptō,Greek,5
G1469,to classify,enkrinō,Greek,1
G1470,to mix,enkruptō,Greek,8
G1471,pregnant,enkuos,Greek,1
G1473,I myself,egō,Greek,5041
G1474,to raze,edafizō,Greek,8
G1475,ground,edafos,Greek,15
G1476,steadfast,hedraios,Greek,3
G1477,foundation,hedraiōma,Greek,1
G1479,self-made religion,ethelothrēskeia,Greek,1
G1480,be accustomed,ethizō,Greek,1
G1482,Gentile-like,ethnikos,Greek,4
G1483,Gentile-way,ethnikōs,Greek,1
G1484,Gentiles,ethnos,Greek,872
G1485,custom,ethos,Greek,12
G1486,to have a custom,ethō,Greek,5
G1487G,if,ei,Greek,1168
G1487H,if: not,ei,Greek,95
G1487I,if: is[question],ei,Greek,20
G1487J,if: if only,ei,Greek,5
G1487K,if: surely,ei,Greek,5
G1487L,if: else,ei,Greek,9
G1487M,if: even though,ei,Greek,19
G1488,you are,ei,Greek,0
G1491,appearance,eidos,Greek,51
G1492G,to perceive: understand,eidō,Greek,1390
G1492H,to perceive: see,eidō,Greek,396
G1492I,to perceive: know,eidō,Greek,365
G1498,may be,eiēn,Greek,2
G1500,in vain,eikē,Greek,8
G1501,twenty,eikosi,Greek,259
G1502,to yield,eikō,Greek,1
G1511,to exist,einai,Greek,12
G1512,if so/since,eiper,Greek,0
G1519,toward,eis,Greek,7554
G1520,one,heis,Greek,1296
G1521,to bring in,eisagō,Greek,161
G1523,to receive,eisdechomai,Greek,16
G1524,to enter,eiseimi,Greek,7
G1525,to enter,eiserchomai,Greek,832
G1526,they are,eisi,Greek,36
G1528,to invite,eiskaleō,Greek,1
G1529,entry,eisodos,Greek,46
G1530,to rush into,eispēdaō,Greek,3
G1531,to enter,eisporeuō,Greek,168
G1532,to run in,eistrechō,Greek,1
G1533,to bring in,eisferō,Greek,101
G1534,then,eita,Greek,29
G1535,whether,eite,Greek,71
G1538,each,hekastos,Greek,371
G1539,always,hekastote,Greek,1
G1540,hundred,hekaton,Greek,207
G1541,a hundred years old,hekatontaetēs,Greek,2
G1542,a hundred times,hekatontaplasiōn,Greek,4
G1543,centurion,hekatontarchos,Greek,45
G1544,to expel,ekballō,Greek,162
G1545,way out,ekbasis,Greek,2
G1546,jettisoning,ekbolē,Greek,3
G1547,to marry,ekgamizō,Greek,5
G1548,to give in marriage,ekgamiskō,Greek,2
G1549,descendant,ekgonos,Greek,30
G1550,to expend,ekdapanaō,Greek,1
G1551,to wait for,ekdechomai,Greek,18
G1552,clearly evident,ekdēlos,Greek,1
G1553,be away,ekdēmeō,Greek,3
G1555,to tell in detail,ekdiēgeomai,Greek,6
G1559,to persecute,ekdiōkō,Greek,16
G1560,handed over,ekdotos,Greek,1
G1561,expectation,ekdochē,Greek,1
G1562,to strip,ekduō,Greek,28
G1563,there,ekei,Greek,828
G1564,from there,ekeithen,Greek,164
G1565,that,ekeinos,Greek,897
G1566,there,ekeise,Greek,3
G1567,to seek out,ekzēteō,Greek,125
G1570,exposed,ekthetos,Greek,1
G1571,to cleanse,ekkathairō,Greek,4
G1572,be enflamed,ekkaiō,Greek,44
G1574,to pierce,ekkenteō,Greek,9
G1575,to break off,ekklaō,Greek,4
G1576,to exclude,ekkleiō,Greek,3
G1578,to turn from,ekklinō,Greek,132
G1579,to swim out,ekkolumbaō,Greek,1
G1580,to carry out,ekkomizō,Greek,1
G1581,to prevent,ekkoptō,Greek,50
G1582,to hang upon,ekkremannumi,Greek,2
G1583,to speak out,eklaleō,Greek,1
G1584,to shine out,eklampō,Greek,4
G1585,to forget,eklanthanō,Greek,1
G1586,to select,eklegō,Greek,149
G1587,to fail,ekleipō,Greek,153
G1588,select,eklektos,Greek,107
G1589,selecting,eklogē,Greek,7
G1590,to faint,ekluō,Greek,40
G1591,to wipe off,ekmassō,Greek,5
G1592,to ridicule,ekmuktērizō,Greek,5
G1593,to withdraw,ekneuō,Greek,8
G1594,to wake up,eknēfō,Greek,6
G1595,voluntary,hekousios,Greek,6
G1596,voluntarily,hekousiōs,Greek,13
G1597,of old,ekpalai,Greek,2
G1599,to send away/out,ekpempō,Greek,9
G1600,to extend,ekpetazō,Greek,15
G1601,to fall out,ekpiptō,Greek,27
G1602,to sail out/away,ekpleō,Greek,3
G1603,to fulfill,ekplēroō,Greek,1
G1604,fulfillment,ekplērōsis,Greek,1
G1605,be astonished,ekplēssō,Greek,14
G1606,to expire,ekpneō,Greek,3
G1607,to depart,ekporeuō,Greek,198
G1608,to fornicate,ekporneuō,Greek,45
G1609,to spit out,ekptuō,Greek,1
G1610,to uproot,ekrizoō,Greek,9
G1611,amazement,ekstasis,Greek,34
G1612,be warped,ekstrefō,Greek,6
G1613,to disturb greatly,ektarassō,Greek,4
G1614,to stretch out,ekteinō,Greek,140
G1615,to finish up,ekteleō,Greek,3
G1616,earnestness,ekteneia,Greek,1
G1617,earnestly,ektenesteron,Greek,1
G1618,fervent,ektenēs,Greek,2
G1619,fervently,ektenōs,Greek,4
G1620,to explain/expose,ektithēmi,Greek,14
G1621,to shake out/off,ektinassō,Greek,21
G1622,outside/except,ektos,Greek,26
G1623,sixth,hektos,Greek,49
G1624,to turn/wander away,ektrepō,Greek,6
G1625,to nourish/rear,ektrefō,Greek,22
G1627,to bring/carry out,ekferō,Greek,86
G1628,to escape,ekfeugō,Greek,13
G1631,to put out,ekfuō,Greek,2
G1632,to pour out,ekcheō,Greek,149
G1635,voluntarily,hekōn,Greek,4
G1636,olive tree,elaia,Greek,33
G1637,olive oil,elaion,Greek,206
G1638,Olivet,elaiōn,Greek,23
G1640,lesser,elassōn,Greek,19
G1641,to have little,elattoneō,Greek,11
G1642,to make less,elattoō,Greek,10
G1643,to drive,elaunō,Greek,9
G1644,lightness,elafria,Greek,1
G1645,light,elafros,Greek,7
G1646,least,elachistos,Greek,21
G1647,least,elachistoteros,Greek,0
G1649,rebuke,elegxis,Greek,3
G1650,rebuke,elenchos,Greek,26
G1651,to rebuke,elenchō,Greek,69
G1657,freedom,eleutheria,Greek,12
G1658,free/freedom,eleutheros,Greek,46
G1659,to set free,eleutheroō,Greek,8
G1660,coming,eleusis,Greek,1
G1661,made of ivory,elefantinos,Greek,11
G1665,Elizabeth,elisabet,Greek,10
G1666,Elisha,elissaios,Greek,101
G1667,to roll up,helissō,Greek,4
G1668,sore,helkos,Greek,17
G1669,to have/cause sores,helkoō,Greek,1
G1670,to draw/persuade,helkō,Greek,24
G1671,Greece,hellas,Greek,3
G1672,"Greek, Gentile",hhellēnellēn,Greek,29
G1673,Greek,hellēnikos,Greek,3
G1674,Gentile,hellēnis,Greek,8
G1675,Hellenist,hellēnistēs,Greek,3
G1676,Greek,hellēnisti,Greek,2
G1677,to charge,ellogeō,Greek,2
G1681,Elymas,elumas,Greek,1
G1682,Eloi,elōi,Greek,4
G1683,of myself,emautou,Greek,85
G1684,to climb,embainō,Greek,21
G1685,to throw in,emballō,Greek,71
G1686,to dip in,embaptō,Greek,3
G1687,to investigate,embateuō,Greek,3
G1689,to look into/upon,emblepō,Greek,26
G1690,be agitated,embrimaomai,Greek,5
G1691,me myself,eme,Greek,212
G1692,to vomit,emeō,Greek,1
G1693,be enraged,emmainomai,Greek,1
G1694,Immanuel,emmanouēl,Greek,2
G1695,Emmaus,emmaous,Greek,1
