strong,stepGloss,language,cluster_code,cluster_short_name,source,created_at
H5690,lust,Hebrew,M28,Envy,old-system-migration,2026-08-11T15:45:16Z
H5691,lust,Hebrew,M28,Envy,old-system-migration,2026-08-11T15:45:16Z
H5707,witness,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H5713A,witness,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H5713B,testimony,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H5715,testimony,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H5719,voluptuous,Hebrew,M08,Pride,old-system-migration,2026-08-11T15:45:16Z
H5727,to luxuriate,Hebrew,M46,Abundance,old-system-migration,2026-08-11T15:45:16Z
H5730A,delicacy,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H5730B,delight,Hebrew,M04,Joy,old-system-migration,2026-08-11T15:45:16Z
H5749A,to return,Hebrew,M11,Repentance,old-system-migration,2026-08-11T15:45:16Z
H5749B,to testify,Hebrew,M13,Truth,old-system-migration,2026-08-11T15:45:16Z
H5750,still,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H5753A,to twist,Hebrew,M10,Sin,old-system-migration,2026-08-11T15:45:16Z
H5753B,to pervert,Hebrew,M10,Sin,old-system-migration,2026-08-11T15:45:16Z
H5760,unjust one,Hebrew,M10,Sin,old-system-migration,2026-08-11T15:45:16Z
H5765,to act unjustly,Hebrew,M26,Righteousness,old-system-migration,2026-08-11T15:45:16Z
H5766A,injustice,Hebrew,M10,Sin,old-system-migration,2026-08-11T15:45:16Z
H5766B,injustice,Hebrew,M10,Sin,old-system-migration,2026-08-11T15:45:16Z
H5767,unjust,Hebrew,M10,Sin,old-system-migration,2026-08-11T15:45:16Z
H5769G,forever: enduring,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H5769H,Everlasting [God],Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H5771G,iniquity: crime,Hebrew,M10,Sin,old-system-migration,2026-08-11T15:45:16Z
H5771H,iniquity: guilt,Hebrew,M10,Sin,old-system-migration,2026-08-11T15:45:16Z
H5771I,iniquity: punishment,Hebrew,M10,Sin,old-system-migration,2026-08-11T15:45:16Z
H5779,to plan,Hebrew,M15,Wisdom,old-system-migration,2026-08-11T15:45:16Z
H5782,to rouse,Hebrew,M25,Life,old-system-migration,2026-08-11T15:45:16Z
H5783,be exposed,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H5794,strong,Hebrew,M23,Strength,old-system-migration,2026-08-11T15:45:16Z
H5796,goat,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H5797,strength,Hebrew,M23,Strength,old-system-migration,2026-08-11T15:45:16Z
H5798G,[Garden of] Uzza,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H5800A,to leave: forsake,Hebrew,M20,Doubt,old-system-migration,2026-08-11T15:45:16Z
H5807,strength,Hebrew,M23,Strength,old-system-migration,2026-08-11T15:45:16Z
H5808,mighty,Hebrew,M23,Strength,old-system-migration,2026-08-11T15:45:16Z
H5810,be strong,Hebrew,M23,Strength,old-system-migration,2026-08-11T15:45:16Z
H5822,vulture,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H5826,to help,Hebrew,M38,Salvation,old-system-migration,2026-08-11T15:45:16Z
H5848C,to enfeeble,Hebrew,M24,Weakness,old-system-migration,2026-08-11T15:45:16Z
H5860A,to scream,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H5903,naked,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H5923,yoke,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H5932,iniquity,Hebrew,M10,Sin,old-system-migration,2026-08-11T15:45:16Z
H5934,youth,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H5937,to exult,Hebrew,M04,Joy,old-system-migration,2026-08-11T15:45:16Z
H5943,Most High [God],Hebrew,M23,Strength,old-system-migration,2026-08-11T15:45:16Z
H5946,Most High [God],Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H5948,furnace,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H5951,exultation,Hebrew,M04,Joy,old-system-migration,2026-08-11T15:45:16Z
H5954,to come,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H5956,to conceal,Hebrew,M14,Deceit,old-system-migration,2026-08-11T15:45:16Z
H5958,youth,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H5959,maiden,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H5965,to rejoice,Hebrew,M04,Joy,old-system-migration,2026-08-11T15:45:16Z
H5970,to rejoice,Hebrew,M04,Joy,old-system-migration,2026-08-11T15:45:16Z
H5971B,kinsman,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H5971H,People's [Gate],Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H5971I,[Ibleam]-am,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H5971K,people: soldiers,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H5971L,people: creatures,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H5973B,from with,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H5974,with,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H5978,with me,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H5980,close,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H5998,to toil,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H5999,trouble,Hebrew,M03,Grief,old-system-migration,2026-08-11T15:45:16Z
H6001A,labour[er],Hebrew,M24,Weakness,old-system-migration,2026-08-11T15:45:16Z
H6001B,laborious,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6004,to darken,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6026,to delight,Hebrew,M04,Joy,old-system-migration,2026-08-11T15:45:16Z
H6027,delight,Hebrew,M04,Joy,old-system-migration,2026-08-11T15:45:16Z
H6028,dainty,Hebrew,M04,Joy,old-system-migration,2026-08-11T15:45:16Z
H6031A,be occupied,Hebrew,FLAG,Flag,old-system-migration,2026-08-11T15:45:16Z
H6031A,be occupied,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6031B,to afflict,Hebrew,M24,Weakness,old-system-migration,2026-08-11T15:45:16Z
H6033,to afflict,Hebrew,FLAG,Flag,old-system-migration,2026-08-11T15:45:16Z
H6033,to afflict,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6035,poor,Hebrew,M24,Weakness,old-system-migration,2026-08-11T15:45:16Z
H6037,gentleness,Hebrew,M05,Love,old-system-migration,2026-08-11T15:45:16Z
H6038,gentleness,Hebrew,M05,Love,old-system-migration,2026-08-11T15:45:16Z
H6039,affliction,Hebrew,FLAG,Flag,old-system-migration,2026-08-11T15:45:16Z
H6039,affliction,Hebrew,M24,Weakness,old-system-migration,2026-08-11T15:45:16Z
H6040,affliction,Hebrew,M24,Weakness,old-system-migration,2026-08-11T15:45:16Z
H6041,afflicted,Hebrew,M24,Weakness,old-system-migration,2026-08-11T15:45:16Z
H6045,task,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6087A,to hurt,Hebrew,M24,Weakness,old-system-migration,2026-08-11T15:45:16Z
H6087B,to shape,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6088,to pain,Hebrew,M03,Grief,old-system-migration,2026-08-11T15:45:16Z
H6089A,toil,Hebrew,M03,Grief,old-system-migration,2026-08-11T15:45:16Z
H6089B,vessel,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6090A,pain,Hebrew,M03,Grief,old-system-migration,2026-08-11T15:45:16Z
H6090B,idol,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6091,idol,Hebrew,M27,Evil,old-system-migration,2026-08-11T15:45:16Z
H6092,worker,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6093,toil,Hebrew,M03,Grief,old-system-migration,2026-08-11T15:45:16Z
H6094,injury,Hebrew,M03,Grief,old-system-migration,2026-08-11T15:45:16Z
H6094,injury,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6098,counsel,Hebrew,M17,Counsel,old-system-migration,2026-08-11T15:45:16Z
H6099,mighty,Hebrew,M23,Strength,old-system-migration,2026-08-11T15:45:16Z
H6101,be sluggish,Hebrew,M24,Weakness,old-system-migration,2026-08-11T15:45:16Z
H6102,sluggish,Hebrew,M24,Weakness,old-system-migration,2026-08-11T15:45:16Z
H6103,sluggishness,Hebrew,M24,Weakness,old-system-migration,2026-08-11T15:45:16Z
H6104,sluggishness,Hebrew,M24,Weakness,old-system-migration,2026-08-11T15:45:16Z
H6105A,be vast,Hebrew,M23,Strength,old-system-migration,2026-08-11T15:45:16Z
H6105B,to shut eyes,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6106G,bone,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6106H,bone: same,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6106I,bone: body,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6108,strength,Hebrew,M23,Strength,old-system-migration,2026-08-11T15:45:16Z
H6109,strength,Hebrew,M23,Strength,old-system-migration,2026-08-11T15:45:16Z
H6113,to restrain,Hebrew,M30,Obedience,old-system-migration,2026-08-11T15:45:16Z
H6114,magistrate,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6115,coercion,Hebrew,M24,Weakness,old-system-migration,2026-08-11T15:45:16Z
H6116,assembly,Hebrew,M05,Love,old-system-migration,2026-08-11T15:45:16Z
H6121A,insidious,Hebrew,M14,Deceit,old-system-migration,2026-08-11T15:45:16Z
H6122,cunning,Hebrew,M14,Deceit,old-system-migration,2026-08-11T15:45:16Z
H6125,pressure,Hebrew,M01,Fear,old-system-migration,2026-08-11T15:45:16Z
H6141,twisted,Hebrew,M14,Deceit,old-system-migration,2026-08-11T15:45:16Z
H6149,to please,Hebrew,M04,Joy,old-system-migration,2026-08-11T15:45:16Z
H6165,to long for,Hebrew,M29,Desire,old-system-migration,2026-08-11T15:45:16Z
H6168,to uncover,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6169,bulrush,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6172,nakedness,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6174,naked,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6175,prudent,Hebrew,M15,Wisdom,old-system-migration,2026-08-11T15:45:16Z
H6178,dreadful,Hebrew,M01,Fear,old-system-migration,2026-08-11T15:45:16Z
H6181,nakedness,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6184,ruthless,Hebrew,M06,Hate,old-system-migration,2026-08-11T15:45:16Z
H6186A,to arrange,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6186B,to value,Hebrew,M26,Righteousness,old-system-migration,2026-08-11T15:45:16Z
H6187,valuation,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6191,be shrewd,Hebrew,M15,Wisdom,old-system-migration,2026-08-11T15:45:16Z
H6195,craftiness,Hebrew,M14,Deceit,old-system-migration,2026-08-11T15:45:16Z
H6199,destitute,Hebrew,M24,Weakness,old-system-migration,2026-08-11T15:45:16Z
H6206,to tremble,Hebrew,M01,Fear,old-system-migration,2026-08-11T15:45:16Z
H6213A,to make: do,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6216,oppressor,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6217,oppression,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6223,rich,Hebrew,M46,Abundance,old-system-migration,2026-08-11T15:45:16Z
H6229,to contend,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6231,to oppress,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6233,oppression,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6234,oppression,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6238,to enrich,Hebrew,M46,Abundance,old-system-migration,2026-08-11T15:45:16Z
H6239,riches,Hebrew,M46,Abundance,old-system-migration,2026-08-11T15:45:16Z
H6245A,to gleam,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6245B,to think,Hebrew,M15,Wisdom,old-system-migration,2026-08-11T15:45:16Z
H6246,to plan,Hebrew,M15,Wisdom,old-system-migration,2026-08-11T15:45:16Z
H6248,thought,Hebrew,M15,Wisdom,old-system-migration,2026-08-11T15:45:16Z
H6250,thought,Hebrew,M15,Wisdom,old-system-migration,2026-08-11T15:45:16Z
H6277,arrogant,Hebrew,M08,Pride,old-system-migration,2026-08-11T15:45:16Z
H6279,to pray,Hebrew,M21,Prayer,old-system-migration,2026-08-11T15:45:16Z
H6292,refuse,Hebrew,M27,Evil,old-system-migration,2026-08-11T15:45:16Z
H6293,to fall on,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6299,to ransom,Hebrew,M38,Salvation,old-system-migration,2026-08-11T15:45:16Z
H6302,ransomed,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6304,redemption,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6306A,redemption,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6306B,redemption,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6310G,lip,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6330,staggering,Hebrew,M10,Sin,old-system-migration,2026-08-11T15:45:16Z
H6342,to dread,Hebrew,M01,Fear,old-system-migration,2026-08-11T15:45:16Z
H6343,dread,Hebrew,M01,Fear,old-system-migration,2026-08-11T15:45:16Z
H6345,dread,Hebrew,M01,Fear,old-system-migration,2026-08-11T15:45:16Z
H6349,recklessness,Hebrew,M16,Folly,old-system-migration,2026-08-11T15:45:16Z
H6365,disaster,Hebrew,M03,Grief,old-system-migration,2026-08-11T15:45:16Z
H6371,excess fat,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6381,to wonder,Hebrew,M04,Joy,old-system-migration,2026-08-11T15:45:16Z
H6382,wonder,Hebrew,M04,Joy,old-system-migration,2026-08-11T15:45:16Z
H6383,incomprehensible,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6419,to pray,Hebrew,M21,Prayer,old-system-migration,2026-08-11T15:45:16Z
H6426,to shudder,Hebrew,M01,Fear,old-system-migration,2026-08-11T15:45:16Z
H6427,shuddering,Hebrew,M01,Fear,old-system-migration,2026-08-11T15:45:16Z
H6435,lest,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6440G,face: before,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6485A,to reckon: list,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6485H,to reckon: punish,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6485I,to reckon: visit,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6485J,to reckon: overseer,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6485K,to reckon: missing,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6486,punishment,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6487,deposit,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6488,oversight,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6490,precept,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6496,overseer,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6531,severity,Hebrew,M06,Hate,old-system-migration,2026-08-11T15:45:16Z
H6580,folly,Hebrew,M16,Folly,old-system-migration,2026-08-11T15:45:16Z
H6586,to transgress,Hebrew,M10,Sin,old-system-migration,2026-08-11T15:45:16Z
H6588,transgression,Hebrew,M10,Sin,old-system-migration,2026-08-11T15:45:16Z
H6589,to open,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6592,interpretation,Hebrew,M15,Wisdom,old-system-migration,2026-08-11T15:45:16Z
H6593,flax,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6594,flax,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6596,hinge,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6598,choice,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6599,edict,Hebrew,FLAG,Flag,old-system-migration,2026-08-11T15:45:16Z
H6599,edict,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6612A,simple,Hebrew,M16,Folly,old-system-migration,2026-08-11T15:45:16Z
H6631,offspring,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6634,to will,Hebrew,M29,Desire,old-system-migration,2026-08-11T15:45:16Z
H6635A,army,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6635B,[Lord of] Hosts,Hebrew,M23,Strength,old-system-migration,2026-08-11T15:45:16Z
H6656,intended,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6662,righteous,Hebrew,M26,Righteousness,old-system-migration,2026-08-11T15:45:16Z
H6663,to justify,Hebrew,M26,Righteousness,old-system-migration,2026-08-11T15:45:16Z
H6664G,righteousness,Hebrew,M26,Righteousness,old-system-migration,2026-08-11T15:45:16Z
H6664H,Righteousness [God],Hebrew,M26,Righteousness,old-system-migration,2026-08-11T15:45:16Z
H6666,righteousness,Hebrew,M26,Righteousness,old-system-migration,2026-08-11T15:45:16Z
H6681,to cry aloud,Hebrew,M42,Speech,old-system-migration,2026-08-11T15:45:16Z
H6682,outcry,Hebrew,M42,Speech,old-system-migration,2026-08-11T15:45:16Z
H6693,to press,Hebrew,FLAG,Flag,old-system-migration,2026-08-11T15:45:16Z
H6693,to press,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6695A,distress,Hebrew,M03,Grief,old-system-migration,2026-08-11T15:45:16Z
H6695B,anguish,Hebrew,M03,Grief,old-system-migration,2026-08-11T15:45:16Z
H6696A,to confine,Hebrew,M23,Strength,old-system-migration,2026-08-11T15:45:16Z
H6696C,to form,Hebrew,M12,Purity,old-system-migration,2026-08-11T15:45:16Z
H6697G,Rocks [of Goats],Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6697H,rock,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6735A,envoy,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6735B,hinge,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6736,image,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6737,to take provision,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6739,to pray,Hebrew,M21,Prayer,old-system-migration,2026-08-11T15:45:16Z
H6754,image,Hebrew,M43,Prophecy,old-system-migration,2026-08-11T15:45:16Z
H6755,image,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6756A,[Mount] Zalmon,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6770,to thirst,Hebrew,M29,Desire,old-system-migration,2026-08-11T15:45:16Z
H6800A,be humble,Hebrew,M09,Humility,old-system-migration,2026-08-11T15:45:16Z
H6800B,humble,Hebrew,M09,Humility,old-system-migration,2026-08-11T15:45:16Z
H6862A,narrow,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6862B,distress,Hebrew,M03,Grief,old-system-migration,2026-08-11T15:45:16Z
H6862C,enemy,Hebrew,M44,Relational,old-system-migration,2026-08-11T15:45:16Z
H6862D,hard,Hebrew,M23,Strength,old-system-migration,2026-08-11T15:45:16Z
H6869A,dearth,Hebrew,M24,Weakness,old-system-migration,2026-08-11T15:45:16Z
H6869B,distress,Hebrew,M03,Grief,old-system-migration,2026-08-11T15:45:16Z
H6869C,vexer,Hebrew,M02,Anger,old-system-migration,2026-08-11T15:45:16Z
H6869C,vexer,Hebrew,M24,Weakness,old-system-migration,2026-08-11T15:45:16Z
H6872A,bundle,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6872B,pebble,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6887B,to constrain,Hebrew,FLAG,Flag,old-system-migration,2026-08-11T15:45:16Z
H6887B,to constrain,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6887C,to distress,Hebrew,M24,Weakness,old-system-migration,2026-08-11T15:45:16Z
H6887D,to vex,Hebrew,FLAG,Flag,old-system-migration,2026-08-11T15:45:16Z
H6887D,to vex,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6887E,to rival,Hebrew,M06,Hate,old-system-migration,2026-08-11T15:45:16Z
H6887E,to rival,Hebrew,M28,Envy,old-system-migration,2026-08-11T15:45:16Z
H6918G,holy,Hebrew,M22,Praise,old-system-migration,2026-08-11T15:45:16Z
H6918H,holy: saint,Hebrew,M12,Purity,old-system-migration,2026-08-11T15:45:16Z
H6922,holy,Hebrew,M22,Praise,old-system-migration,2026-08-11T15:45:16Z
H6937,be dark,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6941,mournfully,Hebrew,M03,Grief,old-system-migration,2026-08-11T15:45:16Z
H6942G,to consecrate: consecate,Hebrew,M12,Purity,old-system-migration,2026-08-11T15:45:16Z
H6942H,to consecrate: dedicate,Hebrew,M12,Purity,old-system-migration,2026-08-11T15:45:16Z
H6942I,to consecrate: forfeit,Hebrew,M12,Purity,old-system-migration,2026-08-11T15:45:16Z
H6942J,to consecrate: prepare,Hebrew,M12,Purity,old-system-migration,2026-08-11T15:45:16Z
H6942K,to consecrate: holiness,Hebrew,M12,Purity,old-system-migration,2026-08-11T15:45:16Z
H6944G,holiness,Hebrew,M22,Praise,old-system-migration,2026-08-11T15:45:16Z
H6944H,Most Holy Place,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6944I,[Way of] Holiness,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6944J,Holy Place,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6945,male cult prostitute,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6946H,[Meribath]-kadesh,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6948,cult prostitute,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6960A,to await,Hebrew,M17,Counsel,old-system-migration,2026-08-11T15:45:16Z
H6962,to loath,Hebrew,M06,Hate,old-system-migration,2026-08-11T15:45:16Z
H6963A,voice,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6963B,frivolity,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6963H,voice: sound,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6963I,voice: thunder,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6963J,voice: message,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6963K,voice: [sound of],Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6963L,voice: listen,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6967,height,Hebrew,M08,Pride,old-system-migration,2026-08-11T15:45:16Z
H6968,uprightness,Hebrew,M26,Righteousness,old-system-migration,2026-08-11T15:45:16Z
H6969,to chant,Hebrew,M42,Speech,old-system-migration,2026-08-11T15:45:16Z
H6971,ape,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H6973,to loathe,Hebrew,M06,Hate,old-system-migration,2026-08-11T15:45:16Z
H7009,adversary,Hebrew,M06,Hate,old-system-migration,2026-08-11T15:45:16Z
H7012,rising,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H7022,disgrace,Hebrew,M07,Shame,old-system-migration,2026-08-11T15:45:16Z
H7032G,voice: sound,Hebrew,M42,Speech,old-system-migration,2026-08-11T15:45:16Z
H7032H,voice,Hebrew,M42,Speech,old-system-migration,2026-08-11T15:45:16Z
H7034,to dishonor,Hebrew,M07,Shame,old-system-migration,2026-08-11T15:45:16Z
H7036,dishonor,Hebrew,M07,Shame,old-system-migration,2026-08-11T15:45:16Z
H7043,to lighten,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H7047,derision,Hebrew,M08,Pride,old-system-migration,2026-08-11T15:45:16Z
H7054,standing grain,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H7065,be jealous,Hebrew,M02,Anger,old-system-migration,2026-08-11T15:45:16Z
H7067G,Jealous [God],Hebrew,FLAG,Flag,old-system-migration,2026-08-11T15:45:16Z
H7067G,Jealous [God],Hebrew,M28,Envy,old-system-migration,2026-08-11T15:45:16Z
H7067H,jealous,Hebrew,M02,Anger,old-system-migration,2026-08-11T15:45:16Z
H7068,jealousy,Hebrew,M02,Anger,old-system-migration,2026-08-11T15:45:16Z
H7072,jealous,Hebrew,M02,Anger,old-system-migration,2026-08-11T15:45:16Z
H7088,to roll,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H7089,anguish,Hebrew,M03,Grief,old-system-migration,2026-08-11T15:45:16Z
H7090,porcupine,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H7107,be angry,Hebrew,M02,Anger,old-system-migration,2026-08-11T15:45:16Z
H7109,wrath,Hebrew,M02,Anger,old-system-migration,2026-08-11T15:45:16Z
H7110A,wrath,Hebrew,M02,Anger,old-system-migration,2026-08-11T15:45:16Z
H7114A,be short,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H7114B,to reap,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H7115,shortness,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H7116,short,Hebrew,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
H7121G,to call: call to,Hebrew,M37,Calling,old-system-migration,2026-08-11T15:45:16Z
H7121H,to call: call by,Hebrew,M37,Calling,old-system-migration,2026-08-11T15:45:16Z
H7121I,to call: call out,Hebrew,M37,Calling,old-system-migration,2026-08-11T15:45:16Z
H7121J,to call: read out,Hebrew,M37,Calling,old-system-migration,2026-08-11T15:45:16Z
H7122G,to encounter: meet,Hebrew,M37,Calling,old-system-migration,2026-08-11T15:45:16Z
H7122H,to encounter: toward,Hebrew,M37,Calling,old-system-migration,2026-08-11T15:45:16Z
